# Time-averaged data for fix TEAve
# TimeStep v_TotEn
5100000 -14034.6
5200000 -14031.5
5300000 -14032.5
5400000 -14030
5500000 -14032
5600000 -14039.9
5700000 -14035.7
5800000 -14036
5900000 -14040.1
6000000 -14033.2
6100000 -14032.2
6200000 -14043.6
6300000 -14042.1
6400000 -14039.6
6500000 -14040.3
6600000 -14036
6700000 -14035.8
6800000 -14034.7
6900000 -14033.6
7000000 -14030.6
7100000 -14039.6
7200000 -14029.2
7300000 -14032.2
7400000 -14043
7500000 -14034.5
7600000 -14034.5
7700000 -14035.6
7800000 -14040.2
7900000 -14032.4
8000000 -14032.9
8100000 -14033.1
8200000 -14033
8300000 -14033.9
8400000 -14034.5
8500000 -14034.8
8600000 -14031.7
8700000 -14033.5
8800000 -14027.5
8900000 -14038
9000000 -14039.4
9100000 -14035.2
9200000 -14028.4
9300000 -14037.5
9400000 -14032.7
9500000 -14041.8
9600000 -14028.3
9700000 -14023.6
9800000 -14034.7
9900000 -14038
10000000 -14029.6
10100000 -14029.5
10200000 -14026.4
10300000 -14033.6
10400000 -14036.6
10500000 -14035.3
10600000 -14025.6
10700000 -14044.4
10800000 -14034
10900000 -14033.7
11000000 -14034.4
11100000 -14037.5
11200000 -14034.8
11300000 -14036.5
11400000 -14036.9
11500000 -14029.4
11600000 -14042.1
11700000 -14036.3
11800000 -14037.6
11900000 -14032.5
12000000 -14038.1
12100000 -14034.9
12200000 -14029.2
12300000 -14030.4
12400000 -14041
12500000 -14031.1
12600000 -14032.4
12700000 -14032.2
12800000 -14039.3
12900000 -14034.1
13000000 -14039
13100000 -14032.2
13200000 -14031.7
13300000 -14034.4
13400000 -14030.5
13500000 -14041.3
13600000 -14032.5
13700000 -14036.4
13800000 -14031.1
13900000 -14038.3
14000000 -14028.8
14100000 -14035.3
14200000 -14027.6
14300000 -14032.8
14400000 -14031.4
14500000 -14036.1
14600000 -14032.2
14700000 -14033.3
14800000 -14036
14900000 -14041.1
15000000 -14032.3
15100000 -14029.2
15200000 -14040.3
15300000 -14034.6
15400000 -14030.9
15500000 -14031.3
15600000 -14031.8
15700000 -14030.5
15800000 -14039.8
15900000 -14030
16000000 -14027.8
16100000 -14043.2
16200000 -14039.7
16300000 -14033.8
16400000 -14037.8
16500000 -14030.5
16600000 -14037.3
16700000 -14035.8
16800000 -14025.9
16900000 -14040.1
17000000 -14038.6
17100000 -14032.2
17200000 -14029.6
17300000 -14033
17400000 -14032.4
17500000 -14027.9
17600000 -14041.2
17700000 -14042.2
17800000 -14035.7
17900000 -14037.5
18000000 -14029.9
18100000 -14032.2
18200000 -14036.6
18300000 -14040.5
18400000 -14039.2
18500000 -14035.5
18600000 -14033.4
18700000 -14042.7
18800000 -14034
18900000 -14046.3
19000000 -14033.5
19100000 -14035.3
19200000 -14031.9
19300000 -14029.6
19400000 -14035.3
19500000 -14037.7
19600000 -14029.9
19700000 -14037
19800000 -14034.7
19900000 -14037.9
20000000 -14039.2
20100000 -14043.7
20200000 -14037.7
20300000 -14034.4
20400000 -14034.8
20500000 -14036.9
20600000 -14040.4
20700000 -14034.3
20800000 -14038.1
20900000 -14044.4
21000000 -14032.4
21100000 -14035.5
21200000 -14034
21300000 -14038.6
21400000 -14034.5
21500000 -14030.7
21600000 -14036
21700000 -14034.6
21800000 -14036.9
21900000 -14042.5
22000000 -14036.3
22100000 -14034.1
22200000 -14036
22300000 -14033.6
22400000 -14037.6
22500000 -14036.1
22600000 -14029.5
22700000 -14032.6
22800000 -14031.4
22900000 -14029.8
23000000 -14030.6
23100000 -14034.6
23200000 -14031.4
23300000 -14031
23400000 -14039.2
23500000 -14032.3
23600000 -14039.5
23700000 -14035
23800000 -14034.2
23900000 -14029
24000000 -14031.4
24100000 -14040.5
24200000 -14029.5
24300000 -14029.6
24400000 -14031.7
24500000 -14034.8
24600000 -14028.4
24700000 -14032
24800000 -14031.4
24900000 -14021.2
25000000 -14030
25100000 -14033.4
25200000 -14030.8
25300000 -14035.1
25400000 -14037.3
25500000 -14030.3
25600000 -14032.3
25700000 -14036
25800000 -14027.1
25900000 -14035.2
26000000 -14032.5
26100000 -14030.6
26200000 -14037.8
26300000 -14023.6
26400000 -14027.3
26500000 -14037.2
26600000 -14034.4
26700000 -14037.6
26800000 -14027.7
26900000 -14024.9
27000000 -14036.4
27100000 -14026.6
27200000 -14028.6
27300000 -14041.5
27400000 -14042.2
27500000 -14032.8
27600000 -14037.9
27700000 -14035
27800000 -14029.5
27900000 -14025.9
28000000 -14035.1
28100000 -14028.8
28200000 -14045
28300000 -14031.9
28400000 -14024
28500000 -14040.3
28600000 -14031.4
28700000 -14033.4
28800000 -14033.2
28900000 -14033.5
29000000 -14030.3
29100000 -14040.2
29200000 -14038.4
29300000 -14034.3
29400000 -14040.1
29500000 -14033.5
29600000 -14031.7
29700000 -14028.9
29800000 -14037
29900000 -14034.5
30000000 -14037.7
30100000 -14028.3
30200000 -14033.5
30300000 -14035.8
30400000 -14036
30500000 -14041.4
30600000 -14039.6
30700000 -14028.2
30800000 -14041.5
30900000 -14033.4
31000000 -14030.2
31100000 -14034.5
31200000 -14040.3
31300000 -14027.7
31400000 -14039.5
31500000 -14039.3
31600000 -14041.5
31700000 -14025.7
31800000 -14035.7
31900000 -14039
32000000 -14037.9
32100000 -14033.3
32200000 -14028
32300000 -14029.1
32400000 -14028.5
32500000 -14037.9
32600000 -14034.3
32700000 -14038
32800000 -14041.9
32900000 -14035.5
33000000 -14025.3
33100000 -14030.4
33200000 -14036.5
33300000 -14030.7
33400000 -14034.6
33500000 -14034.6
33600000 -14038.2
33700000 -14028.7
33800000 -14037.2
33900000 -14037.5
34000000 -14037.7
34100000 -14031.5
34200000 -14030.6
34300000 -14032.9
34400000 -14029.5
34500000 -14034.6
34600000 -14029.3
34700000 -14028.3
34800000 -14038.4
34900000 -14043
35000000 -14028.2
