#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 6.26411e+09 6.2721e+09 6.26656e+09 6.25375e+09 6.26997e+09 6.27443e+09 6.26605e+09 6.26667e+09 1.12589e+10
 40 1.9562e+10 1.95887e+10 1.95623e+10 1.95187e+10 1.95882e+10 1.95973e+10 1.95681e+10 1.95692e+10 4.12658e+10
 60 3.45994e+10 3.46458e+10 3.4586e+10 3.45076e+10 3.46662e+10 3.46696e+10 3.46145e+10 3.46128e+10 8.51129e+10
 80 4.96421e+10 4.97153e+10 4.9611e+10 4.94908e+10 4.97676e+10 4.97555e+10 4.96713e+10 4.96653e+10 1.39252e+11
 100 6.46002e+10 6.47198e+10 6.45592e+10 6.44007e+10 6.48089e+10 6.47762e+10 6.46619e+10 6.46477e+10 2.00795e+11
 120 7.99378e+10 8.01246e+10 7.98922e+10 7.97248e+10 8.02594e+10 8.02044e+10 8.00629e+10 8.00317e+10 2.67378e+11
 140 9.61435e+10 9.64091e+10 9.60922e+10 9.5946e+10 9.66083e+10 9.6536e+10 9.63634e+10 9.6304e+10 3.37414e+11
 160 1.134e+11 1.13749e+11 1.13338e+11 1.13224e+11 1.14036e+11 1.1395e+11 1.13737e+11 1.1364e+11 4.09844e+11
 180 1.31507e+11 1.31951e+11 1.31435e+11 1.31349e+11 1.32334e+11 1.32222e+11 1.31968e+11 1.31833e+11 4.83563e+11
 200 1.50164e+11 1.50713e+11 1.50085e+11 1.50015e+11 1.51194e+11 1.51024e+11 1.50744e+11 1.50575e+11 5.57449e+11
 200 1.50149e+11 1.50684e+11 1.49969e+11 1.50171e+11 1.51455e+11 1.5101e+11 1.50879e+11 1.50634e+11 5.56867e+11
 400 3.55477e+11 3.57556e+11 3.55915e+11 3.55678e+11 3.59875e+11 3.58209e+11 3.57921e+11 3.57279e+11 1.21533e+12
 600 5.78878e+11 5.83156e+11 5.80544e+11 5.80316e+11 5.86955e+11 5.84228e+11 5.83833e+11 5.82644e+11 1.60238e+12
 800 8.09853e+11 8.16878e+11 8.13931e+11 8.1436e+11 8.22197e+11 8.19882e+11 8.18813e+11 8.1671e+11 1.64025e+12
 1000 1.04395e+12 1.05478e+12 1.05185e+12 1.05298e+12 1.06096e+12 1.06025e+12 1.05807e+12 1.05492e+12 1.42826e+12
 1200 1.28075e+12 1.29447e+12 1.29272e+12 1.29438e+12 1.30154e+12 1.30278e+12 1.29957e+12 1.29547e+12 1.18367e+12
 1400 1.51858e+12 1.5349e+12 1.53526e+12 1.53741e+12 1.54284e+12 1.54664e+12 1.54229e+12 1.53721e+12 1.04181e+12
 1600 1.75708e+12 1.77532e+12 1.77784e+12 1.78152e+12 1.78483e+12 1.79208e+12 1.78614e+12 1.77972e+12 1.02964e+12
 1800 1.996e+12 2.01598e+12 2.02024e+12 2.02572e+12 2.02708e+12 2.03855e+12 2.03045e+12 2.02257e+12 1.1037e+12
 2000 2.23595e+12 2.25754e+12 2.26399e+12 2.26949e+12 2.26946e+12 2.28491e+12 2.27462e+12 2.26577e+12 1.19764e+12
 2000 2.21183e+12 2.24219e+12 2.26197e+12 2.28508e+12 2.25366e+12 2.28129e+12 2.27334e+12 2.25947e+12 1.19542e+12
 4000 4.61961e+12 4.67233e+12 4.71334e+12 4.76405e+12 4.66611e+12 4.76972e+12 4.73329e+12 4.70735e+12 1.26519e+12
 6000 7.00551e+12 7.10257e+12 7.16648e+12 7.26924e+12 7.10733e+12 7.2541e+12 7.21023e+12 7.16274e+12 1.32339e+12
 8000 9.44058e+12 9.53427e+12 9.64953e+12 9.75817e+12 9.52708e+12 9.7215e+12 9.66892e+12 9.61794e+12 1.37829e+12
 10000 1.18944e+13 1.19778e+13 1.21138e+13 1.2178e+13 1.19383e+13 1.21629e+13 1.2093e+13 1.20539e+13 1.43674e+12
 12000 1.43675e+13 1.44046e+13 1.45888e+13 1.45313e+13 1.43167e+13 1.45708e+13 1.44729e+13 1.44652e+13 1.50409e+12
 14000 1.68095e+13 1.68227e+13 1.70156e+13 1.68567e+13 1.66729e+13 1.6984e+13 1.68379e+13 1.68558e+13 1.55291e+12
 16000 1.92472e+13 1.92671e+13 1.94523e+13 1.92115e+13 1.89922e+13 1.93812e+13 1.9195e+13 1.92459e+13 1.61987e+12
