# Time-averaged data for fix TEAve
# TimeStep v_TotEn
30100000 -14032.8
30200000 -14038.6
30300000 -14030.7
30400000 -14042.1
30500000 -14030.9
30600000 -14030.3
30700000 -14035.9
30800000 -14038.3
30900000 -14033.8
31000000 -14036
31100000 -14035.2
31200000 -14036.3
31300000 -14031.5
31400000 -14031.4
31500000 -14032.8
31600000 -14028
31700000 -14032
31800000 -14029.5
31900000 -14036.1
32000000 -14043.8
32100000 -14037.8
32200000 -14037.3
32300000 -14036.1
32400000 -14032.6
32500000 -14029.4
32600000 -14031.5
32700000 -14027.5
32800000 -14029.2
32900000 -14028.2
33000000 -14036.8
33100000 -14041.8
33200000 -14037.4
33300000 -14022.1
33400000 -14033.4
33500000 -14030.4
33600000 -14030.2
33700000 -14026.3
33800000 -14034.6
33900000 -14040.5
34000000 -14031.3
34100000 -14040.9
34200000 -14034.7
34300000 -14038.1
34400000 -14038.8
34500000 -14038.1
34600000 -14037.9
34700000 -14032.9
34800000 -14036.7
34900000 -14036.6
35000000 -14035.3
35100000 -14038.3
35200000 -14042.3
35300000 -14035.5
35400000 -14036.9
35500000 -14034.9
35600000 -14036.5
35700000 -14026.3
35800000 -14032.9
35900000 -14027.5
36000000 -14033.2
36100000 -14026.9
36200000 -14027.5
36300000 -14039.6
36400000 -14029.4
36500000 -14036.6
36600000 -14038.4
36700000 -14036.7
36800000 -14033.3
36900000 -14038.1
37000000 -14036.1
37100000 -14037.6
37200000 -14029.9
37300000 -14032.4
37400000 -14034.1
37500000 -14034.1
37600000 -14035.5
37700000 -14037.4
37800000 -14040.1
37900000 -14028.6
38000000 -14036.8
38100000 -14027.7
38200000 -14034.3
38300000 -14031.2
38400000 -14037.1
38500000 -14033.9
38600000 -14040.3
38700000 -14044.6
38800000 -14037.3
38900000 -14033.3
39000000 -14033.3
39100000 -14038.2
39200000 -14037.5
39300000 -14034.6
39400000 -14039.4
39500000 -14035.1
39600000 -14037.6
39700000 -14034.7
39800000 -14028
39900000 -14036.8
40000000 -14027.9
40100000 -14036.6
40200000 -14034.5
40300000 -14031
40400000 -14037.9
40500000 -14030.5
40600000 -14032.3
40700000 -14033.5
40800000 -14027.2
40900000 -14037.8
41000000 -14043.9
41100000 -14038.3
41200000 -14036.8
41300000 -14032.5
41400000 -14034.6
41500000 -14032
41600000 -14033.5
41700000 -14036
41800000 -14039.6
41900000 -14035.9
42000000 -14039.7
42100000 -14031.7
42200000 -14027.1
42300000 -14038.1
42400000 -14033.5
42500000 -14034.3
42600000 -14030
42700000 -14031.6
42800000 -14032.4
42900000 -14038.1
43000000 -14035.5
43100000 -14027.4
43200000 -14038.7
43300000 -14029
43400000 -14039.6
43500000 -14027.8
43600000 -14034.7
43700000 -14030.8
43800000 -14032.4
43900000 -14042.5
44000000 -14027.3
44100000 -14034.7
44200000 -14038.2
44300000 -14029.2
44400000 -14030.2
44500000 -14036.4
44600000 -14026.3
44700000 -14031.1
44800000 -14045.3
44900000 -14034.5
45000000 -14039.8
45100000 -14040
45200000 -14038
45300000 -14034.6
45400000 -14039.2
45500000 -14028.2
45600000 -14039.1
45700000 -14044.7
45800000 -14028.9
45900000 -14031.6
46000000 -14041.6
46100000 -14040
46200000 -14037.2
46300000 -14037.1
46400000 -14035
46500000 -14034.5
46600000 -14031.1
46700000 -14034.6
46800000 -14032.3
46900000 -14042.4
47000000 -14032.4
47100000 -14030.6
47200000 -14038.1
47300000 -14038.3
47400000 -14036.5
47500000 -14030.2
47600000 -14026.1
47700000 -14037.3
47800000 -14032
47900000 -14035.1
48000000 -14042
48100000 -14036.9
48200000 -14039.9
48300000 -14027.7
48400000 -14036.7
48500000 -14028.6
48600000 -14043.9
48700000 -14036.1
48800000 -14031.9
48900000 -14040.8
49000000 -14036.2
49100000 -14032.3
49200000 -14028.6
49300000 -14034.6
49400000 -14040.1
49500000 -14033.7
49600000 -14035.8
49700000 -14036.7
49800000 -14036.2
49900000 -14029.3
50000000 -14035.5
