#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 5.85893e+09 5.85808e+09 5.86139e+09 5.86003e+09 5.86952e+09 5.86144e+09 5.86366e+09 5.86199e+09 1.02867e+10
 40 1.81368e+10 1.81405e+10 1.81552e+10 1.81571e+10 1.81903e+10 1.81478e+10 1.81651e+10 1.81567e+10 3.76186e+10
 60 3.17746e+10 3.17899e+10 3.18275e+10 3.18392e+10 3.19035e+10 3.18048e+10 3.18491e+10 3.18284e+10 7.75206e+10
 80 4.51762e+10 4.52058e+10 4.52814e+10 4.53002e+10 4.53994e+10 4.52374e+10 4.53124e+10 4.52759e+10 1.26899e+11
 100 5.83294e+10 5.83809e+10 5.85143e+10 5.85331e+10 5.86679e+10 5.84355e+10 5.85455e+10 5.84906e+10 1.83175e+11
 120 7.17038e+10 7.17941e+10 7.20012e+10 7.20215e+10 7.21722e+10 7.18734e+10 7.20224e+10 7.19466e+10 2.44117e+11
 140 8.58314e+10 8.59734e+10 8.62567e+10 8.62876e+10 8.64365e+10 8.60686e+10 8.62643e+10 8.61668e+10 3.08254e+11
 160 1.00964e+11 1.01165e+11 1.01513e+11 1.01561e+11 1.01705e+11 1.01249e+11 1.01505e+11 1.01389e+11 3.74712e+11
 180 1.16903e+11 1.17166e+11 1.17574e+11 1.17636e+11 1.17786e+11 1.17221e+11 1.17548e+11 1.17414e+11 4.42551e+11
 200 1.33307e+11 1.33619e+11 1.34099e+11 1.34174e+11 1.34335e+11 1.33658e+11 1.34056e+11 1.33903e+11 5.10786e+11
 200 1.33274e+11 1.33466e+11 1.34026e+11 1.34561e+11 1.34078e+11 1.33723e+11 1.34121e+11 1.33908e+11 5.11022e+11
 400 3.13034e+11 3.13833e+11 3.15005e+11 3.15941e+11 3.15605e+11 3.13878e+11 3.15141e+11 3.14668e+11 1.14876e+12
 600 5.06595e+11 5.08122e+11 5.09993e+11 5.11541e+11 5.10669e+11 5.07545e+11 5.09918e+11 5.09246e+11 1.59321e+12
 800 7.06122e+11 7.08972e+11 7.11149e+11 7.13638e+11 7.11465e+11 7.07621e+11 7.10908e+11 7.10044e+11 1.72924e+12
 1000 9.09631e+11 9.1281e+11 9.152e+11 9.17989e+11 9.153e+11 9.1034e+11 9.14543e+11 9.13745e+11 1.59498e+12
 1200 1.11443e+12 1.1177e+12 1.12072e+12 1.12395e+12 1.1212e+12 1.11405e+12 1.11974e+12 1.11889e+12 1.35485e+12
 1400 1.31991e+12 1.32352e+12 1.32692e+12 1.33117e+12 1.32827e+12 1.31805e+12 1.32583e+12 1.32488e+12 1.15292e+12
