# Time-averaged data for fix TEAve
# TimeStep v_TotEn
100000 -10750.7
200000 -10734.3
300000 -10734.1
400000 -10733.6
500000 -10735.1
600000 -10729
700000 -10735.1
800000 -10736.2
900000 -10736.8
1000000 -10736.3
1100000 -10737.5
1200000 -10735
1300000 -10742.2
1400000 -10732.9
1500000 -10730.1
1600000 -10742.1
1700000 -10737.8
1800000 -10739.1
1900000 -10734
2000000 -10738.9
2100000 -10733.6
2200000 -10736.1
2300000 -10742
2400000 -10731
2500000 -10732.4
2600000 -10733.5
2700000 -10734.7
2800000 -10738.4
2900000 -10731.1
3000000 -10735.9
3100000 -10731
3200000 -10735.8
3300000 -10733.3
3400000 -10736.8
3500000 -10731.4
3600000 -10732.8
3700000 -10734.1
3800000 -10736.3
3900000 -10733.5
4000000 -10733.7
4100000 -10743.5
4200000 -10735.8
4300000 -10735
4400000 -10732.9
4500000 -10734.3
4600000 -10735.5
4700000 -10734.1
4800000 -10745.2
4900000 -10733.8
5000000 -10730.8
5100000 -10735.4
5200000 -10733.7
5300000 -10737.7
5400000 -10736.1
5500000 -10736.4
5600000 -10733
5700000 -10730.8
5800000 -10731.8
5900000 -10735.2
6000000 -10735.6
6100000 -10732.8
6200000 -10738.7
6300000 -10734.3
6400000 -10734.9
6500000 -10737.4
6600000 -10727.7
6700000 -10736.6
6800000 -10731.2
6900000 -10732.5
7000000 -10731.6
7100000 -10735.9
7200000 -10730.8
7300000 -10736.8
7400000 -10734.7
7500000 -10740.7
7600000 -10734.4
7700000 -10739.1
7800000 -10730.3
7900000 -10735.5
8000000 -10738
8100000 -10735.9
8200000 -10736.2
8300000 -10733.5
8400000 -10727.5
8500000 -10738.3
8600000 -10734.4
8700000 -10737.1
8800000 -10734.9
8900000 -10735.5
9000000 -10738.7
9100000 -10736
9200000 -10732.8
9300000 -10731.9
9400000 -10728.5
9500000 -10735.7
9600000 -10729.7
9700000 -10729.5
9800000 -10733.8
9900000 -10736.7
10000000 -10741.1
10100000 -10736
10200000 -10737.7
10300000 -10738.2
10400000 -10731.5
10500000 -10741
10600000 -10739.9
10700000 -10732.4
10800000 -10733.6
10900000 -10732.1
11000000 -10727.9
11100000 -10735.8
11200000 -10733.8
11300000 -10732
11400000 -10731.7
11500000 -10733.7
11600000 -10731.3
11700000 -10729.5
11800000 -10735.8
11900000 -10737.3
12000000 -10729.5
12100000 -10736.8
12200000 -10727.8
12300000 -10734.6
12400000 -10734.9
12500000 -10732.2
12600000 -10734.7
12700000 -10734.1
12800000 -10733
12900000 -10732.7
13000000 -10732.1
13100000 -10736.5
13200000 -10734.8
13300000 -10734.6
13400000 -10726.3
13500000 -10732.2
13600000 -10736.5
13700000 -10731.8
13800000 -10737.4
13900000 -10729.5
14000000 -10734.8
14100000 -10734.9
14200000 -10734.3
14300000 -10736.7
14400000 -10735.7
14500000 -10737.5
14600000 -10739.3
14700000 -10736.1
14800000 -10737.6
14900000 -10733.7
15000000 -10728.2
15100000 -10737.1
15200000 -10732.5
15300000 -10731.2
15400000 -10734.9
15500000 -10737.4
15600000 -10732.7
15700000 -10739.5
