# Time-averaged data for fix TEAve
# TimeStep v_TotEn
100000 -10729.4
200000 -10731.2
300000 -10734
400000 -10736.4
500000 -10735.2
600000 -10742.8
700000 -10739.5
800000 -10728.8
900000 -10738.6
1000000 -10733.2
1100000 -10727.8
1200000 -10736.7
1300000 -10729.9
1400000 -10725.1
1500000 -10736.2
1600000 -10728.5
1700000 -10728.7
1800000 -10738.7
1900000 -10733.2
2000000 -10736.7
2100000 -10730.8
2200000 -10739.6
2300000 -10734.4
2400000 -10742.9
2500000 -10733.5
2600000 -10730.1
2700000 -10728.1
2800000 -10735.8
2900000 -10730.1
3000000 -10736.1
3100000 -10736.9
3200000 -10729.6
3300000 -10740.2
3400000 -10730.3
3500000 -10734.8
3600000 -10731.3
3700000 -10737.8
3800000 -10731.9
3900000 -10733.1
4000000 -10734.9
4100000 -10730.2
4200000 -10728.2
4300000 -10735.4
4400000 -10739.5
4500000 -10735.7
4600000 -10732.7
4700000 -10729
4800000 -10732.5
4900000 -10729.9
5000000 -10741.2
5100000 -10732.6
5200000 -10736.5
5300000 -10726.6
5400000 -10733.9
5500000 -10738.7
5600000 -10736.3
5700000 -10733.1
5800000 -10735.9
5900000 -10736.4
6000000 -10735.4
6100000 -10731.2
6200000 -10735.3
6300000 -10730.3
6400000 -10734.3
6500000 -10736.7
6600000 -10736.1
6700000 -10734.6
6800000 -10730.5
6900000 -10739.4
7000000 -10734.2
7100000 -10736.4
7200000 -10733.3
7300000 -10732.4
7400000 -10732.8
7500000 -10733
7600000 -10735.7
7700000 -10732.9
7800000 -10737.1
7900000 -10732.3
8000000 -10731
8100000 -10728.6
8200000 -10731.3
8300000 -10732.8
8400000 -10738.8
8500000 -10735.8
8600000 -10735.7
8700000 -10727.8
8800000 -10734.2
8900000 -10734
9000000 -10732
9100000 -10734.8
9200000 -10730.1
9300000 -10734.9
9400000 -10734.8
9500000 -10735.1
9600000 -10737
9700000 -10731.2
9800000 -10736.2
9900000 -10735.5
10000000 -10731.9
10100000 -10735.2
10200000 -10740.9
10300000 -10729.7
10400000 -10728.9
10500000 -10734.5
10600000 -10733.3
10700000 -10735.8
10800000 -10731.5
10900000 -10735.6
11000000 -10734.6
11100000 -10732.3
11200000 -10733.6
11300000 -10741.1
11400000 -10731.7
11500000 -10732.7
11600000 -10730.5
11700000 -10734.6
11800000 -10733.2
11900000 -10734.6
12000000 -10733.7
12100000 -10744.3
12200000 -10737.2
12300000 -10733.7
12400000 -10733
12500000 -10732
12600000 -10732.4
12700000 -10735.5
12800000 -10737.5
12900000 -10736.6
13000000 -10737.9
13100000 -10735.9
13200000 -10735.9
13300000 -10736.5
13400000 -10734.5
13500000 -10735.8
13600000 -10732.1
13700000 -10737.3
13800000 -10732.6
13900000 -10739
14000000 -10738.7
14100000 -10736.6
14200000 -10733.2
14300000 -10737.3
14400000 -10730.2
14500000 -10734.2
14600000 -10731.5
14700000 -10737.9
14800000 -10738.4
14900000 -10729.3
15000000 -10734.4
15100000 -10732.6
15200000 -10732
15300000 -10732.5
15400000 -10730.9
15500000 -10735.2
15600000 -10740.5
15700000 -10733
15800000 -10738.7
15900000 -10730.1
16000000 -10735.2
16100000 -10732.5
16200000 -10739.9
16300000 -10733.3
16400000 -10735
16500000 -10737
16600000 -10743.1
16700000 -10737.8
16800000 -10731.4
16900000 -10734.7
17000000 -10733.2
17100000 -10733.9
17200000 -10731.8
17300000 -10739.2
17400000 -10735.1
17500000 -10735.8
17600000 -10738.6
17700000 -10739.7
17800000 -10738.1
17900000 -10733.4
18000000 -10733.7
18100000 -10726.7
18200000 -10734.2
18300000 -10737.7
18400000 -10739.4
18500000 -10729.8
18600000 -10738.4
18700000 -10738.7
18800000 -10730.4
18900000 -10732.3
19000000 -10734.3
19100000 -10737
19200000 -10737.3
19300000 -10732.9
19400000 -10731.3
19500000 -10734.2
19600000 -10740.3
19700000 -10731.7
19800000 -10731.4
19900000 -10730.7
20000000 -10734.4
