#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 5.96196e+09 5.96009e+09 5.95524e+09 5.96453e+09 5.96264e+09 5.9576e+09 5.96159e+09 5.96059e+09 1.04548e+10
 40 1.84675e+10 1.84611e+10 1.84397e+10 1.84697e+10 1.84721e+10 1.84463e+10 1.84627e+10 1.84601e+10 3.82303e+10
 60 3.23797e+10 3.23699e+10 3.23328e+10 3.23654e+10 3.23944e+10 3.2339e+10 3.23663e+10 3.23641e+10 7.8779e+10
 80 4.60678e+10 4.60549e+10 4.6022e+10 4.60235e+10 4.61036e+10 4.60153e+10 4.60475e+10 4.60478e+10 1.2896e+11
 100 5.95092e+10 5.9497e+10 5.94917e+10 5.94367e+10 5.9577e+10 5.94613e+10 5.94916e+10 5.94947e+10 1.86161e+11
 120 7.31762e+10 7.31858e+10 7.32087e+10 7.30971e+10 7.32817e+10 7.31519e+10 7.31769e+10 7.31822e+10 2.4811e+11
 140 8.76131e+10 8.76668e+10 8.77007e+10 8.75504e+10 8.77494e+10 8.76112e+10 8.7637e+10 8.76463e+10 3.13315e+11
 160 1.03078e+11 1.03183e+11 1.03207e+11 1.03048e+11 1.03226e+11 1.03089e+11 1.03121e+11 1.03135e+11 3.80899e+11
 180 1.19369e+11 1.19515e+11 1.19523e+11 1.19395e+11 1.19514e+11 1.19392e+11 1.19434e+11 1.19448e+11 4.49914e+11
 200 1.36136e+11 1.36308e+11 1.36305e+11 1.36237e+11 1.36276e+11 1.36177e+11 1.3623e+11 1.36238e+11 5.19353e+11
 200 1.35998e+11 1.3604e+11 1.36291e+11 1.36226e+11 1.35893e+11 1.36121e+11 1.3608e+11 1.36092e+11 5.1932e+11
 400 3.19742e+11 3.20606e+11 3.20278e+11 3.21013e+11 3.19411e+11 3.20113e+11 3.20179e+11 3.20191e+11 1.16892e+12
 600 5.18598e+11 5.18957e+11 5.18934e+11 5.20215e+11 5.17267e+11 5.19158e+11 5.1888e+11 5.1886e+11 1.61826e+12
 800 7.23024e+11 7.23809e+11 7.24366e+11 7.24434e+11 7.20161e+11 7.2471e+11 7.23102e+11 7.23354e+11 1.75577e+12
 1000 9.29242e+11 9.31799e+11 9.32647e+11 9.31203e+11 9.2464e+11 9.33051e+11 9.29631e+11 9.30271e+11 1.62155e+12
 1200 1.13623e+12 1.14174e+12 1.14167e+12 1.13946e+12 1.13e+12 1.14312e+12 1.13753e+12 1.13847e+12 1.38048e+12
 1400 1.34362e+12 1.35302e+12 1.35203e+12 1.34809e+12 1.33545e+12 1.35369e+12 1.34574e+12 1.34727e+12 1.1767e+12
 1600 1.5516e+12 1.56617e+12 1.56314e+12 1.55731e+12 1.54148e+12 1.56323e+12 1.55401e+12 1.55652e+12 1.0811e+12
 1800 1.75965e+12 1.78049e+12 1.77552e+12 1.76628e+12 1.74681e+12 1.77376e+12 1.76228e+12 1.76612e+12 1.09465e+12
 2000 1.96802e+12 1.99615e+12 1.98795e+12 1.97573e+12 1.95305e+12 1.98487e+12 1.97122e+12 1.97635e+12 1.17576e+12
 2000 1.9766e+12 1.98849e+12 1.99333e+12 1.97674e+12 1.96477e+12 1.99553e+12 1.97901e+12 1.98186e+12 1.18794e+12
 4000 4.04482e+12 4.13727e+12 4.08091e+12 4.07106e+12 4.03565e+12 4.12437e+12 4.07703e+12 4.08128e+12 1.36413e+12
 6000 6.12051e+12 6.27785e+12 6.18024e+12 6.18276e+12 6.08044e+12 6.26303e+12 6.17541e+12 6.18239e+12 1.43053e+12
 8000 8.1813e+12 8.44667e+12 8.3062e+12 8.26851e+12 8.13274e+12 8.40748e+12 8.26957e+12 8.2863e+12 1.50942e+12
 10000 1.02586e+13 1.06151e+13 1.04205e+13 1.03593e+13 1.01889e+13 1.05566e+13 1.03683e+13 1.03935e+13 1.60533e+12
 12000 1.23481e+13 1.27556e+13 1.25186e+13 1.24919e+13 1.22275e+13 1.27349e+13 1.24848e+13 1.25072e+13 1.67618e+12
 14000 1.44296e+13 1.48718e+13 1.4616e+13 1.45873e+13 1.42853e+13 1.49022e+13 1.45916e+13 1.46106e+13 1.77774e+12
