#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 6.14307e+09 6.14397e+09 6.15034e+09 6.14058e+09 6.13515e+09 6.13779e+09 6.13784e+09 6.14102e+09 1.1045e+10
 40 1.91855e+10 1.91901e+10 1.92126e+10 1.91743e+10 1.91589e+10 1.91639e+10 1.91657e+10 1.91779e+10 4.04853e+10
 60 3.39394e+10 3.39505e+10 3.39985e+10 3.3915e+10 3.38896e+10 3.38976e+10 3.39007e+10 3.39256e+10 8.3512e+10
 80 4.87152e+10 4.87266e+10 4.88143e+10 4.86757e+10 4.86408e+10 4.86485e+10 4.8655e+10 4.86938e+10 1.36649e+11
 100 6.34429e+10 6.34438e+10 6.3588e+10 6.33835e+10 6.33435e+10 6.33435e+10 6.33568e+10 6.34107e+10 1.97064e+11
 120 7.85879e+10 7.85709e+10 7.87799e+10 7.84976e+10 7.84482e+10 7.84446e+10 7.84635e+10 7.85366e+10 2.62449e+11
 140 9.46179e+10 9.45885e+10 9.4856e+10 9.44904e+10 9.44218e+10 9.44283e+10 9.44468e+10 9.45431e+10 3.31246e+11
 160 1.11692e+11 1.11666e+11 1.11972e+11 1.11529e+11 1.11434e+11 1.11462e+11 1.11475e+11 1.11596e+11 4.02408e+11
 180 1.29603e+11 1.29589e+11 1.29918e+11 1.29409e+11 1.29285e+11 1.29341e+11 1.29345e+11 1.29488e+11 4.74849e+11
 200 1.48044e+11 1.48045e+11 1.48394e+11 1.47824e+11 1.47672e+11 1.47756e+11 1.47751e+11 1.47915e+11 5.47473e+11
 200 1.48116e+11 1.48247e+11 1.48416e+11 1.47778e+11 1.47781e+11 1.47639e+11 1.47732e+11 1.47943e+11 5.47107e+11
 400 3.51416e+11 3.51921e+11 3.52244e+11 3.50935e+11 3.5074e+11 3.50306e+11 3.5066e+11 3.5114e+11 1.19559e+12
 600 5.73825e+11 5.73838e+11 5.74697e+11 5.723e+11 5.72491e+11 5.71944e+11 5.72245e+11 5.72995e+11 1.57483e+12
 800 8.04712e+11 8.04386e+11 8.06163e+11 8.01984e+11 8.02808e+11 8.02117e+11 8.02303e+11 8.03417e+11 1.61239e+12
 1000 1.03931e+12 1.03873e+12 1.04164e+12 1.03538e+12 1.03817e+12 1.03668e+12 1.03675e+12 1.03801e+12 1.40686e+12
 1200 1.27638e+12 1.27623e+12 1.27889e+12 1.27112e+12 1.27576e+12 1.27333e+12 1.2734e+12 1.27491e+12 1.16659e+12
 1400 1.51479e+12 1.51549e+12 1.5168e+12 1.50913e+12 1.5149e+12 1.51107e+12 1.5117e+12 1.51329e+12 1.02529e+12
 1600 1.75408e+12 1.75532e+12 1.75545e+12 1.74782e+12 1.75428e+12 1.75012e+12 1.75074e+12 1.75242e+12 1.00902e+12
 1800 1.99365e+12 1.99558e+12 1.99397e+12 1.98694e+12 1.99415e+12 1.98989e+12 1.99033e+12 1.99196e+12 1.07935e+12
