#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 6.23339e+09 6.23532e+09 6.23393e+09 6.23983e+09 6.23579e+09 6.2214e+09 6.23234e+09 6.23309e+09 1.11962e+10
 40 1.94607e+10 1.9469e+10 1.9467e+10 1.94957e+10 1.94715e+10 1.94259e+10 1.94643e+10 1.94648e+10 4.10316e+10
 60 3.44214e+10 3.44381e+10 3.44381e+10 3.45004e+10 3.44291e+10 3.43634e+10 3.4431e+10 3.44316e+10 8.46252e+10
 80 4.94024e+10 4.94318e+10 4.94318e+10 4.95217e+10 4.93982e+10 4.93254e+10 4.94151e+10 4.94179e+10 1.38456e+11
 100 6.43188e+10 6.43639e+10 6.43702e+10 6.44838e+10 6.43204e+10 6.42239e+10 6.43427e+10 6.4346e+10 1.99658e+11
 120 7.96323e+10 7.96934e+10 7.9718e+10 7.98655e+10 7.9661e+10 7.9508e+10 7.96781e+10 7.96794e+10 2.65891e+11
 140 9.58358e+10 9.59068e+10 9.59591e+10 9.61463e+10 9.58954e+10 9.56492e+10 9.5897e+10 9.58984e+10 3.3557e+11
 160 1.13105e+11 1.13179e+11 1.13258e+11 1.13486e+11 1.13184e+11 1.12819e+11 1.13163e+11 1.1317e+11 4.07635e+11
 180 1.3123e+11 1.3129e+11 1.31403e+11 1.3167e+11 1.31313e+11 1.30827e+11 1.3127e+11 1.31285e+11 4.80984e+11
 200 1.49897e+11 1.49931e+11 1.50072e+11 1.50408e+11 1.49977e+11 1.49379e+11 1.49921e+11 1.4994e+11 5.54511e+11
 200 1.49536e+11 1.49792e+11 1.49803e+11 1.50286e+11 1.501e+11 1.49349e+11 1.49912e+11 1.49831e+11 5.54762e+11
 400 3.55692e+11 3.55538e+11 3.55683e+11 3.57251e+11 3.55521e+11 3.54573e+11 3.55782e+11 3.55724e+11 1.21102e+12
 600 5.79653e+11 5.80064e+11 5.80115e+11 5.83931e+11 5.78635e+11 5.79312e+11 5.80626e+11 5.80353e+11 1.59555e+12
 800 8.10659e+11 8.13099e+11 8.12348e+11 8.18848e+11 8.09688e+11 8.12392e+11 8.13643e+11 8.13e+11 1.63543e+12
 1000 1.04586e+12 1.0496e+12 1.04957e+12 1.05969e+12 1.04543e+12 1.04965e+12 1.05159e+12 1.05029e+12 1.43065e+12
 1200 1.28261e+12 1.28796e+12 1.28884e+12 1.30301e+12 1.28369e+12 1.28887e+12 1.29185e+12 1.2897e+12 1.18641e+12
 1400 1.52108e+12 1.52805e+12 1.52953e+12 1.54832e+12 1.52357e+12 1.52956e+12 1.53382e+12 1.53078e+12 1.04104e+12
 1600 1.75979e+12 1.7694e+12 1.77095e+12 1.79481e+12 1.7647e+12 1.77074e+12 1.77675e+12 1.77273e+12 1.02439e+12
 1800 1.99977e+12 2.01158e+12 2.01268e+12 2.04261e+12 2.0068e+12 2.01346e+12 2.02096e+12 2.01578e+12 1.09545e+12
 2000 2.23994e+12 2.25444e+12 2.25465e+12 2.29064e+12 2.24971e+12 2.2562e+12 2.26551e+12 2.25918e+12 1.18625e+12
 2000 2.22321e+12 2.25483e+12 2.25767e+12 2.2938e+12 2.24882e+12 2.23957e+12 2.26073e+12 2.25453e+12 1.18659e+12
