#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 6.10461e+09 6.10517e+09 6.09948e+09 6.08867e+09 6.08794e+09 6.08861e+09 6.08841e+09 6.09428e+09 1.09108e+10
 40 1.90747e+10 1.90702e+10 1.90612e+10 1.90217e+10 1.90207e+10 1.90209e+10 1.90211e+10 1.90401e+10 3.99799e+10
 60 3.37578e+10 3.37464e+10 3.37442e+10 3.36527e+10 3.36594e+10 3.36634e+10 3.36585e+10 3.36949e+10 8.24397e+10
 80 4.84611e+10 4.84478e+10 4.84653e+10 4.82863e+10 4.83176e+10 4.83436e+10 4.83158e+10 4.83727e+10 1.34842e+11
 100 6.31017e+10 6.30944e+10 6.31387e+10 6.28413e+10 6.29095e+10 6.29932e+10 6.29147e+10 6.29934e+10 1.94388e+11
 120 7.81334e+10 7.81432e+10 7.82123e+10 7.77876e+10 7.78887e+10 7.80627e+10 7.7913e+10 7.8013e+10 2.58802e+11
 140 9.40321e+10 9.40616e+10 9.41434e+10 9.36059e+10 9.37373e+10 9.40068e+10 9.37833e+10 9.39016e+10 3.26561e+11
 160 1.1097e+11 1.11004e+11 1.11097e+11 1.10466e+11 1.10631e+11 1.1098e+11 1.10692e+11 1.10825e+11 3.96645e+11
 180 1.28743e+11 1.28759e+11 1.28872e+11 1.2816e+11 1.28365e+11 1.28783e+11 1.28436e+11 1.28578e+11 4.67991e+11
 200 1.47051e+11 1.47036e+11 1.47171e+11 1.46392e+11 1.46633e+11 1.47116e+11 1.46714e+11 1.46863e+11 5.39518e+11
 200 1.47279e+11 1.47074e+11 1.46967e+11 1.46587e+11 1.46458e+11 1.47239e+11 1.46761e+11 1.46899e+11 5.38999e+11
 400 3.50203e+11 3.4914e+11 3.4931e+11 3.48572e+11 3.48317e+11 3.49036e+11 3.48642e+11 3.49005e+11 1.17724e+12
 600 5.7184e+11 5.68646e+11 5.69676e+11 5.68099e+11 5.68442e+11 5.69656e+11 5.68732e+11 5.69261e+11 1.55184e+12
 800 8.01493e+11 7.96568e+11 7.98341e+11 7.95207e+11 7.96037e+11 7.98371e+11 7.96538e+11 7.97443e+11 1.5916e+12
 1000 1.03632e+12 1.02769e+12 1.03081e+12 1.02567e+12 1.02784e+12 1.03209e+12 1.02853e+12 1.02976e+12 1.39117e+12
 1200 1.27415e+12 1.261e+12 1.2649e+12 1.25687e+12 1.26169e+12 1.26759e+12 1.26205e+12 1.2639e+12 1.15252e+12
 1400 1.51472e+12 1.49663e+12 1.49997e+12 1.48783e+12 1.49657e+12 1.504e+12 1.49613e+12 1.49919e+12 1.01365e+12
 1600 1.75662e+12 1.73333e+12 1.73555e+12 1.71925e+12 1.73293e+12 1.74095e+12 1.73104e+12 1.73536e+12 1.00078e+12
 1800 2.00009e+12 1.97089e+12 1.97085e+12 1.95092e+12 1.96964e+12 1.97909e+12 1.96655e+12 1.97217e+12 1.0714e+12
 2000 2.24424e+12 2.20888e+12 2.20529e+12 2.18256e+12 2.20613e+12 2.21816e+12 2.20228e+12 2.20916e+12 1.16213e+12
 2000 2.24451e+12 2.21642e+12 2.19412e+12 2.17722e+12 2.22191e+12 2.22564e+12 2.20826e+12 2.21229e+12 1.1579e+12
 4000 4.72689e+12 4.58609e+12 4.54544e+12 4.51521e+12 4.57892e+12 4.63172e+12 4.57528e+12 4.59296e+12 1.25974e+12
 6000 7.27735e+12 6.96661e+12 6.89308e+12 6.84231e+12 6.9427e+12 7.0808e+12 6.95527e+12 6.99143e+12 1.31503e+12
 8000 9.84083e+12 9.36983e+12 9.26003e+12 9.18943e+12 9.32363e+12 9.53887e+12 9.35064e+12 9.40648e+12 1.36751e+12
 10000 1.24076e+13 1.17589e+13 1.16911e+13 1.16028e+13 1.17266e+13 1.20308e+13 1.17867e+13 1.1853e+13 1.4345e+12
 12000 1.49944e+13 1.41414e+13 1.41481e+13 1.40012e+13 1.41112e+13 1.45436e+13 1.42187e+13 1.43024e+13 1.49589e+12
 14000 1.76204e+13 1.65367e+13 1.66521e+13 1.63518e+13 1.65235e+13 1.70541e+13 1.66431e+13 1.67604e+13 1.56795e+12
 16000 2.02393e+13 1.89096e+13 1.90895e+13 1.86875e+13 1.89251e+13 1.95997e+13 1.90708e+13 1.92076e+13 1.63636e+12
 18000 2.29147e+13 2.12829e+13 2.15598e+13 2.09906e+13 2.13412e+13 2.21835e+13 2.15051e+13 2.16707e+13 1.6632e+12
 20000 2.55726e+13 2.37006e+13 2.4068e+13 2.32642e+13 2.37536e+13 2.4747e+13 2.39216e+13 2.41318e+13 1.73825e+12
 20000 2.53325e+13 2.30191e+13 2.41181e+13 2.27395e+13 2.42862e+13 2.41916e+13 2.37391e+13 2.39061e+13 1.82952e+12
 40000 5.16138e+13 4.63517e+13 5.09706e+13 4.51795e+13 4.79969e+13 5.01756e+13 4.7784e+13 4.85285e+13 2.59264e+12
 60000 7.9706e+13 6.9572e+13 7.85318e+13 6.75806e+13 7.07565e+13 7.61442e+13 7.14938e+13 7.32709e+13 3.20988e+12
 80000 1.09072e+14 9.15352e+13 1.06571e+14 8.80306e+13 9.28293e+13 1.03453e+14 9.47709e+13 9.78196e+13 3.85438e+12
 100000 1.41297e+14 1.13314e+14 1.33825e+14 1.08252e+14 1.14833e+14 1.31931e+14 1.18339e+14 1.22795e+14 4.65487e+12
 120000 1.73932e+14 1.34713e+14 1.59857e+14 1.2711e+14 1.38369e+14 1.59817e+14 1.41765e+14 1.47526e+14 5.37395e+12
 140000 2.06397e+14 1.57587e+14 1.86848e+14 1.47184e+14 1.63735e+14 1.89711e+14 1.66877e+14 1.7357e+14 6.05129e+12
 160000 2.39816e+14 1.8127e+14 2.14244e+14 1.67698e+14 1.89219e+14 2.19291e+14 1.92069e+14 1.99952e+14 6.72386e+12
 180000 2.74204e+14 2.05241e+14 2.42346e+14 1.89352e+14 2.15065e+14 2.47876e+14 2.17431e+14 2.26697e+14 7.36784e+12
 200000 3.0898e+14 2.2794e+14 2.71152e+14 2.10921e+14 2.40992e+14 2.75661e+14 2.42525e+14 2.53258e+14 8.03886e+12
 200000 3.23892e+14 2.1384e+14 2.9688e+14 2.30377e+14 2.45047e+14 2.48019e+14 2.41148e+14 2.5597e+14 7.66655e+12
 400000 6.91146e+14 4.56567e+14 6.25794e+14 4.58772e+14 4.95581e+14 5.52322e+14 5.02225e+14 5.37803e+14 1.16944e+13
 600000 9.88712e+14 6.69341e+14 9.10333e+14 7.38645e+14 7.40552e+14 8.75802e+14 7.85e+14 8.13451e+14 1.63706e+13
 800000 1.209e+15 8.48911e+14 1.16203e+15 9.89343e+14 9.9828e+14 1.13281e+15 1.04014e+15 1.05341e+15 2.0056e+13
 1e+06 1.53168e+15 1.01613e+15 1.50287e+15 1.18992e+15 1.24237e+15 1.38504e+15 1.27245e+15 1.30356e+15 2.49455e+13
 1.2e+06 1.92941e+15 1.19362e+15 1.88906e+15 1.44203e+15 1.49223e+15 1.60248e+15 1.51224e+15 1.57563e+15 2.90208e+13
 1.4e+06 2.35199e+15 1.36619e+15 2.21211e+15 1.71479e+15 1.73588e+15 1.80667e+15 1.75245e+15 1.84218e+15 3.17586e+13
 1.6e+06 2.74294e+15 1.557e+15 2.48637e+15 2.0165e+15 2.06857e+15 2.00765e+15 2.03091e+15 2.12339e+15 3.67826e+13
 1.8e+06 3.11698e+15 1.74057e+15 2.80158e+15 2.27471e+15 2.46673e+15 2.17242e+15 2.30462e+15 2.40399e+15 3.93389e+13
 2e+06 3.5061e+15 1.91177e+15 3.15056e+15 2.5566e+15 2.89536e+15 2.3658e+15 2.60592e+15 2.70601e+15 4.32973e+13
 2e+06 3.77625e+15 2.45446e+15 3.21082e+15 2.87369e+15 2.80707e+15 2.63002e+15 2.77026e+15 2.92103e+15 3.79999e+13
 4e+06 6.68981e+15 4.21311e+15 7.62542e+15 5.82985e+15 7.87014e+15 4.26388e+15 5.98796e+15 6.06322e+15 5.44776e+13
 6e+06 8.76432e+15 7.55134e+15 1.07606e+16 7.39117e+15 1.32477e+16 8.06746e+15 9.56879e+15 9.35144e+15 4.69563e+13
 8e+06 8.3971e+15 1.06736e+16 1.24763e+16 1.05325e+16 1.65787e+16 1.17578e+16 1.29563e+16 1.19801e+16 5.35929e+13
 1e+07 7.34316e+15 1.22013e+16 1.28495e+16 1.47373e+16 1.81764e+16 1.54575e+16 1.61237e+16 1.39934e+16 8.05134e+13
 1.2e+07 1.04324e+16 1.47494e+16 1.416e+16 1.8167e+16 1.90323e+16 2.01874e+16 1.91289e+16 1.67229e+16 1.14857e+14
 1.4e+07 1.07422e+16 1.6276e+16 1.70419e+16 2.0803e+16 1.76668e+16 2.45678e+16 2.10126e+16 1.84822e+16 9.60036e+13
 1.6e+07 1.3051e+16 1.93052e+16 2.04413e+16 2.27122e+16 1.76667e+16 2.73546e+16 2.25778e+16 2.05864e+16 9.78853e+13
 1.8e+07 1.02423e+16 2.2039e+16 2.25586e+16 2.1657e+16 1.91234e+16 2.95174e+16 2.34326e+16 2.13715e+16 1.41252e+14
 2e+07 7.324e+15 2.32493e+16 2.55939e+16 2.26283e+16 2.18579e+16 2.56653e+16 2.33838e+16 2.15193e+16 1.34952e+14
 2e+07 1.61635e+16 4.26274e+16 1.12234e+16 3.36179e+16 3.04192e+16 2.01209e+16 2.80527e+16 2.61668e+16 2.08264e+14
 4e+07 5.94914e+16 9.58096e+16 4.30633e+15 7.08753e+16 3.0533e+16 2.48543e+15 3.46312e+16 4.20597e+16 1.53208e+11
