#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20000 2.46107e+13 2.50477e+13 2.36183e+13 2.54461e+13 2.38468e+13 2.42741e+13 2.45223e+13 2.44836e+13 1.72394e+12
 40000 5.09688e+13 5.06489e+13 4.77637e+13 5.24898e+13 4.68511e+13 4.80683e+13 4.91364e+13 4.93994e+13 2.34896e+12
 60000 7.73757e+13 7.59151e+13 7.0537e+13 7.83309e+13 6.93824e+13 7.27161e+13 7.34764e+13 7.39296e+13 2.9379e+12
 80000 1.04142e+14 1.01603e+14 9.41614e+13 1.04048e+14 9.20552e+13 9.73602e+13 9.78211e+13 9.86801e+13 3.62712e+12
 100000 1.3172e+14 1.27638e+14 1.17282e+14 1.30059e+14 1.13189e+14 1.23626e+14 1.22291e+14 1.23594e+14 4.1305e+12
 120000 1.60823e+14 1.55162e+14 1.40578e+14 1.537e+14 1.34234e+14 1.48651e+14 1.45528e+14 1.48192e+14 4.71084e+12
 140000 1.89082e+14 1.81732e+14 1.62931e+14 1.77914e+14 1.55362e+14 1.73548e+14 1.68941e+14 1.72531e+14 5.20957e+12
 160000 2.16504e+14 2.07457e+14 1.84818e+14 2.01599e+14 1.76902e+14 1.99389e+14 1.9263e+14 1.96749e+14 5.70484e+12
 180000 2.42579e+14 2.33774e+14 2.07763e+14 2.26517e+14 1.97912e+14 2.25608e+14 2.16679e+14 2.21223e+14 6.15425e+12
 200000 2.6994e+14 2.61602e+14 2.316e+14 2.49987e+14 2.19395e+14 2.52955e+14 2.40779e+14 2.4622e+14 6.71701e+12
 200000 2.49594e+14 2.49614e+14 2.24862e+14 2.40647e+14 2.24859e+14 2.58627e+14 2.41378e+14 2.41369e+14 6.27929e+12
 400000 5.66768e+14 5.53456e+14 4.60279e+14 4.40186e+14 4.30077e+14 5.51427e+14 4.73897e+14 4.95072e+14 1.22605e+13
 600000 9.49502e+14 8.7511e+14 6.93421e+14 5.99305e+14 6.13847e+14 8.10367e+14 6.74506e+14 7.40442e+14 1.75064e+13
 800000 1.32953e+15 1.20774e+15 9.26552e+14 7.49112e+14 7.81889e+14 9.8472e+14 8.38574e+14 9.64987e+14 2.2507e+13
 1e+06 1.71731e+15 1.55776e+15 1.16786e+15 9.07651e+14 9.7657e+14 1.14257e+15 1.00893e+15 1.19775e+15 2.80363e+13
 1.2e+06 2.092e+15 1.88774e+15 1.38492e+15 1.07685e+15 1.15766e+15 1.40484e+15 1.21312e+15 1.44316e+15 3.29547e+13
 1.4e+06 2.42918e+15 2.1803e+15 1.53596e+15 1.27095e+15 1.35299e+15 1.73655e+15 1.4535e+15 1.69149e+15 3.67066e+13
 1.6e+06 2.7796e+15 2.50125e+15 1.65797e+15 1.44462e+15 1.50387e+15 2.07567e+15 1.67472e+15 1.93001e+15 3.98533e+13
 1.8e+06 3.13268e+15 2.83231e+15 1.78934e+15 1.64117e+15 1.68146e+15 2.29964e+15 1.87409e+15 2.15836e+15 4.23758e+13
 2e+06 3.46668e+15 3.15537e+15 1.9427e+15 1.82534e+15 1.84944e+15 2.48159e+15 2.05213e+15 2.37324e+15 4.41501e+13
 2e+06 3.5678e+15 3.19624e+15 1.82585e+15 1.7809e+15 1.54581e+15 2.17841e+15 1.83504e+15 2.24634e+15 3.66055e+13
 4e+06 5.80447e+15 4.75094e+15 3.46926e+15 3.79614e+15 3.57854e+15 4.3972e+15 3.92396e+15 4.22433e+15 7.78836e+13
 6e+06 6.0555e+15 4.98105e+15 4.88063e+15 5.90699e+15 5.4718e+15 7.32614e+15 6.23497e+15 5.86328e+15 1.2464e+14
 8e+06 5.96255e+15 5.44441e+15 5.19765e+15 6.32809e+15 7.60147e+15 1.03887e+16 8.1061e+15 7.07761e+15 1.45154e+14
 1e+07 5.66103e+15 5.35047e+15 5.88145e+15 6.18613e+15 1.01795e+16 1.53648e+16 1.05768e+16 8.59848e+15 1.55071e+14
 1.2e+07 5.74842e+15 7.28251e+15 6.91534e+15 6.18527e+15 1.19986e+16 2.04799e+16 1.28879e+16 1.03923e+16 1.35406e+14
 1.4e+07 8.08676e+15 9.01532e+15 8.40588e+15 7.27207e+15 1.42588e+16 2.63717e+16 1.59675e+16 1.29816e+16 1.20506e+14
 1.6e+07 9.98956e+15 7.09526e+15 9.08395e+15 8.74501e+15 1.64475e+16 3.24496e+16 1.9214e+16 1.50176e+16 1.15647e+14
 1.8e+07 1.08629e+16 7.62423e+15 9.04023e+15 9.1622e+15 1.88907e+16 4.09976e+16 2.30168e+16 1.74804e+16 1.51852e+14
 2e+07 1.18212e+16 8.92768e+15 9.29504e+15 9.45287e+15 2.17599e+16 5.06487e+16 2.72871e+16 2.03781e+16 1.83276e+14
 2e+07 1.16829e+16 1.63527e+16 7.45612e+15 6.38578e+15 2.2598e+16 3.52514e+16 2.14117e+16 1.75793e+16 1.07349e+14
 4e+07 4.71577e+16 1.80419e+16 7.20258e+15 1.37919e+16 1.97757e+16 1.29859e+17 5.44754e+16 4.23389e+16 1.43017e+14
 6e+07 6.49541e+16 4.52853e+15 3.51812e+16 9.681e+15 2.3141e+15 1.60576e+17 5.75238e+16 4.84695e+16 1.34886e+13
