#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 5.79613e+09 5.80946e+09 5.78727e+09 5.7855e+09 5.80694e+09 5.79987e+09 5.79744e+09 5.79751e+09 1.01564e+10
 40 1.79493e+10 1.80009e+10 1.79264e+10 1.79161e+10 1.79915e+10 1.79625e+10 1.79567e+10 1.79576e+10 3.71321e+10
 60 3.14564e+10 3.15677e+10 3.14346e+10 3.14055e+10 3.15483e+10 3.14926e+10 3.14822e+10 3.14838e+10 7.65001e+10
 80 4.4746e+10 4.49248e+10 4.47359e+10 4.46721e+10 4.48829e+10 4.48067e+10 4.47872e+10 4.47932e+10 1.25202e+11
 100 5.78184e+10 5.80585e+10 5.78188e+10 5.7708e+10 5.7977e+10 5.78854e+10 5.78568e+10 5.78735e+10 1.8069e+11
 120 7.11435e+10 7.14426e+10 7.1154e+10 7.09825e+10 7.12967e+10 7.11968e+10 7.11587e+10 7.11939e+10 2.40752e+11
 140 8.52342e+10 8.55984e+10 8.52513e+10 8.50182e+10 8.53696e+10 8.52614e+10 8.52164e+10 8.52743e+10 3.0394e+11
 160 1.00321e+11 1.00762e+11 1.00334e+11 1.00048e+11 1.00437e+11 1.00322e+11 1.00269e+11 1.0035e+11 3.69411e+11
 180 1.16206e+11 1.1674e+11 1.16208e+11 1.15878e+11 1.16309e+11 1.16188e+11 1.16125e+11 1.16229e+11 4.36244e+11
 200 1.32553e+11 1.33194e+11 1.32545e+11 1.32172e+11 1.32654e+11 1.32525e+11 1.3245e+11 1.32576e+11 5.03468e+11
 200 1.32528e+11 1.33192e+11 1.32358e+11 1.32084e+11 1.32338e+11 1.32638e+11 1.32353e+11 1.32489e+11 5.03006e+11
 400 3.11804e+11 3.13921e+11 3.11984e+11 3.10098e+11 3.11512e+11 3.11404e+11 3.11005e+11 3.11631e+11 1.13204e+12
 600 5.05202e+11 5.08521e+11 5.0576e+11 5.01435e+11 5.05217e+11 5.03964e+11 5.03539e+11 5.04721e+11 1.56969e+12
 800 7.05115e+11 7.09447e+11 7.05556e+11 6.98513e+11 7.04174e+11 7.02441e+11 7.01709e+11 7.03708e+11 1.70413e+12
 1000 9.08314e+11 9.13522e+11 9.08639e+11 8.98231e+11 9.05553e+11 9.0326e+11 9.02348e+11 9.05472e+11 1.57283e+12
 1200 1.11294e+12 1.11901e+12 1.11351e+12 1.09842e+12 1.10693e+12 1.10591e+12 1.10375e+12 1.10831e+12 1.33625e+12
 1400 1.31866e+12 1.32583e+12 1.31959e+12 1.2989e+12 1.30843e+12 1.3093e+12 1.30554e+12 1.31187e+12 1.13592e+12
 1600 1.52534e+12 1.5343e+12 1.52616e+12 1.50031e+12 1.50955e+12 1.51418e+12 1.50801e+12 1.51625e+12 1.04167e+12
 1800 1.73243e+12 1.74327e+12 1.73295e+12 1.70207e+12 1.71051e+12 1.71937e+12 1.71065e+12 1.72088e+12 1.05844e+12
 2000 1.93921e+12 1.95249e+12 1.93987e+12 1.90404e+12 1.91129e+12 1.92484e+12 1.91339e+12 1.92558e+12 1.14265e+12
 2000 1.95984e+12 1.96689e+12 1.94261e+12 1.90512e+12 1.9248e+12 1.93995e+12 1.92329e+12 1.93656e+12 1.14326e+12
 4000 4.00822e+12 4.03401e+12 3.99802e+12 3.92535e+12 3.90987e+12 4.00728e+12 3.9475e+12 3.97387e+12 1.31131e+12
 6000 6.04631e+12 6.09249e+12 6.06158e+12 5.95958e+12 5.84342e+12 6.07676e+12 5.95992e+12 6.00267e+12 1.3768e+12
 8000 8.078e+12 8.11813e+12 8.11494e+12 7.97218e+12 7.7705e+12 8.16578e+12 7.96949e+12 8.02317e+12 1.47424e+12
 10000 1.01249e+13 1.01697e+13 1.01967e+13 9.99355e+12 9.67987e+12 1.02956e+13 9.98968e+12 1.00593e+13 1.55289e+12
 12000 1.21793e+13 1.22003e+13 1.22976e+13 1.2037e+13 1.15772e+13 1.23821e+13 1.19988e+13 1.20895e+13 1.63257e+12
 14000 1.42098e+13 1.42011e+13 1.43957e+13 1.40781e+13 1.34733e+13 1.45439e+13 1.40318e+13 1.41266e+13 1.71866e+12
 16000 1.61903e+13 1.61759e+13 1.64823e+13 1.60914e+13 1.54043e+13 1.67081e+13 1.60679e+13 1.61539e+13 1.79737e+12
 18000 1.81861e+13 1.81675e+13 1.85586e+13 1.81117e+13 1.73425e+13 1.89024e+13 1.81189e+13 1.8193e+13 1.86859e+12
 20000 2.01721e+13 2.01816e+13 2.06217e+13 2.01106e+13 1.92833e+13 2.11188e+13 2.01709e+13 2.02326e+13 1.94081e+12
 20000 2.04209e+13 2.01156e+13 2.03176e+13 2.02922e+13 1.87714e+13 2.10443e+13 2.0036e+13 2.01355e+13 1.97753e+12
 40000 4.09858e+13 4.15312e+13 4.18887e+13 3.99601e+13 3.85231e+13 4.25544e+13 4.03459e+13 4.07949e+13 2.76349e+12
 60000 6.26573e+13 6.30606e+13 6.35985e+13 6.07358e+13 5.86958e+13 6.28893e+13 6.07736e+13 6.17064e+13 3.63727e+12
 80000 8.47972e+13 8.51693e+13 8.54691e+13 8.04653e+13 7.90995e+13 8.26332e+13 8.07327e+13 8.24977e+13 4.39466e+12
 100000 1.05666e+14 1.06013e+14 1.06461e+14 1.00433e+14 9.92959e+13 1.03842e+14 1.0119e+14 1.03133e+14 5.30048e+12
 120000 1.2663e+14 1.26795e+14 1.2794e+14 1.20219e+14 1.19429e+14 1.25063e+14 1.2157e+14 1.23791e+14 6.16971e+12
 140000 1.4804e+14 1.48794e+14 1.49486e+14 1.39926e+14 1.38669e+14 1.45931e+14 1.41509e+14 1.44415e+14 7.07468e+12
 160000 1.70587e+14 1.71175e+14 1.70867e+14 1.59775e+14 1.57434e+14 1.66217e+14 1.61142e+14 1.65035e+14 7.8702e+12
 180000 1.93245e+14 1.9492e+14 1.92544e+14 1.79014e+14 1.76843e+14 1.86926e+14 1.80928e+14 1.85985e+14 8.63529e+12
 200000 2.17357e+14 2.19136e+14 2.14773e+14 1.97891e+14 1.96678e+14 2.08674e+14 2.01081e+14 2.07484e+14 9.49605e+12
 200000 2.32486e+14 2.39494e+14 2.28071e+14 1.79171e+14 1.94518e+14 2.06411e+14 1.93367e+14 2.0936e+14 1.02231e+13
 400000 4.71228e+14 4.76963e+14 4.52506e+14 3.82894e+14 3.98362e+14 3.9202e+14 3.91092e+14 4.21415e+14 1.8178e+13
 600000 6.88495e+14 6.64738e+14 7.01376e+14 6.24354e+14 6.18654e+14 5.40765e+14 5.94591e+14 6.30702e+14 2.80493e+13
 800000 8.41743e+14 8.71791e+14 9.46517e+14 8.9844e+14 8.32081e+14 7.13462e+14 8.14661e+14 8.4347e+14 3.65987e+13
 1e+06 1.03145e+15 1.09646e+15 1.20319e+15 1.17699e+15 1.0408e+15 9.20704e+14 1.04616e+15 1.07185e+15 4.28164e+13
 1.2e+06 1.22145e+15 1.31871e+15 1.45079e+15 1.47783e+15 1.25421e+15 1.17795e+15 1.30333e+15 1.31412e+15 4.90154e+13
 1.4e+06 1.39077e+15 1.57401e+15 1.68287e+15 1.79587e+15 1.45263e+15 1.41295e+15 1.55382e+15 1.55198e+15 5.60527e+13
 1.6e+06 1.46118e+15 1.81657e+15 1.85891e+15 2.08754e+15 1.68214e+15 1.61434e+15 1.79467e+15 1.76169e+15 6.23959e+13
 1.8e+06 1.5507e+15 2.09006e+15 2.00783e+15 2.37754e+15 1.92194e+15 1.80823e+15 2.0359e+15 1.97469e+15 6.93905e+13
 2e+06 1.6322e+15 2.35605e+15 2.14964e+15 2.69503e+15 2.13549e+15 2.06046e+15 2.29699e+15 2.19658e+15 7.43265e+13
 2e+06 1.48187e+15 2.17708e+15 1.93514e+15 2.42002e+15 2.12734e+15 1.75929e+15 2.10222e+15 2.00721e+15 4.87051e+13
 4e+06 2.14549e+15 4.53443e+15 2.74108e+15 5.98529e+15 4.64583e+15 3.73082e+15 4.78731e+15 4.12852e+15 8.82706e+13
 6e+06 3.86822e+15 6.69742e+15 4.44693e+15 9.48537e+15 6.16748e+15 4.72255e+15 6.7918e+15 6.07676e+15 1.39182e+14
 8e+06 5.59174e+15 9.70105e+15 5.86672e+15 1.08912e+16 6.39951e+15 6.59549e+15 7.96205e+15 7.5985e+15 1.48957e+14
 1e+07 7.48903e+15 1.1443e+16 7.74355e+15 1.09769e+16 8.43738e+15 7.52503e+15 8.97977e+15 8.94461e+15 1.94706e+14
 1.2e+07 9.67471e+15 1.24627e+16 7.63476e+15 1.04778e+16 1.09959e+16 8.29085e+15 9.92152e+15 9.92254e+15 2.17293e+14
 1.4e+07 1.22611e+16 1.20791e+16 6.66406e+15 1.13995e+16 1.21482e+16 1.0219e+16 1.12556e+16 1.08872e+16 2.7038e+14
 1.6e+07 1.48228e+16 1.2621e+16 5.59121e+15 1.19621e+16 1.38706e+16 1.33023e+16 1.3045e+16 1.22317e+16 2.99844e+14
 1.8e+07 1.65167e+16 1.26398e+16 4.18899e+15 1.35212e+16 1.65622e+16 1.55601e+16 1.52145e+16 1.35748e+16 3.27408e+14
 2e+07 1.85195e+16 1.3504e+16 2.23011e+15 1.61283e+16 2.12394e+16 1.64598e+16 1.79425e+16 1.53326e+16 2.99838e+14
 2e+07 3.41853e+16 7.25559e+15 9.98225e+15 2.84229e+16 2.43338e+16 1.31047e+16 2.19538e+16 2.00287e+16 1.34327e+14
 4e+07 1.19971e+16 1.78449e+15 4.52769e+15 1.07962e+17 5.99047e+16 5.14607e+16 7.31092e+16 4.63067e+16 8.51306e+13
