#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 5.68424e+09 5.68403e+09 5.68183e+09 5.67586e+09 5.6983e+09 5.68118e+09 5.68511e+09 5.68441e+09 9.97897e+09
 40 1.75972e+10 1.76022e+10 1.7588e+10 1.75824e+10 1.76597e+10 1.7591e+10 1.76111e+10 1.7605e+10 3.64903e+10
 60 3.08333e+10 3.08588e+10 3.08162e+10 3.08249e+10 3.09735e+10 3.08295e+10 3.0876e+10 3.086e+10 7.51963e+10
 80 4.38426e+10 4.39092e+10 4.38142e+10 4.38562e+10 4.40761e+10 4.3838e+10 4.39234e+10 4.38962e+10 1.23105e+11
 100 5.66158e+10 5.67428e+10 5.6575e+10 5.66766e+10 5.69537e+10 5.65994e+10 5.67432e+10 5.67037e+10 1.77716e+11
 120 6.96173e+10 6.98244e+10 6.95628e+10 6.97407e+10 7.00668e+10 6.95821e+10 6.97965e+10 6.97452e+10 2.36849e+11
 140 8.33703e+10 8.36635e+10 8.32884e+10 8.35437e+10 8.39343e+10 8.33066e+10 8.35949e+10 8.35332e+10 2.99071e+11
 160 9.81126e+10 9.84874e+10 9.79844e+10 9.83141e+10 9.87964e+10 9.801e+10 9.83735e+10 9.8302e+10 3.63535e+11
 180 1.13645e+11 1.14097e+11 1.13461e+11 1.13858e+11 1.1446e+11 1.13501e+11 1.1394e+11 1.13858e+11 4.29333e+11
 200 1.2963e+11 1.30168e+11 1.29388e+11 1.2985e+11 1.30583e+11 1.29453e+11 1.29962e+11 1.29869e+11 4.95501e+11
 200 1.29669e+11 1.30019e+11 1.2941e+11 1.29678e+11 1.30614e+11 1.29342e+11 1.29878e+11 1.29806e+11 4.95306e+11
 400 3.04625e+11 3.06442e+11 3.0397e+11 3.04271e+11 3.07186e+11 3.04175e+11 3.05211e+11 3.05131e+11 1.114e+12
 600 4.93039e+11 4.9597e+11 4.92321e+11 4.92408e+11 4.98373e+11 4.92558e+11 4.94447e+11 4.94179e+11 1.5452e+12
 800 6.87172e+11 6.9126e+11 6.86857e+11 6.86064e+11 6.9524e+11 6.86531e+11 6.89278e+11 6.88939e+11 1.67716e+12
 1000 8.83715e+11 8.88805e+11 8.83672e+11 8.82958e+11 8.95041e+11 8.8294e+11 8.8698e+11 8.86347e+11 1.54777e+12
 1200 1.08051e+12 1.08766e+12 1.08195e+12 1.08202e+12 1.09613e+12 1.08042e+12 1.08619e+12 1.08506e+12 1.31411e+12
 1400 1.27692e+12 1.28665e+12 1.2807e+12 1.28234e+12 1.29875e+12 1.27845e+12 1.28651e+12 1.28448e+12 1.11572e+12
 1600 1.47385e+12 1.48629e+12 1.48005e+12 1.48345e+12 1.50246e+12 1.47769e+12 1.48787e+12 1.48475e+12 1.02567e+12
 1800 1.67078e+12 1.68587e+12 1.67971e+12 1.68494e+12 1.70611e+12 1.67651e+12 1.68918e+12 1.68503e+12 1.04241e+12
 2000 1.86676e+12 1.88621e+12 1.87958e+12 1.88677e+12 1.90962e+12 1.87613e+12 1.89084e+12 1.88551e+12 1.12369e+12
 2000 1.88387e+12 1.89506e+12 1.88205e+12 1.89241e+12 1.92329e+12 1.8768e+12 1.8975e+12 1.8933e+12 1.11576e+12
 4000 3.84609e+12 3.90639e+12 3.90249e+12 3.92398e+12 3.95516e+12 3.879e+12 3.91938e+12 3.90562e+12 1.28381e+12
 6000 5.8145e+12 5.8814e+12 5.92153e+12 5.96997e+12 6.0092e+12 5.88955e+12 5.95624e+12 5.92273e+12 1.35755e+12
 8000 7.76848e+12 7.83878e+12 7.94857e+12 8.01376e+12 8.10072e+12 7.9089e+12 8.00779e+12 7.94545e+12 1.44836e+12
 10000 9.72902e+12 9.8127e+12 9.99704e+12 1.00246e+13 1.01838e+13 9.9622e+12 1.00569e+13 9.97262e+12 1.50458e+12
 12000 1.16873e+13 1.17829e+13 1.20388e+13 1.2025e+13 1.22434e+13 1.20075e+13 1.2092e+13 1.19897e+13 1.58624e+12
 14000 1.36283e+13 1.37384e+13 1.40862e+13 1.39791e+13 1.42861e+13 1.40713e+13 1.41122e+13 1.39943e+13 1.6765e+12
 16000 1.55595e+13 1.5715e+13 1.61287e+13 1.59476e+13 1.63156e+13 1.61658e+13 1.6143e+13 1.60062e+13 1.75631e+12
 18000 1.74795e+13 1.77008e+13 1.81832e+13 1.79012e+13 1.83477e+13 1.82205e+13 1.81565e+13 1.8009e+13 1.80997e+12
 20000 1.94012e+13 1.96709e+13 2.02066e+13 1.98435e+13 2.03449e+13 2.02495e+13 2.01459e+13 1.99914e+13 1.89007e+12
 20000 1.92007e+13 1.94424e+13 2.00816e+13 1.983e+13 2.0245e+13 2.05778e+13 2.02176e+13 1.99605e+13 1.83061e+12
 40000 3.88902e+13 3.9041e+13 4.04176e+13 3.83954e+13 3.92084e+13 3.98204e+13 3.91414e+13 3.92647e+13 2.65638e+12
 60000 5.88646e+13 5.79167e+13 6.02769e+13 5.7603e+13 5.83864e+13 5.78819e+13 5.79571e+13 5.8382e+13 3.41735e+12
 80000 7.84878e+13 7.61906e+13 7.95052e+13 7.60153e+13 7.8941e+13 7.44072e+13 7.64545e+13 7.70972e+13 4.1537e+12
 100000 9.76417e+13 9.45881e+13 9.88096e+13 9.45997e+13 9.9452e+13 9.19769e+13 9.53429e+13 9.6011e+13 4.88396e+12
 120000 1.17092e+14 1.1306e+14 1.18001e+14 1.13501e+14 1.19898e+14 1.09555e+14 1.14318e+14 1.15011e+14 5.64049e+12
 140000 1.36578e+14 1.324e+14 1.35759e+14 1.32191e+14 1.38741e+14 1.25896e+14 1.32276e+14 1.33331e+14 6.40227e+12
 160000 1.57896e+14 1.53128e+14 1.5318e+14 1.51168e+14 1.59882e+14 1.42488e+14 1.51179e+14 1.52601e+14 7.26232e+12
 180000 1.78973e+14 1.74704e+14 1.70613e+14 1.69659e+14 1.80259e+14 1.59021e+14 1.69646e+14 1.71693e+14 8.04101e+12
 200000 2.00609e+14 1.96586e+14 1.88337e+14 1.89054e+14 1.99832e+14 1.76356e+14 1.88414e+14 1.91119e+14 8.86584e+12
 200000 2.08496e+14 2.13647e+14 1.96274e+14 1.86544e+14 2.09689e+14 1.89018e+14 1.95084e+14 1.99506e+14 9.10138e+12
 400000 4.12484e+14 4.52849e+14 3.56416e+14 3.91772e+14 3.95805e+14 3.56371e+14 3.81316e+14 3.91689e+14 1.81431e+13
 600000 6.20864e+14 6.28058e+14 4.957e+14 5.97723e+14 5.87344e+14 5.50554e+14 5.78541e+14 5.7974e+14 2.8505e+13
 800000 8.52462e+14 8.13445e+14 6.08192e+14 8.25995e+14 8.36503e+14 7.2555e+14 7.96016e+14 7.80823e+14 3.86176e+13
 1e+06 1.05446e+15 9.57749e+14 7.32253e+14 1.06799e+15 1.09127e+15 8.99841e+14 1.0197e+15 9.77749e+14 4.91337e+13
 1.2e+06 1.27542e+15 1.07494e+15 8.89595e+14 1.34364e+15 1.34879e+15 1.12767e+15 1.27337e+15 1.19602e+15 5.99921e+13
 1.4e+06 1.493e+15 1.19922e+15 1.05636e+15 1.62556e+15 1.61248e+15 1.33725e+15 1.5251e+15 1.41487e+15 7.12726e+13
 1.6e+06 1.69923e+15 1.33615e+15 1.22207e+15 1.88691e+15 1.87664e+15 1.53515e+15 1.76623e+15 1.6274e+15 8.37485e+13
 1.8e+06 1.91741e+15 1.46859e+15 1.37448e+15 2.15536e+15 2.12883e+15 1.74232e+15 2.00884e+15 1.84003e+15 9.6742e+13
 2e+06 2.13013e+15 1.5953e+15 1.53427e+15 2.42292e+15 2.41477e+15 1.96156e+15 2.26642e+15 2.06114e+15 1.09378e+14
 2e+06 1.8081e+15 1.67721e+15 1.21594e+15 2.18732e+15 2.30093e+15 2.09755e+15 2.19527e+15 1.94399e+15 1.16857e+14
 4e+06 4.1343e+15 3.73384e+15 3.27116e+15 4.47403e+15 4.83207e+15 5.01581e+15 4.77397e+15 4.34962e+15 1.76134e+14
 6e+06 5.64514e+15 4.93236e+15 6.16761e+15 7.35178e+15 6.79748e+15 7.09848e+15 7.08258e+15 6.48223e+15 2.08179e+14
 8e+06 7.28118e+15 5.11857e+15 9.36462e+15 9.66817e+15 7.88412e+15 8.98424e+15 8.84551e+15 8.20922e+15 2.33264e+14
 1e+07 1.0107e+16 5.60611e+15 1.28216e+16 1.09064e+16 7.65021e+15 1.03598e+16 9.63881e+15 9.58793e+15 2.08042e+14
 1.2e+07 1.33679e+16 7.16425e+15 1.74132e+16 1.07645e+16 6.62106e+15 1.20548e+16 9.81343e+15 1.09474e+16 2.06799e+14
 1.4e+07 1.72565e+16 8.55923e+15 2.26901e+16 1.00771e+16 5.20328e+15 1.65197e+16 1.06e+16 1.28275e+16 1.77144e+14
 1.6e+07 2.16147e+16 1.03218e+16 2.85968e+16 9.75963e+15 5.25252e+15 2.03616e+16 1.17912e+16 1.51458e+16 3.25013e+14
 1.8e+07 2.58975e+16 1.03472e+16 3.43411e+16 9.09121e+15 4.52175e+15 2.28964e+16 1.21698e+16 1.67133e+16 3.88974e+14
 2e+07 3.10308e+16 9.83375e+15 4.08865e+16 1.03545e+16 4.58275e+15 2.42462e+16 1.30612e+16 1.87368e+16 4.06872e+14
 2e+07 4.10806e+16 5.10165e+14 3.64998e+16 1.64643e+16 1.06653e+15 3.19532e+16 1.64947e+16 2.03089e+16 1.73234e+14
 4e+07 2.66074e+16 5.88811e+14 3.51125e+16 2.74838e+16 1.75422e+13 2.21247e+15 9.90461e+15 1.42506e+16 2.33974e+13
