# Radius 	finiterdf__H_Water_H_Water	rdf__H_Water_H_Water	finiterdf__H_Water_O_Water	rdf__H_Water_O_Water	finiterdf__O_Water_O_Water	rdf__O_Water_O_Water	
8.58985 0.999939	1.00015	0.989508	0.98969	0.998203	0.99824	
8.61032 1.00006	1.00027	0.989423	0.989596	0.997565	0.997599	
8.6308 0.999009	0.999218	0.989069	0.989232	0.998603	0.998636	
8.65128 0.999042	0.99925	0.989469	0.989623	0.999271	0.999304	
8.67175 0.99852	0.998727	0.989454	0.989599	0.999914	0.999947	
8.69223 0.997785	0.99799	0.990032	0.990169	0.999984	1.00002	
8.71271 0.997667	0.99787	0.990053	0.990181	0.999489	0.999521	
8.73318 0.996861	0.997061	0.989923	0.990041	1.00012	1.00015	
8.75366 0.997323	0.997521	0.990838	0.990948	0.999616	0.999648	
8.77414 0.996079	0.996273	0.990608	0.99071	1.00119	1.00122	
8.79461 0.996655	0.996847	0.990786	0.99088	1.00052	1.00055	
8.81509 0.996529	0.996718	0.990724	0.990809	1.00127	1.0013	
8.83556 0.995763	0.995948	0.991433	0.99151	1.00103	1.00106	
8.85604 0.99569	0.99587	0.99107	0.991139	1.00248	1.00252	
8.87652 0.995522	0.995699	0.992398	0.99246	1.00198	1.00202	
8.89699 0.995677	0.99585	0.992281	0.992336	1.00188	1.00192	
8.91747 0.995566	0.995734	0.99249	0.992538	1.00131	1.00136	
8.93795 0.995606	0.99577	0.993101	0.993142	1.00068	1.00073	
8.95842 0.995184	0.995344	0.993513	0.993548	1.0018	1.00184	
8.9789 0.994802	0.994957	0.993561	0.99359	1.00189	1.00194	
8.99938 0.994736	0.994886	0.993852	0.993874	1.00174	1.00179	
9.01985 0.99472	0.994865	0.994391	0.994409	1.003	1.00305	
9.04033 0.994498	0.994638	0.994445	0.994456	1.00099	1.00104	
9.0608 0.99472	0.994854	0.994961	0.994967	1.00294	1.003	
9.08128 0.994854	0.994984	0.995507	0.99551	1.00132	1.00137	
9.10176 0.994546	0.99467	0.995582	0.99558	1.00115	1.00121	
9.12223 0.994381	0.9945	0.996966	0.996961	1.00097	1.00103	
9.14271 0.994381	0.994494	0.996256	0.996247	1.00127	1.00133	
9.16319 0.994133	0.99424	0.996825	0.996813	1.00131	1.00137	
9.18366 0.994334	0.994435	0.997126	0.99711	1.00122	1.00129	
9.20414 0.993739	0.993834	0.997492	0.997474	1.00085	1.00092	
9.22462 0.994438	0.994528	0.997743	0.997723	1.00136	1.00143	
9.24509 0.994535	0.994618	0.998013	0.997991	1.00083	1.0009	
9.26557 0.994811	0.994889	0.998195	0.998171	1.00099	1.00106	
9.28604 0.994712	0.994785	0.998868	0.998842	1.0005	1.00057	
9.30652 0.995163	0.995231	0.998613	0.998586	0.999682	0.999751	
9.327 0.995006	0.995069	0.999483	0.999455	0.99968	0.999749	
9.34747 0.995485	0.995543	0.99997	0.999942	1.00116	1.00123	
9.36795 0.995019	0.995072	1.00009	1.00006	1.00019	1.00026	
9.38843 0.995888	0.995936	1.00018	1.00016	1.00025	1.00032	
9.4089 0.996131	0.996175	1.00104	1.00101	0.99897	0.99904	
9.42938 0.99588	0.995919	1.00114	1.00112	0.999994	1.00006	
9.44986 0.996087	0.996122	1.0014	1.00138	1.00011	1.00018	
9.47033 0.996143	0.996174	1.00119	1.00117	0.999368	0.999437	
9.49081 0.9964	0.996427	1.00182	1.0018	0.999016	0.999084	
9.51129 0.996557	0.99658	1.00186	1.00184	0.999122	0.999189	
9.53176 0.996671	0.99669	1.00207	1.00206	0.999253	0.99932	
9.55224 0.997028	0.997044	1.00229	1.00228	0.999284	0.99935	
9.57271 0.996605	0.996618	1.002	1.00199	0.998642	0.998706	
9.59319 0.997335	0.997344	1.00205	1.00204	0.998225	0.998287	
9.61367 0.997343	0.997349	1.0023	1.00229	0.998831	0.998893	
9.63414 0.997962	0.997966	1.00243	1.00243	0.999519	0.99958	
9.65462 0.998529	0.998531	1.0025	1.0025	0.998496	0.998555	
9.6751 0.998778	0.998778	1.00235	1.00235	0.998947	0.999005	
9.69557 0.998791	0.998791	1.00314	1.00315	0.997964	0.998019	
9.71605 0.998906	0.998904	1.003	1.00301	0.998557	0.998611	
9.73653 0.998631	0.998628	1.00265	1.00266	0.998352	0.998404	
9.757 0.998931	0.998926	1.00275	1.00276	0.998462	0.998512	
9.77748 0.999391	0.999386	1.00317	1.00319	0.997958	0.998006	
9.79795 1.00002	1.00001	1.00301	1.00303	0.997202	0.997246	
9.81843 1.0002	1.0002	1.00308	1.0031	0.997986	0.998028	
9.83891 0.999601	0.999595	1.00295	1.00298	0.998758	0.998799	
9.85938 1.00026	1.00025	1.00317	1.00321	0.998181	0.998219	
9.87986 1.00078	1.00078	1.00306	1.0031	0.997509	0.997545	
9.90034 0.999835	0.99983	1.00229	1.00233	0.997439	0.997472	
9.92081 1.00062	1.00061	1.00274	1.00278	0.997754	0.997784	
9.94129 1.00058	1.00058	1.00304	1.00309	0.997522	0.997548	
9.96177 1.00081	1.00081	1.00188	1.00193	0.997635	0.997658	
9.98224 1.00048	1.00048	1.00262	1.00267	0.99857	0.998591	
10.0027 1.0013	1.0013	1.00244	1.0025	0.997378	0.997396	
10.0232 1.00103	1.00103	1.00188	1.00194	0.99779	0.997806	
10.0437 1.00155	1.00155	1.00189	1.00196	0.998731	0.998745	
10.0641 1.00157	1.00157	1.00212	1.00219	0.998865	0.998878	
10.0846 1.00168	1.00169	1.00214	1.00221	0.998981	0.998993	
10.1051 1.00151	1.00152	1.00214	1.00221	0.999728	0.999738	
10.1256 1.00175	1.00176	1.00148	1.00156	0.998847	0.998857	
10.1461 1.00176	1.00178	1.00163	1.0017	0.99959	0.999599	
10.1665 1.00148	1.0015	1.00123	1.00131	0.999745	0.999753	
10.187 1.00177	1.00178	1.00143	1.00151	0.999846	0.999854	
10.2075 1.00196	1.00198	1.0012	1.00128	0.999714	0.999721	
10.228 1.00224	1.00227	1.00108	1.00116	1.0009	1.00091	
10.2484 1.00217	1.0022	1.00145	1.00153	1.00029	1.0003	
10.2689 1.0023	1.00233	1.00095	1.00104	0.999263	0.999271	
10.2894 1.00241	1.00244	1.00163	1.00172	1.00105	1.00106	
10.3099 1.00256	1.0026	1.0007	1.00079	0.999951	0.999961	
10.3303 1.00204	1.00208	1.00092	1.00101	1.00026	1.00027	
10.3508 1.00248	1.00253	1.00047	1.00056	1.00066	1.00067	
10.3713 1.00238	1.00243	1.00031	1.00041	0.999848	0.999859	
10.3918 1.00209	1.00214	1.00034	1.00043	1.00136	1.00138	
10.4122 1.00204	1.00209	1.00027	1.00036	1.00123	1.00125	
10.4327 1.00195	1.00201	1.00045	1.00055	1.00057	1.00058	
10.4532 1.00211	1.00216	1.00002	1.00012	1.00105	1.00106	
10.4737 1.00208	1.00214	1.00039	1.00049	1.00172	1.00174	
10.4942 1.00222	1.00229	1.00032	1.00042	1.00179	1.00181	
10.5146 1.00199	1.00206	0.999496	0.999592	1.00244	1.00247	
10.5351 1.00214	1.00221	1.00011	1.0002	1.00116	1.00119	
10.5556 1.00221	1.00229	0.999713	0.999809	1.00172	1.00175	
10.5761 1.00173	1.00181	0.999479	0.999574	1.00216	1.00219	
10.5965 1.00183	1.00191	0.999844	0.99994	1.00134	1.00138	
10.617 1.00192	1.002	0.99941	0.999505	1.00146	1.00149	
10.6375 1.00177	1.00186	0.99936	0.999453	1.00168	1.00173	
10.658 1.00172	1.00181	0.999703	0.999796	1.00223	1.00227	
10.6784 1.00157	1.00166	0.999381	0.999474	1.00224	1.00229	
10.6989 1.00177	1.00187	0.999366	0.999458	1.0013	1.00135	
10.7194 1.00168	1.00178	0.999578	0.999669	1.00339	1.00344	
10.7399 1.00169	1.00179	0.999372	0.999463	1.00259	1.00265	
10.7603 1.00127	1.00137	0.99958	0.99967	1.00193	1.002	
10.7808 1.00103	1.00113	0.999496	0.999586	1.00224	1.00231	
10.8013 1.00087	1.00098	0.999563	0.999652	1.00193	1.002	
10.8218 1.00126	1.00137	0.999633	0.999721	1.00269	1.00276	
10.8423 1.00107	1.00118	0.999737	0.999825	1.00266	1.00273	
10.8627 1.00087	1.00098	0.999766	0.999853	1.00217	1.00225	
10.8832 1.0007	1.00081	0.999781	0.999869	1.00273	1.00282	
10.9037 1.00067	1.00079	0.999544	0.999631	1.00298	1.00307	
10.9242 1.0008	1.00092	0.998913	0.998998	1.00304	1.00313	
10.9446 1.00025	1.00037	0.999744	0.999829	1.00255	1.00265	
10.9651 1.00072	1.00084	0.999775	0.99986	1.00286	1.00297	
10.9856 1.00027	1.00039	0.999716	0.999801	1.00201	1.00212	
11.0061 1.00017	1.00029	1.00005	1.00013	1.00249	1.0026	
11.0265 1.0002	1.00032	0.999784	0.999868	1.00295	1.00307	
11.047 1.00003	1.00015	0.99998	1.00006	1.00282	1.00294	
11.0675 1.00003	1.00015	0.99982	0.999905	1.00263	1.00276	
11.088 0.999963	1.00008	1.00014	1.00022	1.00209	1.00222	
11.1084 0.999788	0.999908	0.999547	0.999631	1.00243	1.00257	
11.1289 0.999544	0.999663	1.00002	1.00011	1.00204	1.00218	
11.1494 0.999524	0.999643	0.999902	0.999986	1.00166	1.0018	
11.1699 0.999282	0.9994	1.00005	1.00014	1.00185	1.00199	
11.1903 0.999813	0.99993	1	1.00009	1.00182	1.00197	
11.2108 0.999792	0.999909	1.00007	1.00016	1.00143	1.00158	
11.2313 0.999573	0.99969	1.00029	1.00038	1.0016	1.00176	
11.2518 0.999796	0.999912	1.00017	1.00026	1.00132	1.00148	
11.2723 0.999558	0.999674	1.00015	1.00023	1.00028	1.00044	
11.2927 0.999534	0.999649	0.999976	1.00006	1.00127	1.00143	
11.3132 0.999589	0.999704	1.00039	1.00048	1.00118	1.00135	
11.3337 0.999362	0.999476	1.00049	1.00058	1.0004	1.00056	
11.3542 0.999589	0.999703	1.00047	1.00056	1.00037	1.00054	
11.3746 0.999694	0.999807	1.00044	1.00053	1.00129	1.00146	
11.3951 0.999574	0.999686	1.00009	1.00018	1.00027	1.00044	
11.4156 0.999511	0.999622	1.00045	1.00054	1.00128	1.00145	
11.4361 0.999524	0.999635	1.00073	1.00082	1.00058	1.00075	
11.4565 0.998757	0.998866	1.00087	1.00097	1.00037	1.00054	
11.477 0.999619	0.999728	1.0004	1.0005	1.00087	1.00104	
11.4975 0.99907	0.999176	1.00066	1.00076	1.00056	1.00074	
11.518 0.999237	0.999342	1.00044	1.00053	1.00017	1.00035	
11.5384 0.999463	0.999568	1.00047	1.00057	0.99988	1.00006	
11.5589 0.999514	0.999618	1.00055	1.00065	1.0001	1.00028	
11.5794 0.99922	0.999323	1.00053	1.00063	0.999304	0.999482	
11.5999 0.999115	0.999216	1.00026	1.00036	0.999593	0.99977	
11.6204 0.999297	0.999397	1.00021	1.00031	0.998697	0.998872	
11.6408 0.999381	0.99948	0.999869	0.999973	0.999119	0.999292	
11.6613 0.999189	0.999287	1.00063	1.00074	0.998507	0.998678	
11.6818 0.999595	0.999692	1.00072	1.00083	0.997569	0.997736	
11.7023 0.999188	0.999283	1.00054	1.00065	0.998858	0.999022	
11.7227 0.999224	0.999318	1.00011	1.00022	0.998414	0.998576	
11.7432 0.999067	0.999159	1.00038	1.00049	0.999084	0.999244	
11.7637 0.999425	0.999516	1.00013	1.00024	0.998185	0.998341	
11.7842 1.00002	1.00011	1.00063	1.00074	0.998633	0.998787	
11.8046 0.999227	0.999318	1.00062	1.00073	0.998096	0.998246	
11.8251 0.999611	0.999701	1.00063	1.00074	0.998007	0.998154	
11.8456 0.999641	0.999731	0.999976	1.00009	0.998039	0.998182	
11.8661 0.999173	0.99926	1.00039	1.0005	0.998401	0.998542	
11.8865 0.999747	0.999835	1.00026	1.00037	0.998329	0.998466	
11.907 0.999783	0.99987	0.999784	0.9999	0.997584	0.997716	
11.9275 1.00025	1.00033	1.00003	1.00015	0.998647	0.998777	
11.948 0.999935	1.00002	1.00025	1.00036	0.997628	0.997752	
11.9685 0.999669	0.999756	1.00015	1.00027	0.998487	0.998608	
11.9889 0.999763	0.99985	1.00029	1.00041	0.998329	0.998447	
12.0094 1.00005	1.00014	0.99978	0.999898	0.998115	0.99823	
12.0299 0.999336	0.999422	1.0003	1.00041	0.999138	0.999251	
12.0504 0.999876	0.999962	0.999909	1.00003	0.998102	0.998211	
12.0708 0.999389	0.999474	1.00032	1.00044	0.998075	0.99818	
12.0913 1.00027	1.00035	0.999642	0.999762	0.998622	0.998724	
12.1118 0.999789	0.999875	1.00009	1.00021	0.997967	0.998065	
12.1323 0.999914	1	0.999751	0.999871	0.998348	0.998442	
12.1527 0.999543	0.999627	1.00001	1.00013	0.998134	0.998225	
12.1732 0.999695	0.999779	0.999869	0.999989	0.997662	0.997747	
12.1937 1.00004	1.00012	0.999368	0.999487	0.998153	0.998234	
12.2142 0.999679	0.999763	0.99947	0.999588	0.998792	0.998871	
12.2346 0.99986	0.999943	0.999473	0.999591	0.998458	0.998533	
12.2551 1.00013	1.00021	0.999454	0.99957	0.998345	0.998416	
12.2756 0.999822	0.999906	0.99907	0.999184	0.998709	0.998777	
12.2961 1.00017	1.00026	0.999742	0.999857	0.998422	0.998487	
12.3166 1.00013	1.00021	0.99962	0.999733	0.999523	0.999587	
12.337 0.999964	1.00005	0.999371	0.999483	0.99893	0.998991	
12.3575 0.999877	0.999962	0.999232	0.999343	0.998759	0.998818	
12.378 0.999837	0.999921	0.999205	0.999314	0.99847	0.998525	
12.3985 1.00001	1.0001	0.999021	0.999127	0.998474	0.998526	
12.4189 1.00034	1.00043	0.999381	0.999487	0.998332	0.998379	
12.4394 0.999741	0.999826	0.99909	0.999194	0.99919	0.999236	
12.4599 1.00001	1.0001	0.999293	0.999395	0.99911	0.999154	
12.4804 0.999737	0.999822	0.999043	0.999143	0.999765	0.999809	
12.5008 0.999774	0.999859	0.999347	0.999445	0.998627	0.998666	
12.5213 1.00002	1.0001	0.999522	0.999619	0.998882	0.998919	
12.5418 1.00042	1.00051	0.99875	0.998845	0.999076	0.999111	
12.5623 0.999957	1.00004	0.999309	0.999402	0.998922	0.998955	
12.5827 0.999898	0.999985	0.999107	0.999198	0.999328	0.999359	
12.6032 0.999948	1.00004	0.999263	0.999352	0.999924	0.999954	
12.6237 0.999879	0.999965	0.999317	0.999405	0.999453	0.999482	
12.6442 0.999739	0.999825	0.999292	0.999379	1	1.00003	
12.6647 0.999889	0.999975	0.999231	0.999316	1.00018	1.00021	
12.6851 0.999837	0.999923	0.999152	0.999235	0.999624	0.999653	
12.7056 1.00017	1.00026	0.998796	0.998876	1.00028	1.00031	
12.7261 0.99986	0.999946	0.999338	0.999416	0.999428	0.999456	
12.7466 1.00012	1.00021	0.999296	0.999372	1.00028	1.00031	
12.767 1.00054	1.00063	0.999434	0.999509	1.00014	1.00017	
12.7875 1.00016	1.00025	0.999494	0.999568	0.999966	0.999996	
12.808 0.999849	0.999938	0.999431	0.999504	0.999824	0.999854	
12.8285 0.999863	0.999952	0.999151	0.999222	0.999982	1.00001	
12.8489 0.999975	1.00006	0.999031	0.999099	1.00005	1.00008	
12.8694 0.999946	1.00003	0.999318	0.999384	1.00054	1.00057	
12.8899 0.999606	0.999694	0.999189	0.999253	1.00042	1.00045	
12.9104 1.00007	1.00016	0.9992	0.999262	1	1.00004	
12.9308 0.999896	0.999985	0.999224	0.999284	1.00032	1.00035	
12.9513 1.00009	1.00018	0.999406	0.999465	0.999439	0.999471	
12.9718 0.999689	0.999777	0.999537	0.999595	0.999736	0.999767	
12.9923 0.999596	0.999684	0.999341	0.999396	1.00089	1.00092	
13.0127 0.999509	0.999595	0.999034	0.999087	1.00003	1.00007	
13.0332 0.999683	0.999769	0.999279	0.99933	1.00042	1.00045	
13.0537 0.999467	0.999552	0.999856	0.999907	0.99987	0.999905	
13.0742 0.999309	0.999391	0.999485	0.999534	1.00049	1.00052	
13.0947 0.999356	0.999437	0.99968	0.999729	0.999978	1.00001	
13.1151 0.999841	0.999922	0.999595	0.999642	1.00037	1.00041	
13.1356 0.999557	0.999637	0.999659	0.999705	1.00118	1.00122	
13.1561 0.999784	0.999863	0.999492	0.999537	1.00125	1.0013	
13.1766 1.00002	1.0001	0.999437	0.99948	1.00076	1.0008	
13.197 0.999861	0.999941	1.00007	1.00011	0.999975	1.00002	
13.2175 0.999626	0.999705	1.00013	1.00017	1.00002	1.00007	
13.238 0.99967	0.999748	0.999743	0.999787	1	1.00005	
13.2585 0.999877	0.999954	0.999613	0.999656	1.00101	1.00107	
13.2789 0.999696	0.999773	0.999945	0.999988	1.00112	1.00117	
13.2994 0.999513	0.999588	0.999546	0.999587	1.00051	1.00057	
13.3199 0.999816	0.999892	1.00004	1.00008	1.00072	1.00078	
13.3404 0.999647	0.999722	1.00015	1.00019	1.00104	1.0011	
13.3608 0.999572	0.999645	1.00027	1.00031	1.00109	1.00116	
13.3813 0.999603	0.999675	0.999941	0.999984	1.00019	1.00026	
13.4018 0.999348	0.999418	0.99991	0.999953	1.00059	1.00066	
13.4223 0.999567	0.999636	1.00018	1.00023	1.00083	1.0009	
13.4428 0.999625	0.999693	1.00004	1.00008	1.00019	1.00026	
13.4632 0.999923	0.999992	1.00009	1.00013	1.00054	1.00061	
13.4837 0.999824	0.999892	1.00011	1.00015	1.00083	1.00091	
13.5042 0.999518	0.999584	1.00017	1.00022	1.00087	1.00095	
13.5247 1.00009	1.00015	0.99979	0.999835	1.00039	1.00047	
13.5451 1.00027	1.00034	1.00035	1.0004	0.999909	0.999992	
13.5656 0.999954	1.00002	1.00058	1.00063	1.00063	1.00071	
13.5861 0.999839	0.999907	1.00048	1.00053	1.00011	1.0002	
13.6066 0.999602	0.999669	1.00036	1.00042	1.00027	1.00036	
13.627 1.00005	1.00012	1.00029	1.00034	1.00039	1.00048	
13.6475 0.999903	0.99997	1.00022	1.00028	1.0007	1.00079	
13.668 0.999702	0.999768	1.00014	1.0002	1.00007	1.00016	
13.6885 0.999796	0.999861	1.0005	1.00056	1.00003	1.00012	
13.7089 0.999644	0.999708	1.00011	1.00017	1.00033	1.00043	
13.7294 0.999537	0.9996	1.00019	1.00025	1.00028	1.00038	
13.7499 1.00013	1.00019	1.00031	1.00037	1.0002	1.0003	
13.7704 1.00013	1.0002	1.00044	1.0005	1.00013	1.00023	
13.7909 0.999884	0.999948	0.999969	1.00003	0.999781	0.999879	
13.8113 0.999581	0.999644	1.0004	1.00046	0.999438	0.999534	
13.8318 0.999837	0.9999	1.00031	1.00037	0.999912	1.00001	
13.8523 1.00005	1.00011	1.00021	1.00027	1.0001	1.00019	
13.8728 0.999747	0.99981	1.00034	1.00041	0.999942	1.00004	
13.8932 0.999964	1.00003	1.00054	1.00061	0.999824	0.99992	
13.9137 1.00022	1.00029	1.00016	1.00023	0.999809	0.999905	
13.9342 0.999838	0.999901	1.00033	1.0004	0.999923	1.00002	
13.9547 0.999702	0.999764	1.00042	1.0005	1.00032	1.00042	
13.9751 1.0002	1.00026	1.00054	1.00062	0.999877	0.999974	
13.9956 0.99992	0.999984	1.00071	1.00079	1.00011	1.00021	
14.0161 1.00019	1.00026	1.00053	1.00061	0.999497	0.999594	
14.0366 0.999958	1.00002	1.00032	1.0004	0.999993	1.00009	
14.057 1.00039	1.00046	1.00022	1.0003	1.00052	1.00062	
14.0775 1.00014	1.00021	1.00029	1.00037	0.999095	0.999192	
14.098 0.999918	0.999985	1.00037	1.00045	0.999977	1.00007	
14.1185 1.00008	1.00015	1.00019	1.00028	0.999779	0.999875	
14.139 1.00012	1.00019	1.00033	1.00042	1.00047	1.00057	
14.1594 1.00006	1.00013	1.00014	1.00024	0.999525	0.999623	
14.1799 1.00004	1.00011	1.00057	1.00066	1.00047	1.00057	
14.2004 1.0001	1.00017	1.00004	1.00014	0.999307	0.999404	
14.2209 1.00035	1.00042	1.00038	1.00048	0.999899	0.999996	
14.2413 1.00003	1.0001	1.00029	1.00039	0.999603	0.999699	
14.2618 1.00005	1.00012	1.00013	1.00023	0.999616	0.999711	
14.2823 0.999814	0.999886	0.999985	1.00009	0.99958	0.999674	
14.3028 1.00032	1.00039	1.0001	1.00021	0.999754	0.999847	
14.3232 1.00015	1.00022	1.00031	1.00041	0.999438	0.999529	
14.3437 1.00011	1.00019	0.999977	1.00008	1.00006	1.00015	
14.3642 1.00028	1.00035	1.00028	1.00039	0.999858	0.999949	
14.3847 1.00012	1.0002	0.999884	0.999989	0.999805	0.999895	
14.4051 1.00015	1.00023	0.999971	1.00008	0.999886	0.999976	
14.4256 1.00016	1.00024	1.00013	1.00024	1.00005	1.00015	
14.4461 1.00043	1.00051	1.0001	1.00021	0.999579	0.999668	
14.4666 1.00022	1.00031	1.00014	1.00025	1.00002	1.00011	
14.487 0.999925	1.00001	1	1.00011	0.999895	0.999985	
14.5075 1.00027	1.00035	1.00002	1.00013	1.00014	1.00023	
14.528 0.999984	1.00007	0.999898	1.00001	0.999901	0.999992	
14.5485 1.00012	1.0002	0.999873	0.999983	0.999214	0.999302	
14.569 1.0001	1.00019	1.00023	1.00034	0.999479	0.999564	
14.5894 0.999955	1.00004	0.999935	1.00005	0.999937	1.00002	
14.6099 1.00019	1.00028	0.999773	0.999884	1.0001	1.00019	
14.6304 1.00024	1.00033	0.999825	0.999936	0.999753	0.999838	
14.6509 0.999855	0.999946	0.999794	0.999904	0.999999	1.00009	
14.6713 0.999677	0.999766	1.0001	1.00021	1.00061	1.0007	
14.6918 0.999793	0.999882	0.999743	0.999853	1.00028	1.00038	
14.7123 1.00034	1.00043	0.999866	0.999976	0.999608	0.999698	
14.7328 1.00034	1.00044	0.999866	0.999977	1.00037	1.00047	
14.7532 1.0004	1.0005	0.999966	1.00008	1.00035	1.00044	
14.7737 0.999744	0.999839	0.999962	1.00007	1.00007	1.00017	
14.7942 0.999916	1.00001	0.999593	0.999702	0.999219	0.999311	
14.8147 1.00039	1.00049	0.999566	0.999674	0.999761	0.999852	
14.8351 0.999661	0.999758	0.999684	0.999791	1.00072	1.00081	
14.8556 1.00021	1.00031	0.999814	0.99992	1.00031	1.00041	
14.8761 0.999984	1.00008	0.999553	0.999658	0.99982	0.999917	
14.8966 0.99993	1.00003	1.00007	1.00017	0.999856	0.999952	
14.9171 0.999939	1.00004	1.0002	1.0003	0.999944	1.00004	
14.9375 1.00036	1.00046	0.999494	0.999599	1.00025	1.00035	
14.958 0.999699	0.999799	1.00007	1.00018	0.999242	0.999337	
14.9785 0.999783	0.999883	0.999652	0.999757	0.99951	0.999603	
14.999 1.00003	1.00013	0.99943	0.999532	0.999974	1.00007	
15.0194 1.00023	1.00033	0.999627	0.999728	1.00059	1.00069	
15.0399 1.00027	1.00038	0.999966	1.00007	0.999437	0.999531	
15.0604 0.999858	0.999962	0.999655	0.999755	1.00038	1.00047	
15.0809 0.999981	1.00008	1	1.0001	0.999576	0.999671	
15.1013 1.00004	1.00015	0.99992	1.00002	1.00001	1.0001	
15.1218 1.00015	1.00025	0.999544	0.999643	1.00032	1.00042	
15.1423 0.999623	0.999727	0.999406	0.999502	0.999723	0.999819	
15.1628 1.00002	1.00013	0.999501	0.999595	1.00057	1.00067	
15.1832 0.999992	1.0001	0.999847	0.999941	1.00045	1.00056	
15.2037 0.999517	0.99962	0.999568	0.99966	0.999452	0.999553	
15.2242 0.999954	1.00006	0.999629	0.99972	1.00005	1.00015	
15.2447 0.999644	0.999746	1.00001	1.0001	0.999413	0.999512	
15.2652 0.999735	0.999837	0.999989	1.00008	1.00041	1.00051	
15.2856 1.00006	1.00016	0.999757	0.999848	0.999735	0.999836	
15.3061 0.999866	0.999969	0.999702	0.999792	0.999888	0.999989	
15.3266 0.999825	0.999927	0.999829	0.999919	1.00009	1.00019	
15.3471 0.999755	0.999856	0.999718	0.999806	0.999687	0.999788	
15.3675 0.999716	0.999817	0.99992	1.00001	0.999461	0.999559	
15.388 1.00022	1.00032	0.999643	0.99973	1.00015	1.00025	
15.4085 0.999764	0.999866	1.00003	1.00011	1.00003	1.00013	
15.429 0.999829	0.99993	1.00014	1.00023	0.999921	1.00002	
15.4494 1.00004	1.00014	0.99991	0.999999	0.999124	0.99922	
15.4699 0.999437	0.999536	0.999904	0.999993	0.999943	1.00004	
15.4904 0.999959	1.00006	0.999582	0.999669	0.999546	0.999641	
15.5109 0.999877	0.999976	0.999499	0.999583	0.999572	0.999665	
15.5313 0.999827	0.999926	0.999738	0.999821	0.999916	1.00001	
15.5518 0.999911	1.00001	0.999397	0.999477	0.999908	1	
15.5723 1	1.0001	0.999746	0.999826	0.999752	0.999844	
15.5928 0.999597	0.999695	1.00002	1.0001	1	1.00009	
15.6133 0.999801	0.999898	0.999785	0.999864	0.999716	0.999808	
15.6337 0.99954	0.999635	0.999637	0.999715	1.00016	1.00026	
15.6542 0.999356	0.999448	0.999672	0.999749	0.999934	1.00003	
15.6747 1.00021	1.00031	0.999962	1.00004	0.999413	0.999503	
15.6952 0.999426	0.999517	0.999976	1.00005	0.999759	0.999849	
15.7156 0.99981	0.9999	0.999855	0.999932	0.999766	0.999854	
15.7361 0.999703	0.999792	1.00005	1.00012	1.00001	1.0001	
15.7566 0.999809	0.999898	0.999258	0.999332	0.999554	0.999641	
15.7771 1.00015	1.00024	1.00007	1.00014	0.99972	0.999805	
15.7975 1.00011	1.0002	0.999895	0.999969	0.999262	0.999344	
15.818 0.999599	0.999689	0.999894	0.999968	0.999345	0.999424	
15.8385 0.999562	0.999649	1.00007	1.00014	0.999713	0.999791	
15.859 0.999762	0.999849	0.999862	0.999936	1.00006	1.00014	
15.8794 0.999822	0.999908	1.00009	1.00016	1.00014	1.00022	
15.8999 0.999376	0.999459	1.00012	1.0002	0.999639	0.999717	
15.9204 0.999764	0.999846	1.00029	1.00037	0.999436	0.999511	
15.9409 0.999735	0.999816	1.00001	1.00009	1.00004	1.00011	
15.9613 0.999874	0.999954	0.999704	0.999782	1.00124	1.00133	
15.9818 1.00011	1.00019	1.00003	1.00011	0.999739	0.999822	
16.0023 1.00005	1.00013	0.999784	0.999862	1.00013	1.00021	
16.0228 0.999373	0.999452	0.999671	0.999748	1.00008	1.00017	
16.0433 0.999824	0.999903	1.00007	1.00015	0.999973	1.00006	
16.0637 0.999839	0.999917	0.999751	0.999827	1.0003	1.00039	
16.0842 0.99992	0.999998	0.999929	1	0.999963	1.00005	
16.1047 0.999998	1.00008	1.00018	1.00025	0.999478	0.999563	
16.1252 0.999633	0.99971	0.999705	0.999781	0.99917	0.99925	
16.1456 0.99981	0.999886	0.999882	0.999958	0.999901	0.999981	
16.1661 1.0001	1.00018	1.00038	1.00046	0.999786	0.999865	
16.1866 0.99987	0.999947	0.999942	1.00002	1.00016	1.00024	
16.2071 0.999349	0.999422	0.999961	1.00004	0.999109	0.999185	
16.2275 1.00005	1.00013	0.999711	0.999789	0.99921	0.999281	
16.248 0.999767	0.99984	0.999871	0.999949	1.0008	1.00087	
16.2685 0.99985	0.999923	1.00015	1.00023	1.00028	1.00036	
16.289 0.999974	1.00005	1.00018	1.00026	0.999626	0.999703	
16.3094 0.99994	1.00001	0.999666	0.999745	0.999645	0.999721	
16.3299 1.00004	1.00012	1.00015	1.00023	0.999332	0.999404	
16.3504 0.999817	0.99989	0.99978	0.99986	0.999606	0.999676	
16.3709 0.999586	0.999657	0.99949	0.999567	0.999641	0.999709	
16.3914 0.999777	0.999846	0.999685	0.99976	0.999942	1.00001	
16.4118 0.999982	1.00005	0.999637	0.99971	0.999615	0.999681	
16.4323 0.999652	0.99972	0.999742	0.999815	1.00001	1.00007	
16.4528 1.00005	1.00012	0.999867	0.999939	1.00013	1.0002	
16.4733 1.00003	1.0001	0.999875	0.999947	0.999699	0.999765	
16.4937 0.999712	0.99978	0.999858	0.99993	0.999923	0.999989	
16.5142 0.99991	0.999978	0.999992	1.00006	0.99949	0.999553	
