#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 5.80487e+09 5.79957e+09 5.80314e+09 5.80161e+09 5.81258e+09 5.79908e+09 5.80442e+09 5.80366e+09 1.02068e+10
 40 1.79731e+10 1.79583e+10 1.79716e+10 1.79702e+10 1.80117e+10 1.79499e+10 1.79772e+10 1.79734e+10 3.73278e+10
 60 3.1498e+10 3.14722e+10 3.14999e+10 3.15025e+10 3.15891e+10 3.14466e+10 3.15127e+10 3.15036e+10 7.69245e+10
 80 4.47994e+10 4.47617e+10 4.48042e+10 4.48059e+10 4.49492e+10 4.47083e+10 4.48211e+10 4.48081e+10 1.25924e+11
 100 5.78672e+10 5.78177e+10 5.78755e+10 5.78707e+10 5.80755e+10 5.7725e+10 5.78904e+10 5.78756e+10 1.81763e+11
 120 7.1169e+10 7.11107e+10 7.11886e+10 7.11719e+10 7.14335e+10 7.09708e+10 7.11921e+10 7.11777e+10 2.4222e+11
 140 8.52234e+10 8.51603e+10 8.5262e+10 8.52248e+10 8.55436e+10 8.49669e+10 8.52451e+10 8.52331e+10 3.05837e+11
 160 1.00271e+11 1.00209e+11 1.0033e+11 1.00258e+11 1.00649e+11 9.99445e+10 1.00284e+11 1.00278e+11 3.71753e+11
 180 1.16116e+11 1.16064e+11 1.16199e+11 1.16073e+11 1.16562e+11 1.15705e+11 1.16113e+11 1.16118e+11 4.39042e+11
 200 1.32419e+11 1.32384e+11 1.3253e+11 1.32339e+11 1.32943e+11 1.3192e+11 1.32401e+11 1.32418e+11 5.06732e+11
 200 1.32396e+11 1.32257e+11 1.32457e+11 1.32494e+11 1.32689e+11 1.32001e+11 1.32395e+11 1.32385e+11 5.06847e+11
 400 3.11181e+11 3.11418e+11 3.11735e+11 3.10489e+11 3.12131e+11 3.09324e+11 3.10648e+11 3.10967e+11 1.14031e+12
 600 5.0411e+11 5.04781e+11 5.0529e+11 5.02776e+11 5.05666e+11 5.00374e+11 5.02939e+11 5.03654e+11 1.57981e+12
 800 7.02957e+11 7.04561e+11 7.04613e+11 7.01249e+11 7.051e+11 6.97538e+11 7.01296e+11 7.02395e+11 1.71593e+12
 1000 9.05381e+11 9.07269e+11 9.06411e+11 9.02347e+11 9.07408e+11 8.9724e+11 9.02332e+11 9.03941e+11 1.58399e+12
