#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 6.24554e+09 6.25128e+09 6.25703e+09 6.25289e+09 6.24488e+09 6.24415e+09 6.24731e+09 6.2489e+09 1.12346e+10
 40 1.95048e+10 1.95273e+10 1.95492e+10 1.95387e+10 1.95018e+10 1.94989e+10 1.95132e+10 1.95187e+10 4.11852e+10
 60 3.4508e+10 3.45492e+10 3.4595e+10 3.45802e+10 3.44822e+10 3.44843e+10 3.45156e+10 3.45296e+10 8.49636e+10
 80 4.95363e+10 4.95901e+10 4.96605e+10 4.96556e+10 4.94505e+10 4.94706e+10 4.95256e+10 4.95536e+10 1.3903e+11
 100 6.45087e+10 6.45716e+10 6.46618e+10 6.46835e+10 6.43315e+10 6.43787e+10 6.44646e+10 6.4511e+10 2.00501e+11
 120 7.98891e+10 7.99604e+10 8.00732e+10 8.01269e+10 7.96124e+10 7.96833e+10 7.98075e+10 7.98742e+10 2.6702e+11
 140 9.61649e+10 9.62432e+10 9.63944e+10 9.64702e+10 9.57901e+10 9.58732e+10 9.60445e+10 9.61337e+10 3.36998e+11
 160 1.13504e+11 1.13597e+11 1.13801e+11 1.13892e+11 1.13041e+11 1.1313e+11 1.13354e+11 1.13466e+11 4.09371e+11
 180 1.31692e+11 1.31812e+11 1.32073e+11 1.32182e+11 1.31155e+11 1.3125e+11 1.31529e+11 1.31661e+11 4.83033e+11
 200 1.50424e+11 1.50576e+11 1.50897e+11 1.51025e+11 1.49819e+11 1.49918e+11 1.50254e+11 1.50405e+11 5.56871e+11
 200 1.50212e+11 1.50423e+11 1.50786e+11 1.51143e+11 1.49764e+11 1.50093e+11 1.50333e+11 1.50389e+11 5.56529e+11
 400 3.56514e+11 3.57441e+11 3.58455e+11 3.58868e+11 3.55844e+11 3.56488e+11 3.57067e+11 3.57228e+11 1.2145e+12
 600 5.81831e+11 5.84108e+11 5.85711e+11 5.8589e+11 5.8056e+11 5.82944e+11 5.83132e+11 5.83432e+11 1.60189e+12
 800 8.16198e+11 8.19933e+11 8.21559e+11 8.22149e+11 8.14007e+11 8.18406e+11 8.18188e+11 8.18604e+11 1.64084e+12
 1000 1.05495e+12 1.0608e+12 1.06308e+12 1.06432e+12 1.05137e+12 1.05919e+12 1.05829e+12 1.05882e+12 1.43092e+12
 1200 1.29644e+12 1.30522e+12 1.30741e+12 1.30975e+12 1.29084e+12 1.30385e+12 1.30148e+12 1.3021e+12 1.18414e+12
 1400 1.53985e+12 1.5528e+12 1.55289e+12 1.55714e+12 1.53088e+12 1.55009e+12 1.54603e+12 1.54703e+12 1.03993e+12
 1600 1.78418e+12 1.80153e+12 1.79944e+12 1.80548e+12 1.77262e+12 1.79773e+12 1.79194e+12 1.79319e+12 1.02638e+12
 1800 2.02987e+12 2.05152e+12 2.04634e+12 2.05472e+12 2.0157e+12 2.04592e+12 2.03878e+12 2.0403e+12 1.10321e+12
 2000 2.27552e+12 2.30223e+12 2.29325e+12 2.30477e+12 2.25992e+12 2.29476e+12 2.28648e+12 2.28802e+12 1.20031e+12
 2000 2.27662e+12 2.30343e+12 2.3044e+12 2.30654e+12 2.27113e+12 2.2987e+12 2.29212e+12 2.2932e+12 1.20206e+12
 4000 4.72395e+12 4.83681e+12 4.79293e+12 4.82811e+12 4.74336e+12 4.76591e+12 4.77913e+12 4.7813e+12 1.28482e+12
 6000 7.19951e+12 7.42495e+12 7.2962e+12 7.41105e+12 7.22959e+12 7.20535e+12 7.282e+12 7.29195e+12 1.32855e+12
 8000 9.71154e+12 1.00732e+13 9.8097e+12 9.96999e+12 9.70279e+12 9.66366e+12 9.77882e+12 9.81321e+12 1.39989e+12
 10000 1.22245e+13 1.2769e+13 1.23563e+13 1.25414e+13 1.22019e+13 1.21557e+13 1.22997e+13 1.23598e+13 1.46832e+12
 12000 1.47088e+13 1.54541e+13 1.48785e+13 1.50977e+13 1.47058e+13 1.46384e+13 1.4814e+13 1.48939e+13 1.50905e+12
 14000 1.7189e+13 1.81347e+13 1.73996e+13 1.76615e+13 1.71836e+13 1.70811e+13 1.73087e+13 1.7415e+13 1.57233e+12
 16000 1.96921e+13 2.0802e+13 1.99551e+13 2.02561e+13 1.96596e+13 1.95575e+13 1.98244e+13 1.99546e+13 1.63763e+12
 18000 2.22152e+13 2.34847e+13 2.25373e+13 2.28209e+13 2.20863e+13 2.20138e+13 2.2307e+13 2.24825e+13 1.70315e+12
 20000 2.47904e+13 2.61794e+13 2.51426e+13 2.53563e+13 2.45176e+13 2.44612e+13 2.47784e+13 2.50153e+13 1.74874e+12
 20000 2.49302e+13 2.53279e+13 2.4893e+13 2.51427e+13 2.4014e+13 2.4609e+13 2.45886e+13 2.47733e+13 1.77232e+12
 40000 5.14687e+13 5.26059e+13 5.05712e+13 4.98509e+13 4.82973e+13 4.89918e+13 4.90467e+13 5.00474e+13 2.42515e+12
 60000 7.86814e+13 8.07889e+13 7.63623e+13 7.28569e+13 7.34532e+13 7.36827e+13 7.33309e+13 7.54429e+13 3.05775e+12
 80000 1.05712e+14 1.0849e+14 1.02225e+14 9.69378e+13 9.95743e+13 9.90211e+13 9.85111e+13 1.01297e+14 3.63164e+12
 100000 1.32674e+14 1.36328e+14 1.28006e+14 1.2e+14 1.24607e+14 1.24174e+14 1.22927e+14 1.26691e+14 4.37756e+12
 120000 1.60277e+14 1.63104e+14 1.53662e+14 1.43248e+14 1.49266e+14 1.48984e+14 1.47166e+14 1.51905e+14 5.08686e+12
 140000 1.88153e+14 1.87643e+14 1.78941e+14 1.64888e+14 1.74113e+14 1.73562e+14 1.70854e+14 1.76478e+14 5.76512e+12
 160000 2.16936e+14 2.12082e+14 2.04495e+14 1.87621e+14 1.98525e+14 1.9853e+14 1.94892e+14 2.01403e+14 6.47189e+12
 180000 2.43843e+14 2.36108e+14 2.29421e+14 2.112e+14 2.21974e+14 2.23847e+14 2.19007e+14 2.25987e+14 7.02731e+12
 200000 2.70077e+14 2.59841e+14 2.53924e+14 2.34677e+14 2.45566e+14 2.50099e+14 2.43447e+14 2.50581e+14 7.73352e+12
 200000 2.76606e+14 2.38005e+14 2.64818e+14 2.34669e+14 2.60171e+14 2.46754e+14 2.47198e+14 2.52243e+14 7.81801e+12
 400000 5.4752e+14 4.88025e+14 5.1549e+14 4.87763e+14 4.91256e+14 5.17379e+14 4.98799e+14 5.06084e+14 1.40641e+13
 600000 8.01188e+14 7.07719e+14 8.08471e+14 7.52935e+14 7.19899e+14 7.57852e+14 7.43562e+14 7.55121e+14 1.99314e+13
 800000 9.94766e+14 9.4884e+14 1.09658e+15 1.07597e+15 9.57774e+14 1.02452e+15 1.01942e+15 1.01701e+15 2.66384e+13
 1e+06 1.18034e+15 1.21485e+15 1.41885e+15 1.40311e+15 1.16117e+15 1.27818e+15 1.28082e+15 1.27703e+15 3.34634e+13
 1.2e+06 1.43032e+15 1.54165e+15 1.71962e+15 1.77042e+15 1.40926e+15 1.51133e+15 1.56367e+15 1.56375e+15 3.95151e+13
 1.4e+06 1.64791e+15 1.90343e+15 2.04394e+15 2.18592e+15 1.63618e+15 1.759e+15 1.86037e+15 1.86226e+15 4.64118e+13
 1.6e+06 1.81914e+15 2.26967e+15 2.36596e+15 2.60776e+15 1.88002e+15 2.01168e+15 2.16648e+15 2.16053e+15 5.28013e+13
 1.8e+06 1.97488e+15 2.59905e+15 2.66001e+15 3.06978e+15 2.12471e+15 2.21379e+15 2.46943e+15 2.44618e+15 5.84814e+13
 2e+06 2.1722e+15 2.92438e+15 2.94115e+15 3.51141e+15 2.32445e+15 2.41415e+15 2.75001e+15 2.7217e+15 6.49622e+13
 2e+06 2.03932e+15 2.4383e+15 2.21146e+15 3.71997e+15 2.49006e+15 1.92819e+15 2.71274e+15 2.51952e+15 7.43209e+13
 4e+06 5.5002e+15 5.95189e+15 4.78208e+15 8.7898e+15 3.05766e+15 3.66947e+15 5.17231e+15 5.26794e+15 1.11968e+14
 6e+06 9.48804e+15 1.02658e+16 8.0028e+15 1.19995e+16 3.8914e+15 3.88892e+15 6.59327e+15 7.65684e+15 1.43204e+14
 8e+06 1.29352e+16 1.56304e+16 1.21868e+16 1.60517e+16 4.70824e+15 3.48362e+15 8.0812e+15 1.02824e+16 1.81671e+14
 1e+07 1.6324e+16 2.16666e+16 1.79876e+16 2.09234e+16 4.30557e+15 4.43276e+15 9.88724e+15 1.33961e+16 2.55764e+14
 1.2e+07 2.0835e+16 2.79917e+16 2.43023e+16 2.89634e+16 4.45586e+15 5.91731e+15 1.31122e+16 1.76178e+16 3.19282e+14
 1.4e+07 2.51893e+16 3.37662e+16 3.11688e+16 3.72354e+16 3.05679e+15 6.3506e+15 1.55476e+16 2.13451e+16 3.94465e+14
 1.6e+07 3.1148e+16 3.86038e+16 3.81378e+16 4.32277e+16 2.26421e+15 5.75444e+15 1.70821e+16 2.46345e+16 4.30224e+14
 1.8e+07 3.82013e+16 4.5018e+16 4.5026e+16 4.87412e+16 1.94318e+15 5.90737e+15 1.88639e+16 2.84177e+16 4.7893e+14
 2e+07 4.61958e+16 5.14316e+16 5.01556e+16 5.30518e+16 2.0347e+15 7.5458e+15 2.08774e+16 3.22309e+16 5.30082e+14
 2e+07 2.89914e+16 4.41021e+16 3.48606e+16 3.10028e+16 2.48737e+15 1.65941e+16 1.66948e+16 2.44107e+16 8.80472e+14
 4e+07 1.0185e+17 4.05131e+16 6.68338e+16 9.54401e+16 2.6286e+15 1.50044e+16 3.7691e+16 5.05076e+16 7.50682e+14
 6e+07 1.1982e+17 2.5742e+14 1.0897e+17 1.65243e+17 2.90527e+14 3.63129e+15 5.63883e+16 6.43727e+16 3.26178e+13
