#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 10 1.38281e+09 1.38509e+09 1.38688e+09 1.3848e+09 1.38869e+09 1.3851e+09 1.3862e+09 1.38569e+09 1.61075e+09
 20 4.98342e+09 4.99222e+09 4.9989e+09 4.99107e+09 5.00556e+09 4.99245e+09 4.99636e+09 4.99442e+09 6.19367e+09
 30 9.98188e+09 1.00005e+10 1.00143e+10 9.99824e+09 1.00275e+10 1.00014e+10 1.0009e+10 1.0005e+10 1.33271e+10
 40 1.57141e+10 1.57448e+10 1.57675e+10 1.57424e+10 1.57874e+10 1.57469e+10 1.57589e+10 1.57522e+10 2.26378e+10
 50 2.17144e+10 2.17577e+10 2.17903e+10 2.17576e+10 2.18172e+10 2.17619e+10 2.17789e+10 2.1769e+10 3.38244e+10
 60 2.77308e+10 2.77851e+10 2.78286e+10 2.77917e+10 2.78628e+10 2.77928e+10 2.78158e+10 2.78021e+10 4.66325e+10
 70 3.3642e+10 3.37045e+10 3.37587e+10 3.37228e+10 3.3801e+10 3.37172e+10 3.3747e+10 3.37289e+10 6.08288e+10
 80 3.94358e+10 3.95035e+10 3.95684e+10 3.95386e+10 3.96192e+10 3.9522e+10 3.956e+10 3.9537e+10 7.61936e+10
 90 4.51881e+10 4.52591e+10 4.53345e+10 4.53142e+10 4.53936e+10 4.52833e+10 4.53304e+10 4.53024e+10 9.25317e+10
 100 5.10215e+10 5.10951e+10 5.11805e+10 5.11707e+10 5.12481e+10 5.11246e+10 5.11811e+10 5.11483e+10 1.09682e+11
 100 5.10127e+10 5.10802e+10 5.11582e+10 5.11976e+10 5.12861e+10 5.11631e+10 5.12156e+10 5.11628e+10 1.09744e+11
 200 1.28684e+11 1.28817e+11 1.291e+11 1.29271e+11 1.29323e+11 1.29124e+11 1.29239e+11 1.2909e+11 3.07164e+11
 300 2.31072e+11 2.31328e+11 2.31763e+11 2.3255e+11 2.32353e+11 2.31952e+11 2.32285e+11 2.31926e+11 5.28258e+11
 400 3.49125e+11 3.49486e+11 3.50173e+11 3.51798e+11 3.51278e+11 3.50693e+11 3.51256e+11 3.50592e+11 7.71317e+11
 500 4.79388e+11 4.79636e+11 4.80615e+11 4.83483e+11 4.82675e+11 4.81636e+11 4.82598e+11 4.81511e+11 1.03961e+12
 600 6.19759e+11 6.19613e+11 6.21132e+11 6.25247e+11 6.24242e+11 6.22785e+11 6.24091e+11 6.22522e+11 1.33154e+12
 700 7.6864e+11 7.67591e+11 7.69873e+11 7.75297e+11 7.7404e+11 7.72266e+11 7.73868e+11 7.71801e+11 1.64175e+12
 800 9.24333e+11 9.22303e+11 9.25383e+11 9.32137e+11 9.30629e+11 9.28554e+11 9.3044e+11 9.27866e+11 1.96496e+12
 900 1.08556e+12 1.08244e+12 1.08643e+12 1.09473e+12 1.09279e+12 1.09036e+12 1.09263e+12 1.0895e+12 2.29744e+12
 1000 1.25117e+12 1.24711e+12 1.25198e+12 1.26188e+12 1.25944e+12 1.25656e+12 1.25929e+12 1.25561e+12 2.63745e+12
 1000 1.25219e+12 1.24686e+12 1.25444e+12 1.26363e+12 1.26263e+12 1.25441e+12 1.26022e+12 1.2566e+12 2.64159e+12
 2000 3.03829e+12 3.02379e+12 3.04251e+12 3.07681e+12 3.06043e+12 3.04961e+12 3.06228e+12 3.05131e+12 6.33638e+12
 3000 4.92207e+12 4.9051e+12 4.93301e+12 4.97741e+12 4.9465e+12 4.93409e+12 4.95267e+12 4.93962e+12 1.02353e+13
 4000 6.82561e+12 6.81563e+12 6.85465e+12 6.89648e+12 6.84624e+12 6.82939e+12 6.85737e+12 6.84721e+12 1.42156e+13
 5000 8.74921e+12 8.7359e+12 8.7887e+12 8.82262e+12 8.77099e+12 8.72557e+12 8.77306e+12 8.76701e+12 1.82196e+13
 6000 1.06872e+13 1.06606e+13 1.07317e+13 1.07601e+13 1.0713e+13 1.06285e+13 1.07005e+13 1.06976e+13 2.22118e+13
 7000 1.26331e+13 1.25982e+13 1.26827e+13 1.27073e+13 1.26688e+13 1.25384e+13 1.26381e+13 1.26381e+13 2.62297e+13
 8000 1.45794e+13 1.45239e+13 1.46468e+13 1.46517e+13 1.46258e+13 1.44283e+13 1.45686e+13 1.45745e+13 3.02656e+13
 9000 1.65301e+13 1.6437e+13 1.66199e+13 1.65921e+13 1.65957e+13 1.62986e+13 1.64955e+13 1.65089e+13 3.4276e+13
 10000 1.8474e+13 1.83403e+13 1.85824e+13 1.85282e+13 1.85607e+13 1.81542e+13 1.84144e+13 1.84348e+13 3.82736e+13
 10000 1.84333e+13 1.84223e+13 1.87108e+13 1.85141e+13 1.85583e+13 1.79966e+13 1.83563e+13 1.84227e+13 3.89324e+13
 20000 3.79719e+13 3.728e+13 3.83389e+13 3.77839e+13 3.83467e+13 3.67244e+13 3.76183e+13 3.77164e+13 7.80687e+13
 30000 5.75352e+13 5.62127e+13 5.78992e+13 5.73851e+13 5.81509e+13 5.587e+13 5.71354e+13 5.71675e+13 1.1615e+14
 40000 7.78195e+13 7.62282e+13 7.7663e+13 7.68155e+13 7.71904e+13 7.50814e+13 7.63624e+13 7.67122e+13 1.54529e+14
 50000 9.83008e+13 9.61717e+13 9.71916e+13 9.57593e+13 9.60311e+13 9.49304e+13 9.55736e+13 9.62327e+13 1.92094e+14
 60000 1.18381e+14 1.16301e+14 1.16381e+14 1.14908e+14 1.1439e+14 1.14599e+14 1.14633e+14 1.15588e+14 2.29486e+14
 70000 1.38904e+14 1.35806e+14 1.35504e+14 1.3453e+14 1.32496e+14 1.33736e+14 1.33588e+14 1.34848e+14 2.64983e+14
 80000 1.5955e+14 1.54849e+14 1.54634e+14 1.53711e+14 1.50488e+14 1.52244e+14 1.52148e+14 1.53826e+14 3.00251e+14
 90000 1.79988e+14 1.72933e+14 1.73643e+14 1.72511e+14 1.68186e+14 1.71618e+14 1.70771e+14 1.72671e+14 3.36518e+14
 100000 1.999e+14 1.90867e+14 1.92277e+14 1.90719e+14 1.85805e+14 1.90508e+14 1.89011e+14 1.91146e+14 3.71712e+14
 100000 1.98469e+14 1.92689e+14 1.90297e+14 1.90846e+14 1.90096e+14 1.90566e+14 1.90502e+14 1.91829e+14 3.70511e+14
 200000 4.11101e+14 3.83442e+14 3.85098e+14 3.52687e+14 3.48313e+14 3.95577e+14 3.65526e+14 3.76601e+14 6.97943e+14
 300000 5.87059e+14 5.6889e+14 6.0555e+14 5.21606e+14 5.09921e+14 5.87506e+14 5.39678e+14 5.58673e+14 1.03719e+15
 400000 7.20786e+14 7.41676e+14 8.30583e+14 7.04597e+14 6.60849e+14 7.76749e+14 7.14065e+14 7.34178e+14 1.40067e+15
 500000 8.86422e+14 9.14339e+14 1.0753e+15 9.06813e+14 8.05128e+14 9.568e+14 8.8958e+14 9.17223e+14 1.78663e+15
 600000 1.07694e+15 1.08935e+15 1.31244e+15 1.09883e+15 9.49693e+14 1.12705e+15 1.05852e+15 1.09895e+15 2.18845e+15
 700000 1.27036e+15 1.27201e+15 1.5649e+15 1.3235e+15 1.0992e+15 1.32634e+15 1.24968e+15 1.29744e+15 2.64362e+15
 800000 1.46898e+15 1.43289e+15 1.79933e+15 1.53478e+15 1.24954e+15 1.54786e+15 1.44406e+15 1.49326e+15 3.09536e+15
 900000 1.66691e+15 1.60087e+15 2.02833e+15 1.73481e+15 1.39217e+15 1.77408e+15 1.63369e+15 1.68636e+15 3.52318e+15
