# Radius 	finiterdf__O_Water_O_Water	rdf__O_Water_O_Water	finiterdf__O_Water_H_Water	rdf__O_Water_H_Water	finiterdf__H_Water_H_Water	rdf__H_Water_H_Water	
16.5552 0.999856	0.999923	0.999926	1	0.999962	1.00004	
16.5756 0.999354	0.999418	0.999662	0.999739	0.999933	1.00001	
16.5961 0.999709	0.999771	0.999899	0.999975	0.999886	0.99996	
16.6166 0.999475	0.999534	0.999873	0.999949	0.999857	0.99993	
16.6371 0.999889	0.999948	0.999953	1.00003	0.999971	1.00004	
16.6575 1.0001	1.00016	0.999851	0.999927	1.00002	1.00009	
16.678 0.999866	0.999925	0.999887	0.999963	0.99998	1.00005	
16.6985 1.00028	1.00034	0.999887	0.999963	1.00009	1.00017	
16.719 0.999933	0.999995	0.999965	1.00004	0.99987	0.999946	
16.7395 1.00018	1.00024	0.999902	0.999977	0.99996	1.00004	
16.7599 0.999901	0.999964	0.99999	1.00007	0.999901	0.999977	
16.7804 1.00024	1.00031	1.00002	1.00009	0.999896	0.999971	
16.8009 1.00003	1.00009	1.00003	1.00011	0.999967	1.00004	
16.8214 1.00012	1.00019	0.999905	0.999983	0.999958	1.00003	
16.8418 0.999811	0.999877	0.999818	0.999894	0.999958	1.00003	
16.8623 1.00002	1.00009	0.99989	0.999967	1.00004	1.00012	
16.8828 1.00001	1.00008	0.999908	0.999985	0.999893	0.99997	
16.9033 1.00008	1.00015	0.999814	0.999889	0.999937	1.00001	
16.9237 0.999852	0.999919	0.999921	0.999997	0.999904	0.99998	
16.9442 0.99973	0.999796	0.999949	1.00002	1.00006	1.00013	
16.9647 1.00005	1.00012	0.999864	0.999939	1.00003	1.00011	
16.9852 0.999757	0.999823	0.999955	1.00003	0.999934	1.00001	
17.0056 0.9995	0.999563	1.00005	1.00012	0.999977	1.00006	
17.0261 0.999894	0.999957	0.999847	0.999923	1	1.00008	
17.0466 0.999824	0.999885	0.999972	1.00005	1.00002	1.0001	
17.0671 0.999742	0.999802	0.999886	0.999962	0.999938	1.00002	
17.0876 0.999947	1.00001	0.999963	1.00004	0.999984	1.00006	
17.108 0.999837	0.999897	0.99984	0.999915	0.999906	0.999987	
17.1285 1.0001	1.00016	0.999752	0.999826	0.999858	0.999938	
17.149 1.00001	1.00007	0.999945	1.00002	0.999895	0.999975	
17.1695 0.999927	0.999988	0.999876	0.99995	1.00012	1.0002	
17.1899 1.00042	1.00048	1.00009	1.00016	0.999869	0.99995	
17.2104 1.00034	1.00041	0.999878	0.999953	0.999886	0.999967	
17.2309 0.999724	0.99979	1.00006	1.00014	1.0001	1.00019	
17.2514 1.00026	1.00033	1.00002	1.0001	0.999918	1	
17.2718 1.00009	1.00016	0.999919	0.999996	0.999837	0.999919	
17.2923 1.00009	1.00017	1.00001	1.00009	0.999948	1.00003	
17.3128 0.999753	0.999823	0.999857	0.999934	0.99996	1.00004	
17.3333 1.00027	1.00034	0.999959	1.00004	0.999965	1.00005	
17.3537 1.00035	1.00043	0.999997	1.00007	0.999953	1.00004	
17.3742 1.00013	1.0002	0.999978	1.00006	0.999994	1.00008	
17.3947 0.999711	0.999787	0.999814	0.999891	0.999863	0.999946	
17.4152 0.999982	1.00006	0.999872	0.999948	0.999983	1.00007	
17.4356 1.00002	1.0001	0.999862	0.999938	0.99987	0.999953	
17.4561 0.999868	0.999945	1.00006	1.00014	1.00001	1.00009	
17.4766 1.00002	1.0001	0.999983	1.00006	0.999818	0.999901	
17.4971 1.00016	1.00024	0.999967	1.00004	0.999998	1.00008	
17.5176 1.00029	1.00037	1.00006	1.00014	0.999843	0.999925	
17.538 1.00002	1.00011	1.0002	1.00029	0.999977	1.00006	
17.5585 1.00007	1.00015	0.999903	0.999984	0.999962	1.00005	
17.579 1.00021	1.00029	0.999951	1.00003	0.999916	0.999999	
17.5995 0.99994	1.00003	1.00001	1.0001	0.999993	1.00008	
17.6199 1.00004	1.00012	0.999854	0.999937	0.999908	0.999992	
17.6404 0.999806	0.999893	0.99983	0.999912	0.999901	0.999985	
17.6609 1.00042	1.00051	1.00006	1.00015	0.999894	0.999978	
17.6814 1.00001	1.0001	1.00004	1.00013	0.999822	0.999905	
17.7018 1.00006	1.00015	0.999893	0.999977	0.999838	0.999921	
17.7223 0.99972	0.999812	0.999925	1.00001	0.999825	0.999906	
17.7428 1.00022	1.00031	0.999904	0.999988	1.00004	1.00013	
17.7633 0.999831	0.999925	1.00001	1.0001	1.00002	1.00011	
17.7837 1.00024	1.00034	0.999813	0.999896	0.999954	1.00004	
17.8042 0.999905	1	0.999995	1.00008	0.999937	1.00002	
17.8247 0.999809	0.999905	0.999869	0.999953	0.999761	0.999844	
17.8452 1.00024	1.00034	0.999814	0.999897	0.999825	0.999907	
17.8657 0.999837	0.999936	0.999903	0.999985	0.999829	0.99991	
17.8861 0.999729	0.999826	1.00005	1.00014	0.999925	1.00001	
17.9066 0.999841	0.999938	0.999825	0.999908	1.00008	1.00016	
17.9271 1.0002	1.0003	1.00003	1.00011	0.999988	1.00007	
17.9476 0.999767	0.999865	0.999772	0.999854	0.999808	0.999891	
17.968 1.00014	1.00024	1.00008	1.00017	1.00008	1.00017	
17.9885 0.999892	0.999991	1.00029	1.00038	0.999942	1.00003	
18.009 0.999695	0.999792	0.999809	0.999896	0.999971	1.00006	
18.0295 1.00027	1.00037	0.999793	0.999879	0.999874	0.999958	
18.0499 0.999965	1.00007	0.99993	1.00002	0.999903	0.999987	
18.0704 0.99998	1.00008	1.00014	1.00023	0.999799	0.999882	
18.0909 0.999663	0.999763	0.999935	1.00002	0.999887	0.99997	
18.1114 0.999969	1.00007	0.999913	1	0.999866	0.999949	
18.1318 0.999949	1.00005	1.00012	1.00021	0.999994	1.00008	
18.1523 1.0002	1.00031	0.999905	0.999995	0.999944	1.00003	
18.1728 0.999724	0.999827	0.999846	0.999936	1.00023	1.00032	
18.1933 0.999765	0.999867	0.999937	1.00003	0.99989	0.999977	
18.2138 1.00009	1.0002	1.00004	1.00013	1.00006	1.00014	
18.2342 0.99981	0.999912	1.00001	1.0001	0.999629	0.999714	
18.2547 1.00008	1.00018	1.00009	1.00018	0.999769	0.999853	
18.2752 1.00001	1.00012	0.999868	0.999962	0.999842	0.999925	
18.2957 1.00008	1.00018	0.999881	0.999974	0.999766	0.999847	
18.3161 0.999909	1.00002	0.999926	1.00002	0.999968	1.00005	
18.3366 0.999548	0.999652	0.999858	0.999951	0.999918	1	
18.3571 0.999648	0.99975	0.999991	1.00008	0.999931	1.00001	
18.3776 0.999785	0.999886	0.999782	0.999874	0.99986	0.999941	
18.398 0.999984	1.00009	0.999857	0.999948	1.00001	1.00009	
18.4185 0.999672	0.999771	0.999992	1.00008	0.999881	0.999963	
18.439 0.999766	0.999864	0.999821	0.999913	0.999971	1.00005	
18.4595 1.0001	1.0002	0.99985	0.999941	1.00007	1.00016	
18.4799 0.999739	0.999837	1.00019	1.00028	1.00005	1.00014	
18.5004 0.99954	0.999635	0.999862	0.999956	1.00008	1.00017	
18.5209 0.999969	1.00006	0.999883	0.999976	1.00002	1.00011	
18.5414 1.00014	1.00024	0.999845	0.999937	0.99987	0.999958	
18.5619 0.999801	0.999897	0.999978	1.00007	0.999971	1.00006	
18.5823 0.999883	0.999979	0.999871	0.999964	0.999796	0.999883	
18.6028 0.999912	1.00001	1.00001	1.00011	0.999869	0.999955	
18.6233 1.0001	1.0002	0.999948	1.00004	0.999942	1.00003	
18.6438 1.00003	1.00013	0.999827	0.999921	0.999877	0.999964	
18.6642 0.999454	0.999549	0.999807	0.999899	1.00015	1.00024	
18.6847 0.999798	0.999892	1.0001	1.0002	1.00012	1.00021	
18.7052 0.999592	0.999682	0.999844	0.999938	0.999982	1.00007	
18.7257 0.999842	0.999932	0.999877	0.999971	1	1.0001	
18.7461 1.00015	1.00025	0.999957	1.00005	0.999867	0.999959	
18.7666 0.999984	1.00008	0.99975	0.999843	0.999973	1.00007	
18.7871 1.00004	1.00013	0.999825	0.999916	0.999835	0.999927	
18.8076 0.999351	0.999439	0.999942	1.00003	0.999978	1.00007	
18.828 1.00009	1.00018	0.999924	1.00002	0.9998	0.999892	
18.8485 0.99981	0.999899	1.00001	1.00011	0.999905	0.999997	
18.869 1.00002	1.00011	0.999678	0.999769	0.999897	0.999989	
18.8895 0.999754	0.999842	0.999804	0.999894	0.99982	0.999911	
18.91 1	1.00009	1.00003	1.00012	0.999921	1.00001	
18.9304 0.999741	0.999829	0.999656	0.999744	1.00004	1.00013	
18.9509 0.999769	0.999855	0.999918	1.00001	0.999863	0.999955	
18.9714 0.999997	1.00008	0.999837	0.999924	0.999901	0.999993	
18.9919 1.00008	1.00017	0.999893	0.99998	1.00005	1.00014	
19.0123 1.00023	1.00032	1.00014	1.00023	0.999926	1.00002	
19.0328 1.00004	1.00014	0.999801	0.999889	1.00011	1.0002	
19.0533 0.999937	1.00003	1.00005	1.00014	0.999822	0.999917	
19.0738 0.999635	0.999726	1.00004	1.00014	0.999918	1.00001	
19.0942 0.999775	0.999865	1.00017	1.00026	1.00003	1.00012	
19.1147 0.999864	0.999953	0.99977	0.999863	1.00018	1.00028	
19.1352 0.999712	0.999799	0.999967	1.00006	0.999866	0.999966	
19.1557 0.999305	0.999384	1.00001	1.0001	0.999918	1.00002	
19.1761 0.999858	0.999937	0.999982	1.00008	0.999927	1.00003	
19.1966 1.00035	1.00044	0.999762	0.999857	0.99987	0.99997	
19.2171 1.00029	1.00038	0.999829	0.999922	0.999775	0.999873	
19.2376 0.999471	0.999554	0.999882	0.999974	0.999858	0.999956	
19.258 0.999729	0.99981	0.99989	0.999983	0.999804	0.999901	
19.2785 1.00011	1.0002	0.999762	0.999853	0.999945	1.00004	
19.299 0.999737	0.999818	0.999972	1.00006	0.999658	0.999752	
19.3195 0.999558	0.999634	0.999815	0.999906	0.999713	0.999805	
19.34 0.999806	0.999882	1.00002	1.00011	0.999901	0.999993	
19.3604 1.00019	1.00027	1.00012	1.00022	1.00001	1.0001	
19.3809 1.00004	1.00012	1.0001	1.0002	0.999919	1.00001	
19.4014 0.999427	0.999501	1.00004	1.00014	0.999801	0.999893	
19.4219 1.00003	1.0001	0.999777	0.999874	1.00003	1.00012	
19.4423 0.999837	0.99991	0.99977	0.999866	0.99974	0.999831	
19.4628 1.00018	1.00025	0.99983	0.999925	0.999856	0.999946	
19.4833 0.999861	0.999937	0.999701	0.999793	0.999957	1.00005	
19.5038 1.00005	1.00013	1.00004	1.00013	0.999908	0.999999	
19.5242 1.00041	1.00049	1.00003	1.00013	0.999858	0.999949	
19.5447 0.999748	0.999831	1.00011	1.00021	0.999832	0.999922	
19.5652 0.99975	0.99983	0.999913	1.00001	0.999919	1.00001	
19.5857 0.99972	0.999797	0.999864	0.999962	0.999958	1.00005	
19.6061 1.00023	1.00031	0.999799	0.999895	0.999976	1.00007	
19.6266 1.00016	1.00024	0.999885	0.999982	0.999892	0.999982	
19.6471 1.00012	1.0002	0.999833	0.999928	0.99992	1.00001	
19.6676 1.00032	1.00041	0.999727	0.99982	0.999758	0.999847	
19.6881 0.999776	0.999868	0.999895	0.999988	0.999724	0.999811	
19.7085 1.00047	1.00057	0.999774	0.999865	0.999906	0.999992	
19.729 0.999763	0.99986	0.999623	0.999709	0.99963	0.999712	
19.7495 0.999829	0.999925	0.999817	0.999902	0.99994	1.00002	
19.77 0.99992	1.00002	0.999892	0.999977	1.00003	1.00011	
19.7904 0.999925	1.00002	0.999769	0.999852	1.00002	1.00011	
19.8109 0.999869	0.999966	1.00003	1.00011	0.999703	0.999786	
19.8314 0.999896	0.999993	0.999977	1.00006	0.99997	1.00005	
19.8519 0.999582	0.999674	0.999698	0.99978	0.999891	0.999973	
19.8723 0.999712	0.999801	0.999966	1.00005	0.999938	1.00002	
19.8928 1.00014	1.00023	0.999672	0.999752	0.999715	0.999796	
19.9133 0.999737	0.999827	0.999971	1.00005	1.00002	1.0001	
19.9338 0.999423	0.999505	0.999788	0.999866	1.00004	1.00012	
19.9542 0.99999	1.00007	0.999864	0.999942	1.00004	1.00012	
19.9747 0.999841	0.999923	0.999853	0.99993	0.999971	1.00006	
19.9952 0.99967	0.999749	1	1.00008	0.999951	1.00004	
20.0157 0.999777	0.999854	0.999894	0.999971	0.999733	0.999817	
20.0362 1.00013	1.00021	1.00005	1.00013	0.999627	0.999707	
20.0566 1.00027	1.00035	0.999748	0.999824	0.999831	0.999909	
20.0771 1.00056	1.00065	0.999997	1.00007	0.999862	0.99994	
20.0976 0.999819	0.999912	0.999778	0.999854	1.00018	1.00026	
20.1181 1.0001	1.00019	0.999926	1	0.999968	1.00005	
20.1385 0.999634	0.999726	0.99982	0.999894	0.999897	0.999978	
20.159 0.999983	1.00008	1.00011	1.00019	0.999881	0.999962	
20.1795 0.999266	0.999349	0.999854	0.99993	0.999765	0.999844	
20.2 0.999886	0.999968	1.00008	1.00016	0.999931	1.00001	
20.2204 0.999985	1.00007	0.999692	0.999767	0.999948	1.00003	
20.2409 0.999896	0.999979	1.00004	1.00012	0.999657	0.999732	
20.2614 0.999699	0.999779	1.00001	1.00008	0.999837	0.999911	
20.2819 1.00008	1.00017	0.999851	0.999927	0.999826	0.999898	
20.3023 1.00007	1.00015	0.999635	0.999707	0.999861	0.999932	
20.3228 1.00022	1.00031	0.999986	1.00006	0.999948	1.00002	
20.3433 0.999469	0.999552	0.999793	0.999864	0.999706	0.999775	
20.3638 0.999583	0.999661	0.999964	1.00004	1.00009	1.00016	
20.3843 0.999967	1.00005	0.999773	0.999842	0.99991	0.999981	
20.4047 1.00019	1.00027	0.999812	0.999879	0.99982	0.999889	
20.4252 0.999985	1.00007	0.999933	1	1	1.00007	
20.4457 0.999848	0.99993	0.999646	0.999709	0.999771	0.999838	
20.4662 0.999825	0.999906	0.999798	0.999859	1.00002	1.00009	
