# Time-averaged data for fix TEAve
# TimeStep v_TotEn
100000 -7406.17
200000 -7396.26
300000 -7383.35
400000 -7398.43
500000 -7390.15
600000 -7395.8
700000 -7402.92
800000 -7396.71
900000 -7392
1000000 -7391.13
1100000 -7398.62
1200000 -7390.53
1300000 -7398.05
1400000 -7398.13
1500000 -7403.09
1600000 -7396.77
1700000 -7396.52
1800000 -7391.05
1900000 -7398.32
2000000 -7403.91
2100000 -7396.09
2200000 -7397.02
2300000 -7394.22
2400000 -7390.7
2500000 -7389.86
2600000 -7399.82
2700000 -7393.28
2800000 -7396.61
2900000 -7396.02
3000000 -7402.8
3100000 -7395.6
3200000 -7393.64
3300000 -7389.43
3400000 -7401.65
3500000 -7396.38
3600000 -7393.88
3700000 -7399.96
3800000 -7391.1
3900000 -7394.74
4000000 -7402.13
4100000 -7398.3
4200000 -7395.59
4300000 -7399.08
4400000 -7389.62
4500000 -7394.75
4600000 -7389.69
4700000 -7402.78
4800000 -7400.4
4900000 -7408.35
5000000 -7396.14
5100000 -7393.91
5200000 -7397.86
5300000 -7389.07
5400000 -7392.42
5500000 -7392.86
5600000 -7395.45
5700000 -7395.35
5800000 -7401.67
5900000 -7397.83
6000000 -7389.82
6100000 -7400.66
6200000 -7395.27
6300000 -7399.43
6400000 -7394.73
6500000 -7400.87
6600000 -7390.55
6700000 -7395.81
6800000 -7391.04
6900000 -7396.01
7000000 -7389.31
7100000 -7395.08
7200000 -7395.16
7300000 -7389.43
7400000 -7398.77
7500000 -7392.75
7600000 -7396.06
7700000 -7391.4
7800000 -7392.47
7900000 -7394.82
8000000 -7386.37
8100000 -7394.93
8200000 -7398.58
8300000 -7390.83
8400000 -7403.87
8500000 -7397.32
8600000 -7392.02
8700000 -7401.85
8800000 -7398.81
8900000 -7398.63
9000000 -7402.67
9100000 -7396.18
9200000 -7393.58
9300000 -7395.86
9400000 -7395.95
9500000 -7399.12
9600000 -7395.18
9700000 -7392.05
9800000 -7394.04
9900000 -7395.27
10000000 -7395.16
10100000 -7395.57
10200000 -7396.66
10300000 -7394.62
10400000 -7394.02
10500000 -7403.56
10600000 -7394.69
10700000 -7395.12
10800000 -7403.78
10900000 -7388.55
11000000 -7397.46
11100000 -7402.73
11200000 -7398.44
11300000 -7392.37
11400000 -7398.33
11500000 -7391.39
11600000 -7398.81
11700000 -7390.34
11800000 -7389.38
11900000 -7395.03
12000000 -7392.82
12100000 -7392.66
12200000 -7388.44
12300000 -7398.33
12400000 -7401.34
12500000 -7394.99
12600000 -7388.66
12700000 -7381.99
12800000 -7390.61
12900000 -7396.34
13000000 -7393.8
13100000 -7393.03
13200000 -7397.33
13300000 -7392.9
13400000 -7390.67
13500000 -7400.03
13600000 -7399.12
13700000 -7399.35
13800000 -7396.46
13900000 -7385.9
14000000 -7385.8
14100000 -7387.69
14200000 -7399.8
14300000 -7398.66
14400000 -7393.97
14500000 -7390.78
14600000 -7397.1
14700000 -7395.92
14800000 -7404.59
14900000 -7396.27
15000000 -7396.35
15100000 -7395.75
15200000 -7394.17
15300000 -7394.24
15400000 -7400.2
15500000 -7393.99
15600000 -7398.72
15700000 -7396.9
15800000 -7398.45
15900000 -7396.49
16000000 -7392.89
16100000 -7393.72
16200000 -7394.66
16300000 -7397.24
16400000 -7398.48
16500000 -7393.9
16600000 -7391.42
16700000 -7397.71
16800000 -7394.69
16900000 -7401.47
17000000 -7394.1
17100000 -7390.22
17200000 -7395.51
17300000 -7392.46
17400000 -7396.19
17500000 -7401.56
17600000 -7387.13
17700000 -7395.85
17800000 -7393.47
17900000 -7397.5
18000000 -7398.16
18100000 -7400.45
18200000 -7395.42
18300000 -7394.18
18400000 -7391.21
18500000 -7400.21
18600000 -7397.96
18700000 -7391.53
18800000 -7388.16
18900000 -7398.18
19000000 -7399.44
19100000 -7393.22
19200000 -7395.69
19300000 -7395.77
19400000 -7397.3
19500000 -7386.65
19600000 -7396.92
19700000 -7397.37
19800000 -7400.81
19900000 -7390.07
20000000 -7397.51
20100000 -7398.32
20200000 -7395.78
20300000 -7387.97
