#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 1400 1.55288e+12 1.56943e+12 1.56043e+12 1.54417e+12 1.53363e+12 1.54409e+12 1.54063e+12 1.54874e+12 1.05559e+12
 1600 1.79916e+12 1.81879e+12 1.80959e+12 1.78919e+12 1.77545e+12 1.7867e+12 1.78378e+12 1.79394e+12 1.0433e+12
 1800 2.04536e+12 2.06834e+12 2.05937e+12 2.03514e+12 2.01801e+12 2.02989e+12 2.02768e+12 2.03968e+12 1.12213e+12
 2000 2.2916e+12 2.3187e+12 2.31026e+12 2.28095e+12 2.26085e+12 2.27461e+12 2.27214e+12 2.28602e+12 1.21693e+12
 2000 2.30428e+12 2.32948e+12 2.32674e+12 2.28324e+12 2.26012e+12 2.29846e+12 2.28061e+12 2.29643e+12 1.21118e+12
 4000 4.75438e+12 4.8692e+12 4.86265e+12 4.75055e+12 4.69207e+12 4.79282e+12 4.74515e+12 4.77859e+12 1.29203e+12
 6000 7.17915e+12 7.38745e+12 7.41037e+12 7.21511e+12 7.16031e+12 7.23284e+12 7.20275e+12 7.25192e+12 1.35952e+12
 8000 9.5614e+12 9.91232e+12 9.91199e+12 9.62336e+12 9.64647e+12 9.68579e+12 9.65187e+12 9.70922e+12 1.39829e+12
 10000 1.19252e+13 1.24228e+13 1.24242e+13 1.20311e+13 1.20925e+13 1.21386e+13 1.20874e+13 1.21554e+13 1.46926e+12
 12000 1.43345e+13 1.49435e+13 1.49641e+13 1.44507e+13 1.4533e+13 1.45792e+13 1.45209e+13 1.46115e+13 1.52375e+12
 14000 1.67755e+13 1.74647e+13 1.74767e+13 1.68579e+13 1.6945e+13 1.69871e+13 1.693e+13 1.70536e+13 1.58924e+12
 16000 1.92328e+13 1.99307e+13 2.00112e+13 1.92651e+13 1.93199e+13 1.93871e+13 1.93241e+13 1.94844e+13 1.65979e+12
 18000 2.16415e+13 2.2431e+13 2.25254e+13 2.16824e+13 2.16845e+13 2.17469e+13 2.17046e+13 2.19025e+13 1.72185e+12
 20000 2.4005e+13 2.48895e+13 2.50196e+13 2.41183e+13 2.40774e+13 2.41013e+13 2.4099e+13 2.43146e+13 1.78578e+12
 20000 2.35017e+13 2.47234e+13 2.47044e+13 2.45578e+13 2.46071e+13 2.42819e+13 2.44823e+13 2.44133e+13 1.75657e+12
 40000 4.81693e+13 4.86341e+13 4.98636e+13 4.80611e+13 4.96082e+13 4.81883e+13 4.86192e+13 4.87271e+13 2.43046e+12
 60000 7.11571e+13 7.17998e+13 7.42239e+13 7.19191e+13 7.65948e+13 7.0895e+13 7.31363e+13 7.28392e+13 3.09577e+12
 80000 9.17086e+13 9.43391e+13 9.75328e+13 9.57161e+13 1.05037e+14 9.42314e+13 9.8328e+13 9.68076e+13 3.79848e+12
 100000 1.11112e+14 1.16026e+14 1.20977e+14 1.21248e+14 1.33157e+14 1.16014e+14 1.23473e+14 1.20499e+14 4.463e+12
 120000 1.29636e+14 1.38834e+14 1.43168e+14 1.48111e+14 1.61286e+14 1.36626e+14 1.48675e+14 1.4409e+14 5.10689e+12
 140000 1.4885e+14 1.61749e+14 1.65942e+14 1.74534e+14 1.8808e+14 1.56449e+14 1.73021e+14 1.67351e+14 5.77272e+12
 160000 1.67826e+14 1.83189e+14 1.87998e+14 2.01245e+14 2.16999e+14 1.7661e+14 1.98285e+14 1.90839e+14 6.45275e+12
 180000 1.87544e+14 2.03582e+14 2.10677e+14 2.29273e+14 2.45313e+14 1.97771e+14 2.24119e+14 2.14712e+14 7.06123e+12
 200000 2.08322e+14 2.24325e+14 2.33612e+14 2.57011e+14 2.72244e+14 2.19819e+14 2.49692e+14 2.38649e+14 7.82309e+12
 200000 2.1873e+14 2.12578e+14 2.39047e+14 2.38348e+14 2.76828e+14 2.32274e+14 2.4915e+14 2.38871e+14 8.1531e+12
 400000 4.45751e+14 4.52415e+14 4.76271e+14 5.35748e+14 5.03642e+14 4.10458e+14 4.83283e+14 4.73228e+14 1.55648e+13
 600000 6.87578e+14 7.25252e+14 7.26323e+14 8.34312e+14 7.62533e+14 6.0571e+14 7.34185e+14 7.25731e+14 2.37709e+13
 800000 9.29457e+14 1.0202e+15 9.40715e+14 1.0669e+15 1.04862e+15 7.44431e+14 9.53319e+14 9.57375e+14 3.1519e+13
 1e+06 1.17075e+15 1.37034e+15 1.22972e+15 1.26204e+15 1.35765e+15 9.42823e+14 1.1875e+15 1.21528e+15 3.91431e+13
 1.2e+06 1.43133e+15 1.72735e+15 1.48593e+15 1.46892e+15 1.65201e+15 1.12397e+15 1.41497e+15 1.46826e+15 4.64799e+13
 1.4e+06 1.78182e+15 2.12464e+15 1.7529e+15 1.69158e+15 1.90156e+15 1.28904e+15 1.62739e+15 1.73102e+15 5.52791e+13
 1.6e+06 2.1482e+15 2.53892e+15 1.98596e+15 1.86196e+15 2.19757e+15 1.51762e+15 1.85905e+15 2.00517e+15 6.4718e+13
 1.8e+06 2.4853e+15 2.96023e+15 2.26082e+15 1.98745e+15 2.48734e+15 1.67155e+15 2.04878e+15 2.25678e+15 7.26948e+13
 2e+06 2.83522e+15 3.35955e+15 2.48722e+15 2.15961e+15 2.75768e+15 1.83357e+15 2.25029e+15 2.50777e+15 8.03379e+13
 2e+06 2.53737e+15 2.72725e+15 1.60872e+15 1.79187e+15 2.4593e+15 1.5732e+15 1.94145e+15 2.08132e+15 7.01289e+13
 4e+06 6.81369e+15 6.55991e+15 3.18439e+15 3.29203e+15 5.6637e+15 2.90427e+15 3.95333e+15 4.57973e+15 1.53714e+14
 6e+06 1.21901e+16 9.05641e+15 5.38768e+15 4.83659e+15 7.93965e+15 4.48126e+15 5.7525e+15 7.00272e+15 2.02743e+14
 8e+06 1.93282e+16 1.10871e+16 7.27281e+15 6.54801e+15 7.30903e+15 6.57747e+15 6.8115e+15 9.11199e+15 1.76485e+14
 1e+07 2.74441e+16 1.233e+16 9.49762e+15 7.49017e+15 7.44252e+15 8.88911e+15 7.9406e+15 1.13339e+16 1.86074e+14
 1.2e+07 3.58834e+16 1.45362e+16 1.21479e+16 9.28335e+15 8.20388e+15 1.05556e+16 9.3476e+15 1.39509e+16 2.06488e+14
 1.4e+07 4.50052e+16 1.77329e+16 1.43791e+16 9.90213e+15 9.04852e+15 1.15904e+16 1.01803e+16 1.63905e+16 2.35543e+14
 1.6e+07 5.09362e+16 1.78522e+16 1.59319e+16 8.7209e+15 8.16877e+15 1.33214e+16 1.00703e+16 1.73382e+16 2.45487e+14
 1.8e+07 5.50402e+16 1.73652e+16 1.71889e+16 7.97661e+15 5.87565e+15 1.42268e+16 9.35968e+15 1.75617e+16 2.326e+14
 2e+07 5.46149e+16 1.74747e+16 1.72996e+16 7.17946e+15 6.73271e+15 1.44918e+16 9.468e+15 1.75994e+16 2.19401e+14
 2e+07 8.29478e+16 3.40309e+16 1.48223e+16 3.10886e+14 1.89901e+16 8.60967e+15 9.30354e+15 2.31556e+16 9.17693e+13
 4e+07 6.99716e+15 2.39648e+15 1.75835e+16 7.7358e+14 4.58961e+16 2.04671e+16 2.23789e+16 1.70243e+16 5.71047e+13
