#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 6.34999e+09 6.35657e+09 6.35288e+09 6.34673e+09 6.36332e+09 6.36453e+09 6.35819e+09 6.35617e+09 1.14233e+10
 40 1.98319e+10 1.98526e+10 1.9836e+10 1.98106e+10 1.98813e+10 1.98808e+10 1.98576e+10 1.98506e+10 4.18707e+10
 60 3.50787e+10 3.51154e+10 3.50812e+10 3.50226e+10 3.51851e+10 3.51722e+10 3.51267e+10 3.51127e+10 8.63656e+10
 80 5.03352e+10 5.03869e+10 5.03356e+10 5.02274e+10 5.05112e+10 5.04716e+10 5.04034e+10 5.03831e+10 1.4131e+11
 100 6.55167e+10 6.55804e+10 6.55173e+10 6.53555e+10 6.57725e+10 6.5698e+10 6.56087e+10 6.55805e+10 2.03769e+11
 120 8.10971e+10 8.1169e+10 8.10959e+10 8.08973e+10 8.14445e+10 8.13333e+10 8.1225e+10 8.11833e+10 2.71348e+11
 140 9.75689e+10 9.76511e+10 9.75653e+10 9.73421e+10 9.80233e+10 9.78782e+10 9.77479e+10 9.76868e+10 3.42435e+11
 160 1.15109e+11 1.15204e+11 1.15099e+11 1.14852e+11 1.15693e+11 1.15511e+11 1.15352e+11 1.15266e+11 4.15961e+11
 180 1.33508e+11 1.33622e+11 1.33492e+11 1.33208e+11 1.34246e+11 1.34011e+11 1.33822e+11 1.33709e+11 4.9081e+11
 200 1.52459e+11 1.52595e+11 1.52442e+11 1.52098e+11 1.53366e+11 1.53051e+11 1.52838e+11 1.52703e+11 5.65844e+11
 200 1.52493e+11 1.52701e+11 1.52542e+11 1.52246e+11 1.53582e+11 1.53085e+11 1.52971e+11 1.52814e+11 5.65624e+11
 400 3.61473e+11 3.62579e+11 3.61686e+11 3.6019e+11 3.64752e+11 3.63187e+11 3.6271e+11 3.62391e+11 1.23536e+12
 600 5.89192e+11 5.91551e+11 5.89589e+11 5.87134e+11 5.94862e+11 5.92896e+11 5.91631e+11 5.91023e+11 1.62836e+12
 800 8.25352e+11 8.28959e+11 8.26356e+11 8.23113e+11 8.32251e+11 8.32275e+11 8.29213e+11 8.28284e+11 1.66613e+12
 1000 1.06537e+12 1.07099e+12 1.06783e+12 1.06408e+12 1.07302e+12 1.07642e+12 1.07117e+12 1.06993e+12 1.45074e+12
 1200 1.30845e+12 1.31564e+12 1.31219e+12 1.30797e+12 1.31558e+12 1.32304e+12 1.31553e+12 1.31415e+12 1.20116e+12
 1400 1.55297e+12 1.56176e+12 1.55795e+12 1.55381e+12 1.55882e+12 1.57172e+12 1.56145e+12 1.55989e+12 1.0573e+12
 1600 1.79812e+12 1.80863e+12 1.80405e+12 1.80139e+12 1.80264e+12 1.82189e+12 1.80864e+12 1.80662e+12 1.04637e+12
 1800 2.04375e+12 2.05616e+12 2.05064e+12 2.04956e+12 2.04673e+12 2.07356e+12 2.05662e+12 2.05404e+12 1.12272e+12
 2000 2.29026e+12 2.30443e+12 2.29858e+12 2.29791e+12 2.29089e+12 2.32554e+12 2.30478e+12 2.30197e+12 1.21759e+12
 2000 2.2705e+12 2.3027e+12 2.29117e+12 2.30642e+12 2.27537e+12 2.31819e+12 2.29999e+12 2.29524e+12 1.22424e+12
 4000 4.76403e+12 4.78994e+12 4.79472e+12 4.82706e+12 4.72961e+12 4.87127e+12 4.80931e+12 4.79875e+12 1.29423e+12
 6000 7.23589e+12 7.28328e+12 7.32775e+12 7.37091e+12 7.20553e+12 7.44025e+12 7.3389e+12 7.31626e+12 1.34471e+12
 8000 9.77918e+12 9.79643e+12 9.88572e+12 9.89795e+12 9.66663e+12 9.99083e+12 9.8518e+12 9.83926e+12 1.41123e+12
 10000 1.23712e+13 1.23056e+13 1.2443e+13 1.23937e+13 1.21075e+13 1.2548e+13 1.23498e+13 1.23592e+13 1.47377e+12
 12000 1.49608e+13 1.47917e+13 1.49922e+13 1.48169e+13 1.45227e+13 1.50819e+13 1.48072e+13 1.48503e+13 1.53942e+12
 14000 1.75522e+13 1.72408e+13 1.75117e+13 1.72324e+13 1.69049e+13 1.75983e+13 1.72452e+13 1.73211e+13 1.58685e+12
 16000 2.01187e+13 1.96922e+13 2.00167e+13 1.96753e+13 1.9261e+13 2.00789e+13 1.96718e+13 1.97801e+13 1.65625e+12
 18000 2.26931e+13 2.21295e+13 2.24881e+13 2.21236e+13 2.1588e+13 2.25735e+13 2.20951e+13 2.22318e+13 1.71362e+12
 20000 2.52589e+13 2.45367e+13 2.49465e+13 2.45448e+13 2.38831e+13 2.51008e+13 2.45095e+13 2.46714e+13 1.77108e+12
 20000 2.52311e+13 2.41744e+13 2.45178e+13 2.4761e+13 2.38356e+13 2.52365e+13 2.4611e+13 2.46231e+13 1.75606e+12
 40000 5.13421e+13 4.81053e+13 4.91601e+13 4.90583e+13 4.65153e+13 5.12047e+13 4.89261e+13 4.917e+13 2.40784e+12
 60000 7.72079e+13 7.21603e+13 7.36673e+13 7.28417e+13 6.98019e+13 7.7294e+13 7.33125e+13 7.37256e+13 2.99338e+12
 80000 1.01833e+14 9.62351e+13 9.72412e+13 9.7233e+13 9.35751e+13 1.03328e+14 9.80453e+13 9.82018e+13 3.54478e+12
 100000 1.26709e+14 1.1995e+14 1.21147e+14 1.22247e+14 1.16445e+14 1.28424e+14 1.22372e+14 1.22464e+14 4.12497e+12
 120000 1.51422e+14 1.43782e+14 1.44527e+14 1.47661e+14 1.39205e+14 1.53566e+14 1.46811e+14 1.46717e+14 4.74887e+12
 140000 1.77561e+14 1.6737e+14 1.67268e+14 1.74169e+14 1.62297e+14 1.78844e+14 1.7177e+14 1.71355e+14 5.32029e+12
 160000 2.02912e+14 1.89945e+14 1.89567e+14 2.01624e+14 1.84221e+14 2.04818e+14 1.96888e+14 1.95789e+14 5.94058e+12
 180000 2.28628e+14 2.12659e+14 2.11281e+14 2.29209e+14 2.04262e+14 2.30662e+14 2.21378e+14 2.19836e+14 6.57505e+12
 200000 2.53244e+14 2.34393e+14 2.32887e+14 2.57066e+14 2.23233e+14 2.55317e+14 2.45206e+14 2.43193e+14 7.21174e+12
 200000 2.55169e+14 2.40311e+14 2.33642e+14 2.65285e+14 2.23707e+14 2.39711e+14 2.42901e+14 2.42957e+14 6.73801e+12
 400000 4.94329e+14 4.64767e+14 4.68142e+14 6.04229e+14 4.30191e+14 4.79777e+14 5.04732e+14 4.93138e+14 1.23546e+13
 600000 7.15335e+14 7.3131e+14 7.14391e+14 9.20823e+14 6.44997e+14 7.01239e+14 7.55686e+14 7.4155e+14 1.80809e+13
 800000 9.37129e+14 9.69419e+14 9.42686e+14 1.20603e+15 8.64963e+14 9.35622e+14 1.00221e+15 9.81222e+14 2.32868e+13
 1e+06 1.18453e+15 1.24074e+15 1.18961e+15 1.46618e+15 1.08165e+15 1.12662e+15 1.22482e+15 1.21687e+15 2.90973e+13
 1.2e+06 1.38677e+15 1.49686e+15 1.47649e+15 1.66381e+15 1.30915e+15 1.31242e+15 1.42846e+15 1.43842e+15 3.46656e+13
 1.4e+06 1.57507e+15 1.76581e+15 1.80055e+15 1.80213e+15 1.53808e+15 1.47558e+15 1.60526e+15 1.64868e+15 4.06842e+13
 1.6e+06 1.77859e+15 2.03284e+15 2.11504e+15 1.95219e+15 1.75494e+15 1.66017e+15 1.7891e+15 1.86366e+15 4.66655e+13
 1.8e+06 2.0282e+15 2.29635e+15 2.4382e+15 2.0858e+15 1.97137e+15 1.88663e+15 1.98127e+15 2.09046e+15 5.22446e+13
 2e+06 2.28861e+15 2.56967e+15 2.79253e+15 2.24468e+15 2.24572e+15 2.16066e+15 2.21702e+15 2.35032e+15 5.68627e+13
 2e+06 2.36418e+15 3.10676e+15 2.70328e+15 1.98639e+15 2.3796e+15 2.07845e+15 2.14815e+15 2.37878e+15 5.61576e+13
 4e+06 5.26445e+15 5.4236e+15 6.4125e+15 4.5171e+15 5.5261e+15 4.89684e+15 4.98001e+15 5.26808e+15 1.02828e+14
 6e+06 7.3407e+15 8.06571e+15 1.05921e+16 7.48525e+15 1.02967e+16 7.32999e+15 8.37064e+15 8.48884e+15 1.46271e+14
 8e+06 7.95831e+15 1.05203e+16 1.64036e+16 1.13818e+16 1.60687e+16 1.02138e+16 1.25548e+16 1.21838e+16 1.57018e+14
 1e+07 9.55566e+15 1.45853e+16 2.22762e+16 1.38786e+16 2.14759e+16 1.35689e+16 1.63078e+16 1.59736e+16 1.86785e+14
 1.2e+07 1.18814e+16 1.81561e+16 2.86324e+16 1.75372e+16 2.78381e+16 1.62894e+16 2.05549e+16 2.01556e+16 1.96388e+14
