#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 2e+06 3.0423e+15 2.66436e+15 4.24398e+15 6.44683e+15 5.2621e+15 3.49657e+15 5.0685e+15 4.36785e+15 5.85125e+15
 3e+06 4.78368e+15 3.85118e+15 5.3805e+15 1.18967e+16 4.95047e+15 2.54646e+15 6.46454e+15 5.74744e+15 1.06466e+16
 4e+06 4.22605e+15 5.6598e+15 7.16762e+15 1.77848e+16 8.02885e+15 3.30882e+15 9.7075e+15 8.0983e+15 1.54961e+16
 5e+06 3.46374e+15 9.3726e+15 1.26792e+16 2.4704e+16 1.07476e+16 2.62004e+15 1.26906e+16 1.10164e+16 1.37488e+16
 6e+06 5.27888e+15 1.25241e+16 1.75215e+16 3.50258e+16 1.57328e+16 8.17458e+14 1.7192e+16 1.50251e+16 1.20064e+16
 7e+06 2.76337e+15 1.50851e+16 1.44816e+16 5.09699e+16 1.76968e+16 2.0342e+15 2.3567e+16 1.84509e+16 5.08622e+15
 8e+06 2.31862e+15 2.31189e+16 1.87383e+16 7.46099e+16 1.43544e+16 4.28279e+15 3.10824e+16 2.45395e+16 3.00207e+15
 9e+06 7.20593e+14 3.37807e+16 2.67127e+16 9.65481e+16 3.28467e+16 1.03205e+15 4.34756e+16 3.42472e+16 1.5999e+14
 1e+07 7.97238e+14 2.88478e+16 3.92364e+16 7.92621e+16 4.99578e+16 1.08575e+15 4.34352e+16 3.52453e+16 1.4113e+07
 1e+07 7.97238e+14 2.88478e+16 3.92364e+16 7.92621e+16 4.99578e+16 1.08575e+15 4.34352e+16 3.52453e+16 1.4113e+07
