# Radius 	finiterdf__H_Water_H_Water	rdf__H_Water_H_Water	finiterdf__H_Water_O_Water	rdf__H_Water_O_Water	finiterdf__O_Water_O_Water	rdf__O_Water_O_Water	
16.3914 0.999651	0.999726	0.999704	0.999784	0.999532	0.999597	
16.4118 0.999657	0.999731	1.00017	1.00026	1.00042	1.00049	
16.4323 1.00006	1.00014	0.99975	0.999832	0.999623	0.999688	
16.4528 0.999941	1.00002	0.99987	0.999951	0.999889	0.999954	
16.4733 1.00019	1.00027	1.00002	1.0001	1.00037	1.00044	
16.4937 0.999955	1.00003	0.99992	1	0.999429	0.999494	
16.5142 0.999796	0.999872	0.999789	0.999869	0.999857	0.999921	
16.5347 0.999979	1.00006	0.999771	0.999851	0.99952	0.999581	
16.5552 0.999846	0.999921	0.999414	0.999491	1.00033	1.00039	
16.5756 0.999825	0.999901	0.999797	0.999873	0.999568	0.99963	
16.5961 0.999926	1	0.999719	0.999793	0.999961	1.00002	
16.6166 1.00007	1.00014	1.00027	1.00035	0.999717	0.999777	
16.6371 0.999994	1.00007	0.999515	0.999589	1.00009	1.00015	
16.6575 0.999983	1.00006	1.00004	1.00012	1.00033	1.00039	
16.678 0.999816	0.999892	0.999474	0.999545	0.999954	1.00002	
16.6985 0.999761	0.999836	1.00006	1.00013	1.00081	1.00088	
16.719 1.00021	1.00028	0.999973	1.00005	0.999834	0.999903	
16.7395 0.999695	0.99977	1.00016	1.00023	0.999499	0.999566	
16.7599 0.999469	0.999541	1.0002	1.00027	0.999965	1.00003	
16.7804 0.999901	0.999973	0.999703	0.999777	1.00003	1.0001	
16.8009 1.00006	1.00013	1.00011	1.00018	0.999548	0.999613	
16.8214 0.999897	0.99997	0.999841	0.999916	0.999293	0.999353	
16.8418 1.0001	1.00018	0.999753	0.999827	1.00086	1.00092	
16.8623 0.999794	0.999867	0.99947	0.999541	1.00011	1.00018	
16.8828 0.999896	0.999969	1.00018	1.00025	0.999725	0.999792	
16.9033 0.99987	0.999942	1.00027	1.00035	1.00019	1.00026	
16.9237 0.999988	1.00006	0.999985	1.00006	0.999454	0.999518	
16.9442 0.99996	1.00003	0.999812	0.999887	0.999902	0.999967	
16.9647 0.999749	0.999821	0.999803	0.999876	0.999802	0.999866	
16.9852 1.00008	1.00016	0.999755	0.999827	0.999908	0.999971	
17.0056 0.999757	0.999829	0.999792	0.999864	0.999768	0.99983	
17.0261 0.999556	0.999625	0.999987	1.00006	1.00005	1.00011	
17.0466 1.00018	1.00025	0.999331	0.999398	1.00038	1.00045	
17.0671 0.999718	0.999787	1.00004	1.00011	1.00076	1.00083	
17.0876 0.999977	1.00005	0.99999	1.00006	0.999935	1.00001	
17.108 1.00001	1.00009	0.999987	1.00006	1.00003	1.0001	
17.1285 1.00007	1.00014	0.999236	0.9993	0.999712	0.999783	
17.149 0.999922	0.999994	0.999728	0.99979	1.00002	1.00009	
17.1695 1	1.00007	0.999781	0.999842	1.00008	1.00015	
17.1899 1.00035	1.00043	1.0001	1.00016	0.999575	0.999645	
17.2104 1.00015	1.00023	0.999612	0.999672	0.999559	0.999626	
17.2309 0.999559	0.999633	0.999985	1.00005	1.00028	1.00035	
17.2514 0.999875	0.999949	0.999951	1.00001	0.999599	0.999667	
17.2718 0.99975	0.999822	1.00022	1.00028	0.999819	0.999886	
17.2923 0.999687	0.999757	0.999938	1	0.999202	0.999263	
17.3128 1.00002	1.00009	0.999795	0.999856	1.00033	1.0004	
17.3333 1.00012	1.00019	1.00028	1.00034	1.00078	1.00086	
17.3537 1.00032	1.0004	1.00026	1.00033	1.00037	1.00045	
17.3742 0.999898	0.999973	1.00003	1.00009	0.999174	0.999243	
17.3947 0.999929	1	1.00005	1.00011	1.00018	1.00025	
17.4152 0.999763	0.999837	1.00003	1.0001	0.999742	0.999811	
17.4356 1.00011	1.00019	1.00025	1.00032	0.999311	0.999375	
17.4561 0.999825	0.9999	1.00014	1.00021	0.999237	0.999295	
17.4766 1.00015	1.00023	1.00029	1.00037	0.999979	1.00004	
17.4971 0.999694	0.999769	1.0001	1.00018	0.999696	0.999753	
17.5176 0.999507	0.999579	0.999641	0.999716	0.999473	0.999526	
17.538 1	1.00008	1.00016	1.00024	1.00017	1.00023	
17.5585 1.0006	1.00068	0.999757	0.999833	1.00022	1.00027	
17.579 1.00001	1.00009	1.0001	1.00018	0.999473	0.999526	
17.5995 1.00003	1.00011	1.00005	1.00013	1.00053	1.00059	
17.6199 0.99983	0.999909	0.999803	0.99988	1.00007	1.00013	
17.6404 1.00023	1.00031	1.00006	1.00014	1.00022	1.00028	
17.6609 1.00013	1.00021	0.999957	1.00004	0.999725	0.999784	
17.6814 1.0001	1.00019	1.00023	1.00031	1.00041	1.00047	
17.7018 0.999699	0.999781	0.999303	0.999379	0.999791	0.999853	
17.7223 1.00004	1.00012	1.00002	1.00009	1.00035	1.00041	
17.7428 0.999922	1.00001	0.999767	0.999843	1.00076	1.00083	
17.7633 0.999913	0.999997	1.0002	1.00028	0.999948	1.00002	
17.7837 0.999555	0.999636	0.999914	0.999992	0.999859	0.999932	
17.8042 1.00017	1.00025	0.999807	0.999884	0.999941	1.00001	
17.8247 0.999838	0.99992	1.00001	1.00008	1.00009	1.00017	
17.8452 0.999903	0.999985	0.999987	1.00007	1.00059	1.00067	
17.8657 1.00007	1.00015	1.00001	1.00009	0.999804	0.999883	
17.8861 0.999998	1.00008	1.00005	1.00013	1.00013	1.00022	
17.9066 0.999906	0.999989	0.999866	0.999945	1.00026	1.00034	
17.9271 0.999766	0.999849	1.00009	1.00017	1.00009	1.00017	
17.9476 0.99989	0.999972	1.00004	1.00012	0.999553	0.999635	
17.968 1.0002	1.00029	0.999932	1.00001	0.999962	1.00004	
17.9885 1.00016	1.00025	1.00019	1.00028	0.999563	0.999642	
18.009 1.00007	1.00016	0.999673	0.999756	1.00097	1.00106	
18.0295 0.999909	0.999997	1.0002	1.00029	0.999904	0.999993	
18.0499 0.999832	0.99992	0.999732	0.999815	1.00063	1.00072	
18.0704 0.999959	1.00005	1.00001	1.00009	1.0008	1.0009	
18.0909 0.999738	0.999825	1.00032	1.00041	0.999605	0.999706	
18.1114 0.999824	0.999909	0.99997	1.00006	1.00004	1.00014	
18.1318 1.0001	1.00019	0.999823	0.999911	1.00077	1.00088	
18.1523 1.00012	1.00021	0.99969	0.999776	0.999345	0.999451	
18.1728 0.9998	0.999888	1.00009	1.00018	1.0006	1.00071	
18.1933 0.999976	1.00006	0.999739	0.999825	0.999603	0.999713	
18.2138 1.00005	1.00014	1.0001	1.00019	1.00025	1.00036	
18.2342 1.0001	1.00019	1.00012	1.00021	0.999379	0.999487	
18.2547 0.999965	1.00006	0.999761	0.99985	1.00017	1.00029	
18.2752 0.999854	0.999946	1.0001	1.00019	1.00015	1.00026	
18.2957 1.00002	1.00011	1.00003	1.00012	1.00049	1.00061	
18.3161 0.999973	1.00007	0.999756	0.999845	0.999786	0.999905	
18.3366 0.999693	0.999785	1.00011	1.0002	0.999944	1.00006	
18.3571 0.99987	0.999962	0.999818	0.999909	0.999484	0.999599	
18.3776 1.00004	1.00013	1.00021	1.00031	0.999806	0.99992	
18.398 1.00009	1.00018	0.999831	0.999924	0.999407	0.999517	
18.4185 0.999729	0.999822	0.999704	0.999795	1.00013	1.00024	
18.439 1.00025	1.00035	0.999859	0.99995	0.999075	0.999179	
18.4595 0.999768	0.999863	0.999805	0.999895	0.99939	0.999489	
18.4799 1.00005	1.00015	0.999788	0.999876	0.999918	1.00002	
18.5004 1.00002	1.00012	0.999762	0.999849	1.0004	1.0005	
18.5209 0.999824	0.99992	0.999735	0.99982	0.999629	0.99973	
18.5414 0.999666	0.99976	1.00036	1.00045	0.999448	0.999544	
18.5619 1.00039	1.00048	0.999832	0.99992	1.00007	1.00017	
18.5823 1.00015	1.00025	0.999847	0.999935	0.999364	0.999456	
18.6028 0.999922	1.00002	0.999978	1.00007	1.00115	1.00126	
18.6233 0.999679	0.999779	0.999814	0.999901	1.00032	1.00043	
18.6438 1.00019	1.0003	1.00029	1.00038	0.999304	0.999407	
18.6642 1.00011	1.00021	0.999975	1.00007	0.999754	0.999856	
18.6847 0.999705	0.999808	0.999981	1.00007	0.999851	0.999952	
18.7052 1.00012	1.00023	1.00011	1.0002	0.99928	0.999375	
18.7257 0.999862	0.999967	0.99963	0.999723	1.00044	1.00054	
18.7461 0.999746	0.99985	1.00019	1.00029	1.00028	1.00039	
18.7666 0.99955	0.999649	0.99956	0.999651	0.999228	0.999326	
18.7871 0.999825	0.999924	0.999716	0.999805	0.999552	0.999646	
18.8076 0.999705	0.999801	0.999898	0.999987	0.999436	0.999525	
18.828 0.999727	0.999822	0.999497	0.999582	0.999332	0.999414	
18.8485 0.999663	0.999755	1.00009	1.00017	0.999823	0.999904	
18.869 1.00019	1.00028	0.999719	0.999803	1.00082	1.00091	
18.8895 1.00015	1.00025	1.00053	1.00062	0.999427	0.999513	
18.91 0.999587	0.999682	0.999821	0.999911	0.999952	1.00004	
18.9304 1.00018	1.00028	1.0002	1.00029	0.999843	0.999929	
18.9509 0.999855	0.999952	1.00022	1.00032	0.999703	0.999787	
18.9714 0.999491	0.999583	0.999546	0.999639	0.999375	0.999451	
18.9919 0.99951	0.999598	1.00023	1.00033	0.999586	0.999659	
19.0123 0.999911	0.999998	0.999771	0.999867	0.999938	1.00001	
19.0328 1.00021	1.0003	0.99901	0.999095	1.00057	1.00065	
19.0533 1.00004	1.00013	0.999958	1.00004	0.999207	0.999279	
19.0738 0.99949	0.999578	0.999886	0.999971	0.999069	0.999131	
19.0942 0.999971	1.00006	1.00019	1.00028	0.999306	0.999361	
19.1147 1.00001	1.00009	1.00035	1.00044	1.00067	1.00073	
19.1352 0.999833	0.999921	0.999993	1.00009	1.00041	1.00048	
19.1557 0.999811	0.999898	0.99981	0.999904	0.999051	0.999109	
19.1761 1.00006	1.00015	0.99992	1.00001	1.00055	1.00062	
19.1966 0.999925	1.00001	0.999805	0.999897	1.00073	1.0008	
19.2171 1.00014	1.00023	0.999619	0.999708	1.0003	1.00038	
19.2376 0.999893	0.999985	0.999692	0.999779	0.999983	1.00006	
19.258 0.999822	0.999913	0.999962	1.00005	1.00044	1.00052	
19.2785 1.00015	1.00025	1.00017	1.00026	1.00044	1.00053	
19.299 0.999868	0.999961	1.00025	1.00035	0.999395	0.999482	
19.3195 0.999968	1.00006	0.999788	0.999881	0.999768	0.999853	
19.34 1.00011	1.00021	0.999913	1.00001	0.998867	0.998939	
19.3604 1.00031	1.00041	1.00017	1.00026	1.00035	1.00043	
19.3809 1.00006	1.00016	0.999831	0.999926	0.999441	0.999513	
19.4014 0.999852	0.999956	0.999449	0.999539	1.00004	1.00012	
19.4219 0.999779	0.999881	0.999775	0.999863	0.999603	0.999671	
19.4423 0.999649	0.999747	0.999912	1	1.0006	1.00068	
19.4628 0.999784	0.999881	1.00014	1.00023	1.00074	1.00082	
19.4833 0.999368	0.999458	0.999606	0.999692	0.999297	0.999377	
19.5038 0.999807	0.999895	0.999459	0.99954	1.00091	1.001	
19.5242 0.999748	0.999834	1.00015	1.00024	0.99821	0.99828	
19.5447 1.0001	1.00019	1.00021	1.0003	1.00053	1.00061	
19.5652 0.999638	0.999724	0.999821	0.999907	0.999815	0.999892	
19.5857 0.999462	0.999541	0.999976	1.00006	0.999207	0.999274	
19.6061 0.999874	0.999953	0.999609	0.999692	1.00095	1.00103	
19.6266 0.999853	0.999931	1.00025	1.00033	1.00035	1.00043	
19.6471 0.999948	1.00003	1.00022	1.00031	1.00048	1.00058	
19.6676 0.999824	0.999901	0.999595	0.999682	1.00083	1.00094	
19.6881 0.999873	0.99995	0.999936	1.00002	0.999951	1.00006	
19.7085 1.00009	1.00017	0.99988	0.999967	0.9992	0.999298	
19.729 0.99982	0.999897	0.999917	1	0.999924	1.00002	
19.7495 0.999969	1.00005	1.0004	1.0005	0.999868	0.999967	
19.77 1.00043	1.00052	1.00011	1.00021	0.999494	0.999587	
19.7904 1.00027	1.00036	0.999372	0.999462	0.999447	0.999533	
19.8109 1.00016	1.00025	1.00025	1.00035	1.0005	1.0006	
19.8314 1.00004	1.00014	0.999799	0.999892	0.999834	0.999928	
19.8519 0.999758	0.999851	0.999613	0.999702	1.00042	1.00052	
19.8723 0.999928	1.00002	0.999943	1.00003	0.99944	0.999534	
19.8928 1.00001	1.0001	1.00024	1.00033	1.00047	1.00057	
19.9133 1.00015	1.00025	0.999203	0.999286	0.999182	0.999274	
19.9338 1.00045	1.00055	1.00019	1.00028	0.998752	0.998827	
19.9542 0.999668	0.999771	1.00003	1.00012	1.00026	1.00034	
19.9747 0.999463	0.99956	0.999773	0.999861	0.999795	0.999873	
19.9952 0.999504	0.999595	1.00008	1.00017	0.999659	0.999733	
20.0157 0.99977	0.999858	0.999887	0.999976	0.99927	0.999335	
20.0362 1.00026	1.00035	0.999922	1.00001	0.999444	0.999501	
20.0566 0.999927	1.00002	0.999812	0.9999	0.9995	0.999551	
20.0771 0.999689	0.99978	0.999566	0.99965	0.999616	0.999661	
20.0976 0.999883	0.999974	1.0003	1.00039	0.99994	0.999986	
20.1181 1.00016	1.00025	0.999771	0.999858	1.00004	1.00009	
20.1385 1.00004	1.00013	0.999957	1.00004	0.999642	0.999684	
20.159 1.00035	1.00045	1.00048	1.00058	1.00093	1.00099	
20.1795 1.0002	1.00031	0.999547	0.999638	0.999779	0.999833	
20.2 1.00001	1.00012	0.999693	0.999781	1.00041	1.00048	
20.2204 0.999267	0.999368	1.00018	1.00027	1.00015	1.00022	
20.2409 0.999857	0.999957	1.00009	1.00019	0.998822	0.99887	
20.2614 1.00073	1.00084	0.999837	0.99993	1.0006	1.00066	
20.2819 0.999667	0.999776	0.999863	0.999955	0.999744	0.999799	
20.3023 0.999555	0.999659	0.999657	0.999746	0.999903	0.999957	
20.3228 0.999283	0.999377	0.999314	0.999394	1.00119	1.00126	
20.3433 1.00043	1.00053	0.999438	0.99951	0.999664	0.999733	
20.3638 1.00016	1.00027	1.00026	1.00033	0.999156	0.999213	
20.3843 1.00018	1.00029	0.999892	0.999968	1.00114	1.00121	
20.4047 0.99985	0.99996	1.00002	1.00009	0.999081	0.999143	
20.4252 1.0002	1.00032	0.999556	0.999628	1.00123	1.00132	
20.4457 0.999633	0.999744	0.999034	0.999093	0.999724	0.999804	
20.4662 0.999526	0.999631	0.999704	0.999758	1.00006	1.00014	
