# Radius 	finiterdf__H_Water_H_Water	rdf__H_Water_H_Water	finiterdf__H_Water_O_Water	rdf__H_Water_O_Water	finiterdf__O_Water_O_Water	rdf__O_Water_O_Water	
8.46699 1.0016	1.0018	0.990449	0.990685	0.995215	0.995271	
8.48747 1.00125	1.00146	0.990188	0.990416	0.995856	0.995908	
8.50794 1.00136	1.00157	0.989869	0.990089	0.995945	0.995994	
8.52842 1.0007	1.00091	0.989453	0.989663	0.995865	0.99591	
8.54889 1.00028	1.00049	0.989348	0.989549	0.996373	0.996415	
8.56937 1.00017	1.00038	0.989212	0.989404	0.997206	0.997246	
8.58985 0.999809	1.00002	0.989035	0.989218	0.998696	0.998735	
8.61032 0.998795	0.999005	0.989532	0.989706	0.997301	0.997337	
8.6308 0.998926	0.999135	0.988861	0.989025	0.998753	0.998789	
8.65128 0.998398	0.998605	0.989598	0.989753	0.99854	0.998574	
8.67175 0.998706	0.998913	0.989536	0.989682	0.998286	0.998318	
8.69223 0.997511	0.997715	0.989595	0.989732	0.999729	0.999761	
8.71271 0.99814	0.998343	0.99013	0.990258	1.00002	1.00005	
8.73318 0.997172	0.997373	0.989955	0.990074	1.00023	1.00026	
8.75366 0.99671	0.996907	0.990107	0.990217	0.999857	0.99989	
8.77414 0.996759	0.996954	0.989696	0.989797	1.00049	1.00052	
8.79461 0.996732	0.996924	0.990486	0.990578	1.00068	1.00071	
8.81509 0.996074	0.996263	0.990871	0.990955	1.00096	1.00099	
8.83556 0.996567	0.996752	0.991457	0.991533	1.0017	1.00174	
8.85604 0.996339	0.996521	0.991688	0.991757	1.00119	1.00122	
8.87652 0.995549	0.995727	0.990934	0.990994	1.00206	1.0021	
8.89699 0.995168	0.995342	0.991832	0.991884	1.0009	1.00094	
8.91747 0.995353	0.995522	0.992698	0.992744	1.00196	1.002	
8.93795 0.995141	0.995306	0.993038	0.993077	1.00227	1.00231	
8.95842 0.994769	0.994929	0.993375	0.993407	1.00178	1.00182	
8.9789 0.994755	0.99491	0.993135	0.99316	1.00201	1.00205	
8.99938 0.995166	0.995316	0.994049	0.994069	1.00225	1.0023	
9.01985 0.99409	0.994235	0.994817	0.994833	1.00133	1.00138	
9.04033 0.994787	0.994926	0.995353	0.995364	1.00229	1.00235	
9.0608 0.994871	0.995006	0.994775	0.994781	1.00144	1.00149	
9.08128 0.994546	0.994675	0.995782	0.995783	1.00222	1.00228	
9.10176 0.993921	0.994044	0.996262	0.996259	1.00139	1.00145	
9.12223 0.994038	0.994155	0.995561	0.995554	1.0011	1.00116	
9.14271 0.994444	0.994556	0.996579	0.996568	1.0016	1.00166	
9.16319 0.994499	0.994605	0.997097	0.997083	1.00075	1.00082	
9.18366 0.994801	0.994902	0.997323	0.997306	1.00073	1.0008	
9.20414 0.994823	0.994919	0.99774	0.997721	1.00154	1.0016	
9.22462 0.994264	0.994354	0.998436	0.998416	1.00067	1.00074	
9.24509 0.994572	0.994657	0.998336	0.998314	1.00112	1.00118	
9.26557 0.99458	0.994659	0.998557	0.998534	1.00003	1.0001	
9.28604 0.994816	0.99489	0.999229	0.999204	1.00161	1.00168	
9.30652 0.995337	0.995405	0.999177	0.999151	1.0001	1.00017	
9.327 0.99453	0.994593	0.999822	0.999796	1.00115	1.00122	
9.34747 0.994986	0.995044	0.99999	0.999964	1.00103	1.00111	
9.36795 0.99548	0.995533	1.00044	1.00041	1.001	1.00107	
9.38843 0.995317	0.995364	1.00043	1.00041	1.00088	1.00095	
9.4089 0.995661	0.995704	1.00077	1.00074	0.998923	0.998996	
9.42938 0.995666	0.995704	1.00104	1.00102	0.999044	0.999116	
9.44986 0.99612	0.996154	1.00096	1.00094	0.999404	0.999475	
9.47033 0.99686	0.99689	1.00116	1.00114	1.00046	1.00053	
9.49081 0.996715	0.996742	1.00118	1.00116	0.997499	0.997568	
9.51129 0.996685	0.996708	1.0013	1.00128	0.999445	0.999513	
9.53176 0.996616	0.996635	1.00229	1.00228	0.998634	0.998701	
9.55224 0.996888	0.996904	1.00209	1.00208	0.998704	0.99877	
9.57271 0.996978	0.99699	1.00242	1.00241	0.998196	0.998259	
9.59319 0.997517	0.997527	1.00233	1.00233	0.998324	0.998386	
9.61367 0.997521	0.997528	1.00196	1.00196	0.998042	0.998101	
9.63414 0.99772	0.997724	1.00267	1.00267	0.99827	0.998328	
9.65462 0.998535	0.998537	1.0022	1.00221	0.999147	0.999204	
9.6751 0.998323	0.998324	1.00254	1.00254	0.998345	0.9984	
9.69557 0.998382	0.998381	1.00248	1.00249	0.997648	0.9977	
9.71605 0.999269	0.999267	1.0027	1.00271	0.998959	0.99901	
9.73653 0.99907	0.999067	1.00299	1.00301	0.998029	0.998078	
9.757 0.998716	0.998711	1.00279	1.00281	0.997526	0.997572	
9.77748 0.999397	0.999391	1.00285	1.00287	0.998879	0.998923	
9.79795 0.999391	0.999385	1.00321	1.00323	0.997156	0.997198	
9.81843 0.9995	0.999493	1.00328	1.00331	0.997101	0.997139	
9.83891 0.999997	0.99999	1.00269	1.00272	0.99755	0.997585	
9.85938 0.999998	0.999991	1.00301	1.00304	0.998815	0.998848	
9.87986 1.00006	1.00005	1.00296	1.003	0.998345	0.998377	
9.90034 1.00081	1.0008	1.00276	1.0028	0.997622	0.997651	
9.92081 1.0005	1.0005	1.00271	1.00276	0.997633	0.997658	
9.94129 1.0008	1.0008	1.00233	1.00238	0.998732	0.998756	
9.96177 1.0009	1.0009	1.00266	1.00271	0.998374	0.998396	
9.98224 1.00105	1.00105	1.00267	1.00272	0.998697	0.998718	
10.0027 1.00117	1.00117	1.00191	1.00197	0.998343	0.998362	
10.0232 1.00149	1.00149	1.00205	1.00211	0.999153	0.99917	
10.0437 1.00127	1.00128	1.00216	1.00222	0.998486	0.998502	
10.0641 1.00135	1.00136	1.00214	1.0022	0.999222	0.999236	
10.0846 1.00136	1.00137	1.00239	1.00246	0.998255	0.998267	
10.1051 1.00153	1.00154	1.00172	1.0018	0.999254	0.999265	
10.1256 1.00173	1.00174	1.00174	1.00181	0.999243	0.999254	
10.1461 1.00167	1.00169	1.00148	1.00155	0.999097	0.999106	
10.1665 1.00212	1.00213	1.00132	1.0014	0.998858	0.998866	
10.187 1.00154	1.00155	1.00104	1.00112	0.999632	0.999639	
10.2075 1.00217	1.00219	1.00139	1.00147	0.999463	0.999469	
10.228 1.00225	1.00228	1.00124	1.00132	0.999677	0.999683	
10.2484 1.00195	1.00197	1.00086	1.00095	1.00039	1.00039	
10.2689 1.0025	1.00253	1.00143	1.00151	1.00009	1.0001	
10.2894 1.00208	1.00212	1.00097	1.00106	1.00124	1.00125	
10.3099 1.0024	1.00243	1.00069	1.00078	1.00071	1.00072	
10.3303 1.00265	1.00269	1.00073	1.00082	1.00036	1.00037	
10.3508 1.00215	1.0022	1.00047	1.00056	1.00007	1.00008	
10.3713 1.00199	1.00203	1.00076	1.00086	1.00021	1.00022	
10.3918 1.00227	1.00232	1.00049	1.00058	1.00101	1.00102	
10.4122 1.00274	1.0028	1.00029	1.00039	1.00147	1.00149	
10.4327 1.00223	1.00229	1.00023	1.00033	1.0012	1.00122	
10.4532 1.0024	1.00246	1.0002	1.00029	1.00132	1.00133	
10.4737 1.00179	1.00185	1.00002	1.00011	1.00231	1.00234	
10.4942 1.00197	1.00204	1.00045	1.00054	1.00121	1.00123	
10.5146 1.00192	1.00199	0.999755	0.999851	1.00224	1.00226	
10.5351 1.0021	1.00217	0.999649	0.999744	1.00133	1.00136	
10.5556 1.00192	1.002	0.999423	0.999518	1.00115	1.00118	
10.5761 1.00183	1.00191	0.999812	0.999907	1.00208	1.00212	
10.5965 1.00184	1.00192	0.999529	0.999623	1.00147	1.00151	
10.617 1.00193	1.00201	0.999919	1.00001	1.0021	1.00214	
10.6375 1.00206	1.00214	0.999784	0.999878	1.00244	1.00248	
10.658 1.0017	1.00179	0.999244	0.999337	1.00227	1.00231	
10.6784 1.00164	1.00174	0.999399	0.999491	1.00322	1.00327	
10.6989 1.00115	1.00124	0.999394	0.999485	1.00183	1.00188	
10.7194 1.00132	1.00142	0.99978	0.999871	1.00342	1.00348	
10.7399 1.00113	1.00123	0.999337	0.999427	1.00244	1.0025	
10.7603 1.00133	1.00144	0.99962	0.99971	1.00302	1.00309	
10.7808 1.00146	1.00156	0.999326	0.999415	1.00151	1.00158	
10.8013 1.00113	1.00123	0.99975	0.999839	1.00222	1.0023	
10.8218 1.00111	1.00122	0.999348	0.999435	1.00218	1.00225	
10.8423 1.00119	1.0013	0.999634	0.999721	1.0028	1.00289	
10.8627 1.00092	1.00103	1.00014	1.00023	1.00226	1.00235	
10.8832 1.00055	1.00066	0.999081	0.999167	1.00298	1.00307	
10.9037 1.0004	1.00051	0.999223	0.999308	1.00252	1.00262	
10.9242 1.00088	1.00099	0.999426	0.99951	1.00338	1.00348	
10.9446 1.00037	1.00048	0.999546	0.99963	1.00339	1.00349	
10.9651 1.00005	1.00017	0.999782	0.999866	1.00225	1.00236	
10.9856 1.00039	1.00051	0.999818	0.999902	1.00237	1.00248	
11.0061 1.00016	1.00027	0.999457	0.99954	1.00184	1.00196	
11.0265 1.00055	1.00067	0.999809	0.999892	1.0024	1.00252	
11.047 1.00007	1.00019	1.00027	1.00035	1.00246	1.00259	
11.0675 1.0001	1.00022	0.999303	0.999385	1.00211	1.00224	
11.088 0.999975	1.00009	0.9998	0.999881	1.00248	1.00262	
11.1084 0.999907	1.00003	1.00009	1.00017	1.00211	1.00225	
11.1289 0.999691	0.99981	1.00042	1.0005	1.00183	1.00197	
11.1494 0.999945	1.00006	1.00014	1.00022	1.00304	1.00318	
11.1699 0.999664	0.999783	1.00003	1.00011	1.002	1.00215	
11.1903 0.999963	1.00008	1.00026	1.00035	1.00092	1.00107	
11.2108 0.999658	0.999776	1.00038	1.00046	1.00105	1.0012	
11.2313 0.999206	0.999322	1.00036	1.00045	1.00083	1.00098	
11.2518 0.999702	0.999818	1.00014	1.00022	1.00087	1.00103	
11.2723 0.999513	0.999629	1.00019	1.00028	1.00183	1.00199	
11.2927 0.999954	1.00007	1.00034	1.00043	1.00071	1.00088	
11.3132 0.999512	0.999628	1.00054	1.00063	1.00057	1.00073	
11.3337 0.999362	0.999477	0.999776	0.999864	1.00038	1.00055	
11.3542 0.999666	0.99978	1.00056	1.00065	1.00105	1.00122	
11.3746 0.998966	0.999078	1.00053	1.00062	1.00047	1.00064	
11.3951 0.999452	0.999563	1.00028	1.00037	1.00078	1.00095	
11.4156 0.999217	0.999327	1.00046	1.00055	0.99993	1.0001	
11.4361 0.99969	0.9998	1.00048	1.00057	1.0007	1.00087	
11.4565 0.999665	0.999775	1.00053	1.00062	0.9992	0.999371	
11.477 0.999222	0.99933	1.0007	1.00079	0.999709	0.99988	
11.4975 0.998882	0.998988	1.00048	1.00057	0.999278	0.999448	
11.518 0.999325	0.99943	1.00044	1.00054	1.00009	1.00026	
11.5384 0.999525	0.99963	1.00044	1.00054	0.99952	0.99969	
11.5589 0.999098	0.999201	1.00019	1.00029	0.999998	1.00017	
11.5794 0.999677	0.99978	1.00054	1.00064	0.999636	0.999806	
11.5999 0.999441	0.999543	1.00025	1.00035	0.998485	0.998652	
11.6204 0.99889	0.998989	1.00066	1.00076	0.999167	0.999333	
11.6408 0.99913	0.999228	1.00037	1.00048	0.999108	0.999273	
11.6613 0.999561	0.999658	1.00047	1.00058	0.998665	0.998827	
11.6818 0.999464	0.999561	1.00053	1.00063	0.99886	0.999021	
11.7023 0.999068	0.999163	1.00063	1.00074	0.998168	0.998325	
11.7227 0.999522	0.999616	1.0006	1.00071	0.999364	0.99952	
11.7432 0.999315	0.999408	1.00087	1.00098	0.999234	0.999389	
11.7637 0.999505	0.999597	1.00048	1.00059	0.998756	0.998909	
11.7842 0.999438	0.999529	1.00034	1.00045	0.998312	0.998461	
11.8046 0.999255	0.999345	1.0002	1.00032	0.998159	0.998305	
11.8251 0.999336	0.999425	1.00048	1.00059	0.998477	0.998619	
11.8456 0.999665	0.999753	1.00075	1.00087	0.999356	0.999497	
11.8661 0.99964	0.999728	1.0006	1.00072	0.997953	0.998091	
11.8865 0.999624	0.999711	1.00042	1.00054	0.998967	0.999103	
11.907 0.999975	1.00006	0.999539	0.999658	0.99757	0.9977	
11.9275 0.999678	0.999765	1.00013	1.00025	0.998291	0.998419	
11.948 0.999064	0.999149	1.00018	1.0003	0.998471	0.998595	
11.9685 1	1.00009	1.00024	1.00037	0.997658	0.997778	
11.9889 0.999586	0.99967	0.999925	1.00005	0.998706	0.998823	
12.0094 0.999828	0.999912	1.00005	1.00017	0.998358	0.998472	
12.0299 1.00021	1.0003	0.999857	0.999979	0.998937	0.999049	
12.0504 0.999744	0.999829	0.999838	0.99996	0.998896	0.999006	
12.0708 0.999865	0.999949	0.999907	1.00003	0.997792	0.997897	
12.0913 1.00023	1.00032	0.999498	0.999619	0.997502	0.997601	
12.1118 0.999604	0.999688	0.999804	0.999924	0.998955	0.999053	
12.1323 1.00003	1.00012	0.999599	0.999719	0.998	0.998094	
12.1527 1.00038	1.00046	0.999467	0.999585	0.998499	0.998589	
12.1732 1.0003	1.00039	1.00022	1.00033	0.998498	0.998585	
12.1937 0.999885	0.999971	0.999767	0.999886	0.998334	0.998417	
12.2142 0.999928	1.00001	0.9994	0.999518	0.998643	0.998724	
12.2346 0.999993	1.00008	0.999626	0.999743	0.999294	0.999373	
12.2551 1.00015	1.00024	0.999664	0.999781	0.998163	0.998238	
12.2756 0.99988	0.999967	0.999469	0.999585	0.998716	0.998788	
12.2961 1.00011	1.0002	0.999381	0.999496	0.998591	0.99866	
12.3166 0.999766	0.999853	0.999547	0.999661	0.998681	0.998747	
12.337 0.999878	0.999965	0.999272	0.999385	0.99912	0.999184	
12.3575 1.00032	1.00041	0.999297	0.999409	0.999396	0.999459	
12.378 1.00003	1.00012	0.999335	0.999445	0.998605	0.998665	
12.3985 1.00026	1.00035	0.999365	0.999474	0.99892	0.998977	
12.4189 0.999815	0.999904	0.998876	0.998982	0.999067	0.999122	
12.4394 1.00012	1.00021	0.999728	0.999834	0.998657	0.998708	
12.4599 0.999987	1.00008	0.999245	0.999349	0.999331	0.999381	
12.4804 1.00033	1.00042	0.999004	0.999106	0.998802	0.99885	
12.5008 1.00011	1.0002	0.999229	0.999329	0.99824	0.998283	
12.5213 0.999786	0.999877	0.99907	0.999168	0.999385	0.999426	
12.5418 1.00022	1.00031	0.999376	0.999473	0.999569	0.99961	
12.5623 0.999722	0.999813	0.999249	0.999344	0.998879	0.998917	
12.5827 0.999704	0.999795	0.998995	0.999088	0.999507	0.999544	
12.6032 1.00015	1.00024	0.999416	0.999507	0.998887	0.998921	
12.6237 0.999722	0.999812	0.998907	0.998995	0.999229	0.999261	
12.6442 1.00028	1.00038	0.999182	0.999269	0.999011	0.999041	
12.6647 0.999977	1.00007	0.999471	0.999557	0.999438	0.999466	
12.6851 0.999744	0.999836	0.999097	0.999181	1.00046	1.00049	
12.7056 0.999814	0.999905	0.999063	0.999145	1.00033	1.00036	
12.7261 1.00022	1.00031	0.999164	0.999244	0.999766	0.999796	
12.7466 0.999671	0.999762	0.999076	0.999153	0.999975	1.00001	
12.767 1.0001	1.00019	0.999168	0.999243	0.999769	0.999798	
12.7875 0.999479	0.99957	0.999442	0.999516	1.00049	1.00052	
12.808 0.99993	1.00002	0.999577	0.99965	1.00078	1.00081	
12.8285 0.999892	0.999983	0.999471	0.999542	1.00022	1.00025	
12.8489 1.00004	1.00013	0.999271	0.999341	0.999781	0.999814	
12.8694 1.00029	1.00038	0.999025	0.999092	0.999445	0.999477	
12.8899 0.999791	0.999883	0.999371	0.999437	1.00003	1.00006	
12.9104 0.999788	0.999879	0.999351	0.999415	1.00084	1.00088	
12.9308 0.99972	0.999811	0.999059	0.999121	1.00074	1.00077	
12.9513 0.999827	0.999918	0.999458	0.999519	1.00016	1.0002	
12.9718 0.999759	0.999849	0.999568	0.999627	1.00008	1.00012	
12.9923 0.999765	0.999855	0.999816	0.999875	1.00072	1.00076	
13.0127 0.999863	0.999953	0.999447	0.999505	1.00082	1.00087	
13.0332 0.99978	0.99987	0.999381	0.999437	1.00019	1.00024	
13.0537 0.999799	0.999888	0.99931	0.999364	1.00053	1.00057	
13.0742 0.99954	0.999628	0.999672	0.999725	1.0005	1.00054	
13.0947 0.999788	0.999876	0.999347	0.999399	1.00028	1.00033	
13.1151 0.999728	0.999815	0.999934	0.999985	1.00059	1.00064	
13.1356 0.999802	0.999889	0.999879	0.99993	0.999882	0.999931	
13.1561 0.999411	0.999496	0.99999	1.00004	1.00097	1.00103	
13.1766 0.999388	0.999472	0.999878	0.999929	1.00144	1.0015	
13.197 0.999545	0.999627	0.999758	0.999808	1.00089	1.00095	
13.2175 0.999623	0.999704	0.999618	0.999668	1.00071	1.00077	
13.238 0.999311	0.999391	0.999819	0.999868	1.00085	1.00091	
13.2585 1.00004	1.00012	1.00006	1.00011	1.00056	1.00063	
13.2789 0.999721	0.999801	1.00011	1.00016	0.999509	0.999574	
13.2994 0.999726	0.999805	0.999817	0.999866	1.00067	1.00074	
13.3199 0.999675	0.999753	1.00019	1.00024	0.999948	1.00002	
13.3404 0.999836	0.999913	0.999895	0.999945	1.001	1.00107	
13.3608 0.999754	0.999831	1.00013	1.00018	1.00051	1.00059	
13.3813 0.999404	0.99948	0.999749	0.999799	1.00017	1.00025	
13.4018 0.99975	0.999825	0.999538	0.999586	1.0009	1.00098	
13.4223 0.999468	0.999541	1.00008	1.00013	1.00072	1.0008	
13.4428 0.999813	0.999886	1.00019	1.00024	1.00033	1.00041	
13.4632 0.999778	0.999851	0.999868	0.999918	1.0004	1.00049	
13.4837 0.999935	1.00001	1.00026	1.00031	1.00021	1.00029	
13.5042 0.999668	0.999739	0.999927	0.999978	1.00025	1.00033	
13.5247 0.999295	0.999364	0.999914	0.999964	1.00014	1.00022	
13.5451 0.999761	0.99983	1.00043	1.00049	1.00064	1.00073	
13.5656 0.999945	1.00001	1.0001	1.00015	1.0001	1.00019	
13.5861 1.00003	1.0001	1.00024	1.00029	1.00038	1.00047	
13.6066 0.999861	0.99993	0.999704	0.999756	0.999401	0.999489	
13.627 0.999607	0.999675	1.00008	1.00013	1.00034	1.00043	
13.6475 0.999689	0.999756	1.00057	1.00062	1.00033	1.00042	
13.668 0.999837	0.999904	1.00024	1.00029	0.999363	0.999452	
13.6885 0.999359	0.999424	1.00041	1.00046	1.00069	1.00078	
13.7089 0.999547	0.999611	1.00009	1.00015	1.0002	1.00029	
13.7294 0.999793	0.999855	1.00052	1.00058	0.999928	1.00002	
13.7499 0.999778	0.99984	1.00041	1.00048	1.00021	1.00031	
13.7704 1.00009	1.00016	1.00101	1.00108	1.00048	1.00058	
13.7909 0.999866	0.999928	1.00043	1.0005	0.999861	0.999957	
13.8113 0.999846	0.999909	1.00052	1.00059	0.999487	0.999581	
13.8318 0.999873	0.999935	1.00033	1.0004	0.999936	1.00003	
13.8523 1.0001	1.00016	1.00039	1.00047	0.99942	0.999513	
13.8728 0.999915	0.999977	1.00001	1.00009	0.999676	0.999768	
13.8932 0.999707	0.999769	0.999906	0.99998	1.00007	1.00016	
13.9137 0.999754	0.999815	1.00053	1.0006	1.00034	1.00044	
13.9342 0.999944	1	1.00045	1.00052	0.99976	0.999854	
13.9547 1.00038	1.00044	1.00024	1.00032	0.999988	1.00008	
13.9751 1.00027	1.00033	1.00018	1.00026	0.999921	1.00002	
13.9956 1.00021	1.00027	1.00035	1.00043	0.999904	0.999998	
14.0161 0.999882	0.999947	1.00012	1.0002	0.999567	0.99966	
14.0366 1.00014	1.00021	1.00025	1.00033	0.999358	0.999449	
14.057 1.00009	1.00015	1.00033	1.00042	0.999779	0.999869	
14.0775 0.999952	1.00002	1.00016	1.00025	0.999589	0.999678	
14.098 0.999945	1.00001	1.00028	1.00037	1.00022	1.00031	
14.1185 1.00011	1.00018	1.00016	1.00025	1.00045	1.00054	
14.139 0.999703	0.999769	1.00052	1.00061	0.999705	0.999796	
14.1594 1.00012	1.00018	1.00026	1.00036	0.999542	0.999632	
14.1799 1.00017	1.00024	1.00002	1.00011	0.999508	0.999596	
14.2004 1.00017	1.00024	1.00058	1.00068	0.999872	0.99996	
14.2209 0.999832	0.999901	0.999694	0.99979	0.999927	1.00001	
14.2413 1.00009	1.00016	1.00016	1.00026	0.999843	0.999931	
14.2618 1.00004	1.00011	1.00021	1.00031	0.999923	1.00001	
14.2823 1.00017	1.00024	1.00028	1.00038	1.00068	1.00077	
14.3028 1.00026	1.00033	0.999945	1.00005	1.00011	1.0002	
14.3232 1.00018	1.00025	0.99988	0.99998	0.999867	0.999959	
14.3437 1.00026	1.00033	0.99988	0.99998	1.00005	1.00014	
14.3642 1.00005	1.00013	0.999866	0.999965	0.999983	1.00008	
14.3847 1.00024	1.00031	0.999849	0.999949	0.999798	0.99989	
14.4051 1.00016	1.00024	0.999902	1	1.00011	1.00021	
14.4256 1.00032	1.0004	1.00008	1.00018	1.00051	1.00061	
14.4461 1.00005	1.00013	0.999837	0.999937	1.00012	1.00021	
14.4666 0.999948	1.00003	0.999908	1.00001	0.999279	0.999373	
14.487 1.00027	1.00035	0.999877	0.999977	1.00014	1.00024	
14.5075 1.00019	1.00027	0.999913	1.00001	1.00011	1.0002	
14.528 1.00009	1.00017	1.00037	1.00047	0.999639	0.999734	
14.5485 1.00031	1.0004	1.00001	1.00011	0.999676	0.99977	
14.569 1.0002	1.00028	0.999621	0.999722	0.999118	0.999208	
14.5894 1.00008	1.00016	0.999657	0.999757	0.998808	0.998892	
14.6099 0.999719	0.999806	0.999957	1.00006	0.999752	0.999836	
14.6304 1.00037	1.00046	1.00003	1.00014	1.00035	1.00043	
14.6509 1.00029	1.00038	1.00003	1.00013	0.999777	0.999862	
14.6713 0.999941	1.00003	0.99978	0.999882	1.00047	1.00055	
14.6918 0.999892	0.999983	1.00023	1.00034	0.999294	0.999379	
14.7123 1	1.00009	0.999939	1.00004	0.99947	0.999553	
14.7328 1.0001	1.00019	0.999931	1.00003	0.999772	0.999854	
14.7532 1.00004	1.00014	0.999763	0.999866	0.999718	0.999799	
14.7737 1.00026	1.00035	1	1.00011	1.00017	1.00025	
14.7942 1.0001	1.00019	1.00001	1.00012	1.0002	1.00028	
14.8147 1.00019	1.00029	0.999783	0.999886	1.00016	1.00025	
14.8351 0.999979	1.00008	0.999694	0.999796	0.999294	0.999376	
14.8556 1.00018	1.00028	0.999948	1.00005	0.999517	0.999596	
14.8761 0.999987	1.00009	0.999633	0.999734	1.00035	1.00043	
14.8966 1.00006	1.00016	0.999992	1.00009	1.00065	1.00073	
14.9171 1.00013	1.00023	0.99982	0.999922	1.00037	1.00046	
14.9375 0.999974	1.00008	0.999687	0.999787	1.0003	1.00039	
14.958 0.999918	1.00002	0.999874	0.999974	1.00071	1.00081	
14.9785 1.00003	1.00014	0.999845	0.999945	1.00041	1.00051	
14.999 0.999966	1.00007	0.999735	0.999834	1.00036	1.00045	
15.0194 0.999672	0.999774	1.00001	1.00011	1.00033	1.00043	
15.0399 0.999787	0.999888	0.999955	1.00006	1.00065	1.00076	
15.0604 1.00012	1.00022	0.999946	1.00005	1.0001	1.00021	
15.0809 1.00032	1.00043	0.999885	0.999985	1.00016	1.00027	
15.1013 1.00018	1.00028	1.00002	1.00012	0.999532	0.999638	
15.1218 0.999622	0.999727	0.999717	0.999816	1.00012	1.00023	
15.1423 1.00003	1.00014	0.999667	0.999766	0.999255	0.999358	
15.1628 0.999883	0.999988	0.999846	0.999944	1.00006	1.00016	
15.1832 0.999862	0.999967	0.999856	0.999954	0.999012	0.999112	
15.2037 0.999978	1.00008	0.999771	0.999869	0.9995	0.999597	
15.2242 0.999938	1.00004	1.00003	1.00012	0.999995	1.00009	
15.2447 0.999628	0.999732	0.999934	1.00003	0.999718	0.999815	
15.2652 0.999737	0.999841	0.999465	0.999561	0.9997	0.999796	
15.2856 1.00007	1.00018	0.999939	1.00004	1.00039	1.00049	
15.3061 0.99987	0.999974	0.999195	0.999287	1.00058	1.00068	
15.3266 1.00015	1.00026	0.999863	0.999955	0.999678	0.999779	
15.3471 0.999679	0.999784	0.999981	1.00007	1.0003	1.00041	
15.3675 0.999712	0.999815	0.999672	0.999763	1.00053	1.00064	
15.388 1.00002	1.00013	0.99983	0.999921	0.999482	0.999587	
15.4085 0.9998	0.999904	0.999852	0.999942	1.00006	1.00016	
15.429 0.999564	0.999666	1.00011	1.00021	0.999708	0.999812	
15.4494 0.999975	1.00008	0.999815	0.999906	0.999347	0.999448	
15.4699 0.999562	0.999662	0.999528	0.999616	1.00055	1.00065	
15.4904 0.999924	1.00002	1.00022	1.00031	1.00053	1.00064	
15.5109 0.99991	1.00001	0.99971	0.9998	0.999304	0.999409	
15.5313 0.999906	1.00001	1.00014	1.00023	1.00061	1.00072	
15.5518 0.999639	0.999738	0.999853	0.999943	1.00027	1.00039	
15.5723 0.999571	0.999669	0.999736	0.999825	0.999665	0.999775	
15.5928 0.999877	0.999974	0.999697	0.999786	0.999314	0.999421	
15.6133 0.999659	0.999755	1.00004	1.00013	0.999786	0.999892	
15.6337 0.999752	0.999848	1.00004	1.00013	0.999167	0.999269	
15.6542 0.999882	0.999977	0.999839	0.999928	0.99967	0.99977	
15.6747 0.999814	0.999908	0.999695	0.999783	0.999806	0.999906	
15.6952 1.00018	1.00028	1.00007	1.00016	0.99987	0.99997	
15.7156 0.99994	1.00004	0.999799	0.999887	1.00026	1.00036	
15.7361 0.99986	0.999956	1.0003	1.00039	0.999494	0.999594	
15.7566 0.999719	0.999814	0.999612	0.9997	0.999684	0.999782	
15.7771 0.999705	0.999799	0.999685	0.999772	0.999627	0.999723	
15.7975 0.999117	0.999206	1.00008	1.00017	0.999965	1.00006	
15.818 0.999881	0.99997	0.999748	0.999835	1.00044	1.00054	
15.8385 0.999713	0.999801	1.0001	1.00019	0.999193	0.999289	
15.859 0.999968	1.00006	0.999759	0.999846	0.999976	1.00007	
15.8794 0.999783	0.999871	0.999961	1.00005	0.99915	0.999242	
15.8999 0.999989	1.00008	1	1.00009	0.999663	0.999754	
15.9204 0.99954	0.999625	0.999897	0.999985	0.999474	0.999562	
15.9409 0.999812	0.999897	1.00008	1.00017	1.00032	1.00041	
15.9613 0.999884	0.999969	0.999967	1.00006	1.00005	1.00014	
15.9818 1.00004	1.00012	1.00004	1.00013	0.999701	0.999791	
16.0023 0.999701	0.999785	0.999773	0.999863	1.00021	1.0003	
16.0228 0.999967	1.00005	1.00009	1.00018	1.00001	1.0001	
16.0433 0.99939	0.999472	0.99989	0.999981	0.999761	0.999853	
16.0637 0.999835	0.999916	1.00009	1.00018	0.999937	1.00003	
16.0842 1.00024	1.00032	0.999856	0.999947	1.00023	1.00032	
16.1047 0.999842	0.999924	0.999752	0.999843	0.999658	0.999751	
16.1252 0.99998	1.00006	0.999973	1.00006	1.00004	1.00014	
16.1456 1.00034	1.00043	0.999761	0.999851	1.00005	1.00015	
16.1661 0.999511	0.999594	0.999786	0.999875	0.999961	1.00005	
16.1866 0.999754	0.999836	0.999409	0.999495	1.00001	1.00011	
16.2071 0.999536	0.999616	1.0001	1.00019	0.998998	0.999087	
16.2275 0.999854	0.999933	0.99963	0.999715	0.999684	0.999772	
16.248 0.999992	1.00007	1.00021	1.0003	0.999357	0.999441	
16.2685 0.999759	0.999837	0.999713	0.999799	0.999444	0.999525	
16.289 0.999854	0.999932	0.999786	0.999872	0.998929	0.999004	
16.3094 0.999994	1.00007	0.999547	0.99963	0.999398	0.999469	
16.3299 0.999976	1.00006	0.999604	0.999685	0.999221	0.999288	
16.3504 0.999815	0.999893	0.999917	0.999998	0.999937	1	
16.3709 0.999801	0.999878	1.00011	1.00019	0.999928	0.999995	
