#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 6.14183e+09 6.14704e+09 6.13551e+09 6.14075e+09 6.15004e+09 6.13992e+09 6.14357e+09 6.14273e+09 1.10199e+10
 40 1.91856e+10 1.92076e+10 1.91566e+10 1.91798e+10 1.92122e+10 1.91788e+10 1.91903e+10 1.91875e+10 4.03852e+10
 60 3.39479e+10 3.39982e+10 3.38848e+10 3.39289e+10 3.40011e+10 3.39355e+10 3.39552e+10 3.39505e+10 8.32803e+10
 80 4.87372e+10 4.88247e+10 4.86365e+10 4.86902e+10 4.88265e+10 4.87123e+10 4.8743e+10 4.87389e+10 1.3622e+11
 100 6.34772e+10 6.36122e+10 6.33373e+10 6.33933e+10 6.35972e+10 6.34282e+10 6.34729e+10 6.3474e+10 1.96376e+11
 120 7.862e+10 7.8819e+10 7.84468e+10 7.84974e+10 7.87733e+10 7.85393e+10 7.86033e+10 7.86134e+10 2.61446e+11
 140 9.46285e+10 9.49185e+10 9.44325e+10 9.44808e+10 9.48446e+10 9.45133e+10 9.46129e+10 9.46317e+10 3.29895e+11
 160 1.11674e+11 1.12072e+11 1.11459e+11 1.11516e+11 1.11986e+11 1.1152e+11 1.11674e+11 1.11698e+11 4.00708e+11
 180 1.2956e+11 1.3007e+11 1.29321e+11 1.29396e+11 1.29979e+11 1.29367e+11 1.2958e+11 1.29608e+11 4.72823e+11
 200 1.4799e+11 1.48599e+11 1.47713e+11 1.47811e+11 1.48505e+11 1.47768e+11 1.48028e+11 1.48057e+11 5.45155e+11
 200 1.48123e+11 1.48611e+11 1.47576e+11 1.47769e+11 1.48396e+11 1.47897e+11 1.48021e+11 1.48054e+11 5.44823e+11
 400 3.51678e+11 3.5335e+11 3.50461e+11 3.49883e+11 3.52969e+11 3.51033e+11 3.51295e+11 3.51509e+11 1.19247e+12
 600 5.75258e+11 5.77376e+11 5.72346e+11 5.70647e+11 5.77372e+11 5.73386e+11 5.73802e+11 5.74278e+11 1.57612e+12
 800 8.078e+11 8.09827e+11 8.02867e+11 7.9895e+11 8.10475e+11 8.04361e+11 8.04596e+11 8.0549e+11 1.61509e+12
 1000 1.04555e+12 1.04639e+12 1.03757e+12 1.03047e+12 1.04704e+12 1.03982e+12 1.03911e+12 1.04074e+12 1.40843e+12
 1200 1.28463e+12 1.28475e+12 1.27461e+12 1.26334e+12 1.2846e+12 1.27823e+12 1.27539e+12 1.27777e+12 1.16318e+12
 1400 1.52452e+12 1.5242e+12 1.51327e+12 1.49694e+12 1.52328e+12 1.51823e+12 1.51282e+12 1.51596e+12 1.02117e+12
 1600 1.76519e+12 1.76401e+12 1.75297e+12 1.73089e+12 1.76403e+12 1.7591e+12 1.75134e+12 1.7551e+12 1.00932e+12
 1800 2.00575e+12 2.00423e+12 1.99265e+12 1.96393e+12 2.00476e+12 2.00011e+12 1.9896e+12 1.99411e+12 1.08699e+12
 2000 2.24667e+12 2.24437e+12 2.23338e+12 2.19674e+12 2.24407e+12 2.24224e+12 2.22768e+12 2.2332e+12 1.1825e+12
 2000 2.23717e+12 2.23715e+12 2.24591e+12 2.19148e+12 2.25359e+12 2.23053e+12 2.2252e+12 2.23115e+12 1.17961e+12
 4000 4.65419e+12 4.60795e+12 4.63851e+12 4.52398e+12 4.64323e+12 4.69255e+12 4.61992e+12 4.62537e+12 1.2518e+12
 6000 7.07492e+12 7.01918e+12 7.06697e+12 6.87152e+12 7.04941e+12 7.13778e+12 7.01957e+12 7.03322e+12 1.31572e+12
 8000 9.506e+12 9.43614e+12 9.51626e+12 9.20529e+12 9.45181e+12 9.63846e+12 9.43185e+12 9.45356e+12 1.38355e+12
 10000 1.1963e+13 1.18787e+13 1.19308e+13 1.15247e+13 1.19389e+13 1.21263e+13 1.18633e+13 1.18877e+13 1.44152e+12
 12000 1.44001e+13 1.43052e+13 1.43201e+13 1.38377e+13 1.44487e+13 1.46193e+13 1.43019e+13 1.43179e+13 1.50704e+12
 14000 1.68401e+13 1.66676e+13 1.66464e+13 1.61441e+13 1.69579e+13 1.71171e+13 1.67397e+13 1.6731e+13 1.56328e+12
 16000 1.92472e+13 1.90457e+13 1.89376e+13 1.84293e+13 1.94137e+13 1.96425e+13 1.91618e+13 1.91278e+13 1.6254e+12
 18000 2.16541e+13 2.14701e+13 2.12203e+13 2.07136e+13 2.18771e+13 2.22267e+13 2.16058e+13 2.15427e+13 1.69614e+12
 20000 2.40233e+13 2.38373e+13 2.34703e+13 2.2997e+13 2.43564e+13 2.48268e+13 2.40601e+13 2.39468e+13 1.74657e+12
 20000 2.35069e+13 2.34517e+13 2.30986e+13 2.27276e+13 2.44137e+13 2.53985e+13 2.41799e+13 2.38489e+13 1.7862e+12
 40000 4.61406e+13 4.74356e+13 4.49551e+13 4.51569e+13 5.06234e+13 5.17923e+13 4.91909e+13 4.79854e+13 2.44197e+12
 60000 6.86582e+13 7.20878e+13 6.71847e+13 6.75713e+13 7.65843e+13 7.81253e+13 7.40936e+13 7.21803e+13 3.07872e+12
 80000 9.12949e+13 9.6992e+13 8.96487e+13 8.9494e+13 1.01283e+14 1.05419e+14 9.8732e+13 9.62973e+13 3.58567e+12
 100000 1.1547e+14 1.215e+14 1.13416e+14 1.12151e+14 1.26118e+14 1.31864e+14 1.23377e+14 1.20744e+14 4.1734e+12
 120000 1.39341e+14 1.44079e+14 1.35855e+14 1.36994e+14 1.52044e+14 1.60025e+14 1.49688e+14 1.45716e+14 4.67935e+12
 140000 1.62875e+14 1.67497e+14 1.57934e+14 1.62767e+14 1.78663e+14 1.86958e+14 1.76129e+14 1.70785e+14 5.3366e+12
 160000 1.87435e+14 1.92016e+14 1.81567e+14 1.87832e+14 2.06145e+14 2.1562e+14 2.03199e+14 1.96722e+14 5.82013e+12
 180000 2.12199e+14 2.17693e+14 2.05035e+14 2.13283e+14 2.34274e+14 2.45578e+14 2.31045e+14 2.23284e+14 6.28688e+12
 200000 2.37914e+14 2.41251e+14 2.28638e+14 2.39344e+14 2.63665e+14 2.75528e+14 2.59513e+14 2.50081e+14 6.86638e+12
 200000 2.75873e+14 2.72942e+14 2.43737e+14 2.61456e+14 2.56287e+14 2.6396e+14 2.60568e+14 2.62014e+14 7.28122e+12
 400000 5.20132e+14 5.05756e+14 5.0814e+14 5.16647e+14 5.07777e+14 5.88947e+14 5.3779e+14 5.27211e+14 1.20565e+13
 600000 7.32836e+14 7.16741e+14 7.6775e+14 8.0349e+14 7.86802e+14 9.18606e+14 8.36299e+14 7.97423e+14 1.77757e+13
 800000 9.33065e+14 9.1118e+14 1.01297e+15 1.07348e+15 1.11599e+15 1.23778e+15 1.14242e+15 1.06641e+15 2.29582e+13
 1e+06 1.13237e+15 1.02004e+15 1.22656e+15 1.29656e+15 1.48384e+15 1.59385e+15 1.45808e+15 1.32538e+15 2.78601e+13
 1.2e+06 1.41258e+15 1.1854e+15 1.45587e+15 1.57971e+15 1.93811e+15 1.93223e+15 1.81669e+15 1.63053e+15 3.14291e+13
 1.4e+06 1.6362e+15 1.27864e+15 1.69623e+15 1.87127e+15 2.35853e+15 2.31952e+15 2.18311e+15 1.92467e+15 3.47342e+13
 1.6e+06 1.85469e+15 1.37155e+15 1.96465e+15 2.13176e+15 2.8088e+15 2.67116e+15 2.53724e+15 2.21446e+15 3.8641e+13
 1.8e+06 2.05031e+15 1.46269e+15 2.15703e+15 2.41242e+15 3.24046e+15 3.0506e+15 2.90116e+15 2.4967e+15 4.19498e+13
 2e+06 2.20485e+15 1.54117e+15 2.41513e+15 2.71481e+15 3.69054e+15 3.45395e+15 3.28643e+15 2.79335e+15 4.58477e+13
 2e+06 2.45311e+15 1.51831e+15 2.85435e+15 2.68535e+15 3.92113e+15 3.25286e+15 3.28645e+15 2.88197e+15 3.46602e+13
 4e+06 4.24576e+15 2.04508e+15 5.14927e+15 6.46295e+15 8.16199e+15 6.59259e+15 7.07251e+15 5.76886e+15 9.01612e+13
 6e+06 6.74608e+15 3.02918e+15 9.1343e+15 1.05216e+16 1.13647e+16 1.17019e+16 1.11961e+16 9.23892e+15 1.15883e+14
 8e+06 1.01268e+16 3.31498e+15 1.39872e+16 1.51037e+16 1.47065e+16 1.65906e+16 1.5467e+16 1.29374e+16 1.29761e+14
