#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 10 1.38587e+09 1.3856e+09 1.38655e+09 1.39061e+09 1.39246e+09 1.39009e+09 1.39105e+09 1.38903e+09 1.60931e+09
 20 4.99553e+09 4.99401e+09 4.99767e+09 5.01395e+09 5.02014e+09 5.01121e+09 5.0151e+09 5.00735e+09 6.18795e+09
 30 1.00093e+10 1.00044e+10 1.00125e+10 1.00481e+10 1.0059e+10 1.00412e+10 1.00494e+10 1.00331e+10 1.33138e+10
 40 1.57625e+10 1.57512e+10 1.57654e+10 1.58276e+10 1.584e+10 1.58141e+10 1.58272e+10 1.58002e+10 2.26128e+10
 50 2.1786e+10 2.17658e+10 2.17867e+10 2.18845e+10 2.18934e+10 2.18623e+10 2.18801e+10 2.18398e+10 3.37824e+10
 60 2.78237e+10 2.77924e+10 2.7821e+10 2.79649e+10 2.79643e+10 2.79319e+10 2.79537e+10 2.78972e+10 4.65673e+10
 70 3.37509e+10 3.3705e+10 3.37431e+10 3.39454e+10 3.39283e+10 3.39007e+10 3.39248e+10 3.38481e+10 6.07334e+10
 80 3.95542e+10 3.94885e+10 3.95405e+10 3.9812e+10 3.97732e+10 3.9756e+10 3.97804e+10 3.96794e+10 7.60608e+10
 90 4.53099e+10 4.52193e+10 4.52901e+10 4.56382e+10 4.55771e+10 4.55737e+10 4.55964e+10 4.54671e+10 9.23546e+10
 100 5.11428e+10 5.10205e+10 5.11146e+10 5.15442e+10 5.14666e+10 5.14775e+10 5.14961e+10 5.13347e+10 1.09455e+11
 100 5.0993e+10 5.09396e+10 5.09461e+10 5.16664e+10 5.1499e+10 5.16355e+10 5.16003e+10 5.1344e+10 1.09723e+11
 200 1.28619e+11 1.27991e+11 1.28374e+11 1.30361e+11 1.30125e+11 1.30642e+11 1.30376e+11 1.29557e+11 3.06517e+11
 300 2.30718e+11 2.29567e+11 2.30165e+11 2.3455e+11 2.34155e+11 2.35437e+11 2.34714e+11 2.32889e+11 5.27712e+11
 400 3.48141e+11 3.46274e+11 3.47495e+11 3.5485e+11 3.54134e+11 3.56418e+11 3.55134e+11 3.52002e+11 7.71695e+11
 500 4.77087e+11 4.74532e+11 4.76593e+11 4.87566e+11 4.86403e+11 4.90065e+11 4.88011e+11 4.83235e+11 1.04096e+12
 600 6.15683e+11 6.12424e+11 6.15965e+11 6.30314e+11 6.29166e+11 6.34239e+11 6.3124e+11 6.2462e+11 1.33278e+12
 700 7.62413e+11 7.58201e+11 7.63094e+11 7.81536e+11 7.80253e+11 7.87117e+11 7.82968e+11 7.74275e+11 1.64111e+12
 800 9.15899e+11 9.10851e+11 9.17084e+11 9.39941e+11 9.38469e+11 9.4677e+11 9.41727e+11 9.30881e+11 1.96112e+12
 900 1.07463e+12 1.06895e+12 1.07636e+12 1.10425e+12 1.10271e+12 1.11223e+12 1.1064e+12 1.09316e+12 2.29112e+12
 1000 1.23718e+12 1.23151e+12 1.23969e+12 1.27312e+12 1.27125e+12 1.2821e+12 1.27549e+12 1.25975e+12 2.63007e+12
 1000 1.22995e+12 1.24125e+12 1.24705e+12 1.2776e+12 1.27679e+12 1.283e+12 1.27913e+12 1.26325e+12 2.64654e+12
 2000 2.97571e+12 3.00932e+12 2.99518e+12 3.125e+12 3.09559e+12 3.12471e+12 3.1151e+12 3.06642e+12 6.36566e+12
 3000 4.78958e+12 4.84507e+12 4.82427e+12 5.12195e+12 5.00305e+12 5.03955e+12 5.05485e+12 4.96076e+12 1.0259e+13
 4000 6.61856e+12 6.69438e+12 6.64304e+12 7.18586e+12 6.93475e+12 6.9481e+12 7.0229e+12 6.87454e+12 1.42097e+13
 5000 8.4464e+12 8.55473e+12 8.4777e+12 9.28657e+12 8.90212e+12 8.86021e+12 9.0163e+12 8.80696e+12 1.81243e+13
 6000 1.02952e+13 1.04199e+13 1.0325e+13 1.13829e+13 1.09117e+13 1.07937e+13 1.10294e+13 1.07563e+13 2.19662e+13
 7000 1.2138e+13 1.23172e+13 1.21681e+13 1.3471e+13 1.29224e+13 1.27414e+13 1.30449e+13 1.271e+13 2.57804e+13
 8000 1.39644e+13 1.41924e+13 1.39974e+13 1.55451e+13 1.4943e+13 1.46551e+13 1.50477e+13 1.46492e+13 2.95714e+13
 9000 1.58013e+13 1.6007e+13 1.58182e+13 1.76027e+13 1.69651e+13 1.6529e+13 1.70323e+13 1.65696e+13 3.33755e+13
 10000 1.76459e+13 1.78094e+13 1.76076e+13 1.96359e+13 1.90027e+13 1.83985e+13 1.90124e+13 1.84825e+13 3.72375e+13
 10000 1.73826e+13 1.86088e+13 1.78065e+13 1.91474e+13 1.9075e+13 1.80495e+13 1.87573e+13 1.84274e+13 3.82173e+13
 20000 3.62318e+13 3.66302e+13 3.4829e+13 3.99286e+13 4.00447e+13 3.83289e+13 3.94341e+13 3.80192e+13 7.74283e+13
 30000 5.6961e+13 5.5297e+13 5.29905e+13 6.15288e+13 6.01824e+13 5.86331e+13 6.01148e+13 5.8102e+13 1.16415e+14
 40000 7.82387e+13 7.53049e+13 7.0611e+13 8.32084e+13 7.83626e+13 7.83041e+13 7.99584e+13 7.78623e+13 1.58239e+14
 50000 1.0009e+14 9.64507e+13 8.91119e+13 1.05761e+14 9.65896e+13 9.8144e+13 1.00165e+14 9.81859e+13 2.00666e+14
 60000 1.23231e+14 1.1661e+14 1.07128e+14 1.30369e+14 1.16627e+14 1.18099e+14 1.21698e+14 1.19281e+14 2.43717e+14
 70000 1.46405e+14 1.3604e+14 1.2679e+14 1.55935e+14 1.3601e+14 1.36819e+14 1.42921e+14 1.40317e+14 2.86589e+14
 80000 1.69161e+14 1.55385e+14 1.46915e+14 1.8019e+14 1.56149e+14 1.54791e+14 1.6371e+14 1.61088e+14 3.26568e+14
 90000 1.91217e+14 1.73066e+14 1.68093e+14 2.03738e+14 1.76699e+14 1.74749e+14 1.85062e+14 1.82021e+14 3.69324e+14
 100000 2.11927e+14 1.88985e+14 1.89148e+14 2.26699e+14 1.97932e+14 1.9657e+14 2.07067e+14 2.02915e+14 4.11135e+14
 100000 2.17268e+14 2.0572e+14 1.9468e+14 2.25297e+14 1.78205e+14 2.04851e+14 2.02784e+14 2.04026e+14 4.35588e+14
 200000 4.25561e+14 4.0686e+14 4.0972e+14 4.0653e+14 4.031e+14 4.4945e+14 4.19693e+14 4.17435e+14 8.82566e+14
 300000 5.84172e+14 5.39036e+14 5.94045e+14 5.7383e+14 6.31951e+14 7.06105e+14 6.37295e+14 6.11344e+14 1.4099e+15
 400000 7.25066e+14 7.51243e+14 8.54619e+14 7.54092e+14 8.68957e+14 9.88328e+14 8.70459e+14 8.33066e+14 2.09499e+15
 500000 9.11326e+14 9.79587e+14 1.14624e+15 9.88121e+14 1.05407e+15 1.21547e+15 1.08589e+15 1.05649e+15 2.80955e+15
 600000 1.14608e+15 1.24294e+15 1.5003e+15 1.17118e+15 1.24051e+15 1.45299e+15 1.28822e+15 1.29151e+15 3.65759e+15
 700000 1.34623e+15 1.47584e+15 1.86268e+15 1.38232e+15 1.46201e+15 1.6705e+15 1.50494e+15 1.5276e+15 4.72603e+15
 800000 1.53057e+15 1.65235e+15 2.25466e+15 1.60496e+15 1.77846e+15 1.87465e+15 1.75269e+15 1.77662e+15 5.82221e+15
 900000 1.66767e+15 1.83673e+15 2.63271e+15 1.772e+15 2.12649e+15 2.08214e+15 1.99354e+15 2.01441e+15 6.99443e+15
