# Radius 	finiterdf__O_Water_O_Water	rdf__O_Water_O_Water	finiterdf__O_Water_H_Water	rdf__O_Water_H_Water	finiterdf__H_Water_H_Water	rdf__H_Water_H_Water	
16.5347 0.999668	0.999728	1.00014	1.00022	1.00019	1.00026	
16.5552 0.999869	0.999929	0.999958	1.00003	0.999808	0.999878	
16.5756 0.999779	0.999838	0.999846	0.999921	1.0001	1.00017	
16.5961 0.999854	0.999912	0.999707	0.99978	0.999861	0.999932	
16.6166 0.999126	0.999178	1.0004	1.00048	1.00015	1.00023	
16.6371 1.00016	1.00021	0.999707	0.999782	0.999599	0.999669	
16.6575 0.999972	1.00003	0.999915	0.99999	0.999668	0.999736	
16.678 1.00008	1.00013	0.999791	0.999865	0.999836	0.999904	
16.6985 1.00026	1.00031	0.999876	0.99995	1.0001	1.00017	
16.719 0.999677	0.999732	0.999873	0.999946	0.999633	0.999699	
16.7395 1.0003	1.00036	0.999992	1.00007	0.999844	0.99991	
16.7599 1.00053	1.00059	0.999705	0.999777	1.00013	1.0002	
16.7804 0.999768	0.999828	0.999832	0.999903	0.999802	0.999869	
16.8009 1.00021	1.00027	0.999915	0.999986	1.00019	1.00026	
16.8214 0.999275	0.999333	0.999887	0.999959	0.999725	0.999792	
16.8418 0.999976	1.00003	0.999879	0.99995	0.999959	1.00003	
16.8623 0.999525	0.99958	1.0001	1.00017	1.00009	1.00016	
16.8828 0.999926	0.999981	0.999676	0.999746	1.00012	1.00019	
16.9033 1.00005	1.00011	0.999966	1.00004	1.00007	1.00014	
16.9237 1.00027	1.00032	0.999908	0.999978	1.00007	1.00014	
16.9442 1.00005	1.0001	0.999958	1.00003	1.00007	1.00015	
16.9647 0.999902	0.99996	1	1.00007	1.00026	1.00034	
16.9852 1.00066	1.00073	0.999973	1.00004	1.00039	1.00047	
17.0056 1.00079	1.00086	1.00005	1.00012	1.00026	1.00034	
17.0261 1.00009	1.00016	0.99965	0.99972	1.00004	1.00012	
17.0466 0.999769	0.999839	0.999994	1.00006	0.999677	0.999758	
17.0671 0.999373	0.999439	1.00014	1.00021	1.00001	1.00009	
17.0876 0.999383	0.999444	0.999605	0.999675	0.999673	0.999752	
17.108 1.00115	1.00122	0.999865	0.999934	0.999937	1.00002	
17.1285 1.00005	1.00013	1.00027	1.00034	0.999966	1.00005	
17.149 1.00072	1.00079	1.00043	1.00051	0.99981	0.999888	
17.1695 0.99994	1.00002	1.00018	1.00025	1.00038	1.00046	
17.1899 0.999892	0.999969	0.999923	1	0.999844	0.999926	
17.2104 1.00004	1.00012	0.999995	1.00007	0.999948	1.00003	
17.2309 0.999662	0.999739	0.999705	0.999782	0.999643	0.999723	
17.2514 0.999906	0.999982	0.999636	0.99971	0.99974	0.999818	
17.2718 0.999956	1.00003	0.999688	0.99976	0.999653	0.999729	
17.2923 0.999621	0.999695	1.00025	1.00033	0.999948	1.00002	
17.3128 0.999615	0.999687	1.00006	1.00014	0.999706	0.999781	
17.3333 0.999558	0.999627	1.0002	1.00028	0.999917	0.999991	
17.3537 1.00004	1.00011	1.00018	1.00026	0.999646	0.999718	
17.3742 1.00034	1.00042	1.00002	1.0001	0.999987	1.00006	
17.3947 1.00066	1.00074	0.999862	0.999943	1.00002	1.0001	
17.4152 1.00034	1.00042	0.999948	1.00003	1.00029	1.00037	
17.4356 0.999417	0.999496	0.999686	0.999765	0.999807	0.999883	
17.4561 1.00007	1.00015	1.00002	1.0001	1.00017	1.00025	
17.4766 0.999869	0.999948	1.00004	1.00012	1.00003	1.00011	
17.4971 0.999865	0.999944	1.00018	1.00026	0.999824	0.999902	
17.5176 0.999908	0.999986	1.0001	1.00018	1.00035	1.00043	
17.538 1.00015	1.00023	0.999873	0.999957	0.999856	0.999937	
17.5585 0.999924	1	0.999925	1.00001	1.00011	1.00019	
17.579 1.00034	1.00042	1.00002	1.00011	1.00003	1.00012	
17.5995 1.00044	1.00053	0.999864	0.999949	1.00004	1.00012	
17.6199 1.0001	1.00019	0.999897	0.999981	0.999907	0.999991	
17.6404 0.9996	0.999688	0.999985	1.00007	0.999867	0.999951	
17.6609 0.999498	0.999581	1.0004	1.00048	1.00013	1.00022	
17.6814 1.00019	1.00028	0.999523	0.999608	0.999967	1.00005	
17.7018 0.999897	0.999983	0.999956	1.00004	1.00006	1.00015	
17.7223 1.00052	1.00061	0.99989	0.999976	0.999728	0.999814	
17.7428 0.999782	0.999872	0.999717	0.999802	0.999777	0.999862	
17.7633 1.00034	1.00043	1.00027	1.00036	0.999734	0.999817	
17.7837 0.999828	0.999921	0.999905	0.999993	0.999562	0.999642	
17.8042 0.999738	0.99983	0.999991	1.00008	1.00005	1.00014	
17.8247 1.00065	1.00075	0.999819	0.999906	0.999686	0.999765	
17.8452 1.00006	1.00016	1.00009	1.00018	1.00015	1.00023	
17.8657 0.999985	1.00009	0.999944	1.00003	0.999876	0.999957	
17.8861 1.00048	1.00058	0.999907	0.999996	1.00026	1.00035	
17.9066 0.999564	0.999666	1.00001	1.0001	0.99975	0.999832	
17.9271 0.999424	0.999522	1.00019	1.00029	0.999887	0.99997	
17.9476 0.999637	0.999733	0.999951	1.00004	0.999944	1.00003	
17.968 0.999888	0.999984	0.999827	0.999919	1.00022	1.00031	
17.9885 0.999399	0.99949	1.00001	1.0001	0.9997	0.999784	
18.009 1.00017	1.00027	0.999999	1.00009	1.00019	1.00028	
18.0295 1.00005	1.00014	0.999888	0.999982	1.00002	1.00011	
18.0499 0.999472	0.999562	0.99997	1.00006	0.999916	1	
18.0704 0.999274	0.999359	0.999943	1.00004	0.999971	1.00006	
18.0909 0.999762	0.999846	0.99981	0.999904	0.999998	1.00009	
18.1114 1.00001	1.00009	0.999468	0.999558	0.999718	0.999804	
18.1318 1.00039	1.00048	1.00002	1.00011	0.999861	0.999947	
18.1523 1.00009	1.00018	0.999673	0.999761	1.00016	1.00025	
18.1728 1.00075	1.00085	0.999763	0.999849	0.999686	0.999772	
18.1933 0.999573	0.999668	0.999633	0.999717	0.999597	0.99968	
18.2138 1.00096	1.00107	0.999757	0.999839	0.999866	0.999948	
18.2342 0.999632	0.999735	1.00002	1.0001	0.999825	0.999906	
18.2547 1.00032	1.00043	1.00022	1.00031	0.999674	0.999753	
18.2752 0.999691	0.999796	0.999992	1.00008	0.999722	0.999799	
18.2957 1.00031	1.00042	0.999639	0.999724	1.00012	1.0002	
18.3161 0.999614	0.999721	1.00018	1.00027	0.999968	1.00005	
18.3366 0.999703	0.999807	0.999725	0.99981	0.999934	1.00001	
18.3571 0.999468	0.999568	0.999808	0.999892	1.00003	1.00011	
18.3776 1.00008	1.00018	0.999863	0.999947	1.00042	1.00051	
18.398 0.999275	0.999371	0.999772	0.999854	0.999744	0.999828	
18.4185 0.999154	0.999242	0.999551	0.99963	0.999675	0.999756	
18.439 0.999642	0.999727	0.999875	0.999953	0.999426	0.999503	
18.4595 0.999879	0.999964	0.999947	1.00003	0.999459	0.99953	
18.4799 0.999752	0.999835	0.999823	0.999901	1.00005	1.00012	
18.5004 0.99875	0.998822	1.00039	1.00047	1.0004	1.00048	
18.5209 1.00002	1.00009	1.00044	1.00052	0.999627	0.999702	
18.5414 1.00092	1.001	0.999613	0.999698	0.999972	1.00005	
18.5619 1.0002	1.00028	0.999533	0.999614	0.999872	0.999947	
18.5823 1.00031	1.0004	0.999794	0.999873	0.999878	0.999952	
18.6028 0.999847	0.999936	1.00009	1.00017	0.999885	0.999959	
18.6233 0.999798	0.999886	0.999856	0.999937	1.00032	1.0004	
18.6438 1.00006	1.00015	1	1.00008	1.00024	1.00032	
18.6642 0.99846	0.998534	0.999956	1.00004	1.00003	1.00012	
18.6847 1.00072	1.0008	0.999998	1.00008	0.999653	0.999733	
18.7052 1.00015	1.00023	0.999847	0.999929	1.00042	1.0005	
18.7257 0.99945	0.99953	0.999865	0.999947	0.999452	0.999533	
18.7461 1.00022	1.0003	1.00019	1.00027	0.999901	0.999981	
18.7666 1.00011	1.0002	0.999769	0.999852	0.999885	0.999965	
18.7871 0.999294	0.999372	0.999815	0.999897	0.99957	0.999645	
18.8076 0.999178	0.999248	0.999884	0.999965	1.0003	1.00038	
18.828 0.999588	0.999654	1.00035	1.00044	0.999577	0.999653	
18.8485 0.999655	0.999719	0.999713	0.999797	0.999785	0.999859	
18.869 1.0001	1.00016	0.999465	0.999543	1.00031	1.00039	
18.8895 1.00035	1.00042	1.00031	1.00039	0.999833	0.999911	
18.91 1.00017	1.00025	1.0001	1.00019	1.00013	1.00021	
18.9304 1.00009	1.00017	0.999772	0.999855	0.999893	0.999973	
18.9509 0.999229	0.999296	0.999435	0.999513	0.999784	0.999862	
18.9714 1.00016	1.00023	1.00009	1.00017	0.999877	0.999955	
18.9919 0.999873	0.999941	0.999597	0.999673	0.999982	1.00006	
19.0123 0.998762	0.998817	0.999809	0.999884	0.999759	0.999836	
19.0328 0.999995	1.00005	1.00004	1.00011	0.999828	0.999903	
19.0533 0.999217	0.999263	1.00017	1.00025	0.999466	0.999536	
19.0738 1.00013	1.00018	0.999637	0.999713	0.999498	0.999563	
19.0942 0.999818	0.999866	0.999832	0.999907	1.00003	1.0001	
19.1147 0.999854	0.9999	1.00001	1.00009	1.00004	1.00011	
19.1352 0.999127	0.999163	1.00006	1.00013	1.00021	1.00028	
19.1557 0.999494	0.999524	0.999919	0.999996	0.999908	0.999979	
19.1761 1.00099	1.00103	0.999778	0.999853	0.999888	0.999958	
19.1966 0.999603	0.999642	1.00003	1.00011	1	1.00007	
19.2171 1.00045	1.0005	0.999644	0.999717	0.999963	1.00003	
19.2376 0.99945	0.999488	1.00027	1.00035	0.999802	0.999872	
19.258 1.00028	1.00033	0.999795	0.999871	0.99989	0.999959	
19.2785 0.99896	0.99899	1.00032	1.0004	0.999673	0.999739	
19.299 1.00043	1.00047	0.999513	0.999588	0.999969	1.00004	
19.3195 1.00037	1.00041	0.999416	0.999486	1.00024	1.00031	
19.34 1.00063	1.00068	0.999719	0.999786	1.00026	1.00033	
19.3604 1.00112	1.00118	0.999765	0.999829	0.999645	0.999716	
19.3809 0.999456	0.999514	0.999251	0.999306	1.00004	1.00011	
19.4014 1.00027	1.00034	1.00029	1.00035	1.00008	1.00015	
19.4219 1.00003	1.00009	0.999684	0.999741	0.999902	0.999976	
19.4423 1.00015	1.00022	1.00051	1.00057	1.00023	1.00031	
19.4628 0.999782	0.999847	0.999974	1.00004	1.00008	1.00016	
19.4833 1.00004	1.00011	0.999907	0.999972	0.99968	0.999757	
19.5038 1.00031	1.00038	0.999515	0.999574	1	1.00008	
19.5242 1.00001	1.00008	1.00015	1.00021	0.999704	0.999779	
19.5447 1.00043	1.0005	1.00004	1.0001	1.00016	1.00024	
19.5652 0.999353	0.999423	0.999738	0.999798	0.999724	0.9998	
19.5857 1.00013	1.0002	0.999582	0.999637	1.00007	1.00015	
19.6061 1.00027	1.00035	0.999543	0.999593	0.999538	0.999611	
19.6266 1.00014	1.00022	1.00026	1.00032	1.00008	1.00015	
19.6471 0.999979	1.00006	1.00015	1.0002	0.999946	1.00002	
19.6676 1.0001	1.00019	1.00002	1.00008	0.999457	0.999525	
19.6881 1.00039	1.00048	1.00011	1.00017	1.00046	1.00053	
19.7085 0.999305	0.999388	1.00037	1.00044	0.999676	0.999749	
19.729 0.999555	0.999633	0.99998	1.00005	0.999892	0.999963	
19.7495 1.00095	1.00105	1.00009	1.00016	1.00025	1.00032	
19.77 0.999968	1.00006	0.999537	0.999601	0.999916	0.999992	
19.7904 0.999846	0.999938	0.999649	0.999708	0.999724	0.999797	
19.8109 0.998239	0.998307	0.999418	0.99947	0.99998	1.00005	
19.8314 1.00003	1.0001	1.00046	1.00052	1.00011	1.00019	
19.8519 1.00003	1.0001	0.999796	0.999853	0.999833	0.999908	
19.8723 1.00101	1.00109	1.00006	1.00012	0.999619	0.99969	
19.8928 0.999143	0.999219	1.00014	1.0002	0.999311	0.999373	
19.9133 1.0002	1.00028	0.999843	0.999903	1.00021	1.00027	
19.9338 0.999058	0.999125	0.999743	0.999801	0.999858	0.999923	
19.9542 1.00082	1.0009	0.99975	0.999804	1.00032	1.00039	
19.9747 0.999018	0.999084	0.999807	0.99986	0.999984	1.00006	
19.9952 0.99951	0.99957	0.99912	0.99916	0.999438	0.999502	
20.0157 0.99954	0.999595	0.999789	0.999827	0.999697	0.999758	
20.0362 0.999174	0.999217	1.00031	1.00036	1.00006	1.00012	
20.0566 1.00015	1.0002	1.00034	1.00039	0.999724	0.999783	
20.0771 0.999779	0.999822	0.999946	0.999995	0.999494	0.999546	
20.0976 1.0002	1.00024	0.999837	0.999884	0.999751	0.999801	
20.1181 1.00054	1.0006	0.999796	0.99984	1.00029	1.00034	
20.1385 1.00052	1.00059	1.00031	1.00036	0.99963	0.999679	
20.159 1.00023	1.00029	1.00001	1.00006	1.00037	1.00043	
20.1795 1.00077	1.00085	1.00003	1.00008	0.999733	0.999786	
20.2 0.999984	1.00007	0.999585	0.999632	1.00054	1.0006	
20.2204 0.999745	0.999825	1.00002	1.00007	0.999537	0.999593	
20.2409 0.999895	0.999975	1.00047	1.00053	0.999981	1.00004	
20.2614 0.999475	0.999548	1.00037	1.00043	0.999994	1.00005	
20.2819 0.999661	0.99973	0.999785	0.999845	1.00067	1.00074	
20.3023 0.999558	0.999621	0.999746	0.999803	0.999801	0.999868	
20.3228 1.00004	1.00011	1.00058	1.00065	0.999318	0.999375	
20.3433 0.999565	0.999623	0.999637	0.9997	1.00032	1.00038	
20.3638 1.00016	1.00023	1.00012	1.00019	0.999488	0.999544	
20.3843 0.999824	0.999884	0.999704	0.999766	1.00021	1.00027	
20.4047 0.998828	0.998871	1.00032	1.00038	0.999256	0.999305	
20.4252 1.00052	1.00057	1.00003	1.0001	1.00014	1.00019	
20.4457 0.999371	0.999414	1.00017	1.00024	1.00079	1.00086	
20.4662 1.001	1.00106	1.00032	1.0004	1.00061	1.00069	
