# Radius 	finiterdf__O_Water_O_Water	rdf__O_Water_O_Water	finiterdf__O_Water_H_Water	rdf__O_Water_H_Water	finiterdf__H_Water_H_Water	rdf__H_Water_H_Water	
8.58985 0.99765	0.997685	0.989213	0.989394	0.999191	0.999402	
8.61032 0.999124	0.999158	0.98898	0.989152	0.998934	0.999144	
8.6308 0.997944	0.997976	0.989292	0.989455	0.999233	0.999442	
8.65128 0.999469	0.999501	0.989797	0.989951	0.998727	0.998935	
8.67175 0.999691	0.999723	0.989436	0.98958	0.997678	0.997884	
8.69223 0.999694	0.999725	0.9894	0.989535	0.998294	0.998498	
8.71271 0.999438	0.999469	0.989735	0.989861	0.997501	0.997703	
8.73318 0.999476	0.999507	0.989506	0.989623	0.997291	0.997491	
8.75366 0.99979	0.99982	0.990409	0.990518	0.997319	0.997517	
8.77414 1.00078	1.00081	0.990058	0.990158	0.996844	0.997039	
8.79461 1.00087	1.0009	0.990478	0.990569	0.996763	0.996955	
8.81509 1.00008	1.00011	0.991199	0.991282	0.996276	0.996465	
8.83556 1.00078	1.00081	0.991629	0.991704	0.995594	0.995779	
8.85604 1.0007	1.00073	0.991145	0.991212	0.995728	0.995909	
8.87652 1.00126	1.0013	0.991166	0.991225	0.99484	0.995016	
8.89699 1.00208	1.00211	0.992545	0.992597	0.995233	0.995405	
8.91747 1.00211	1.00215	0.992522	0.992567	0.995363	0.99553	
8.93795 1.00219	1.00223	0.992531	0.992569	0.994878	0.995041	
8.95842 1.0012	1.00124	0.993496	0.993527	0.99442	0.994578	
8.9789 1.00098	1.00103	0.994026	0.994051	0.994556	0.994708	
8.99938 1.00074	1.00078	0.994064	0.994084	0.994603	0.99475	
9.01985 1.00135	1.00139	0.994376	0.99439	0.994636	0.994778	
9.04033 1.00269	1.00274	0.994365	0.994373	0.993774	0.99391	
9.0608 1.0013	1.00134	0.995145	0.995149	0.995061	0.995192	
9.08128 1.00271	1.00276	0.99574	0.99574	0.994565	0.99469	
9.10176 1.00165	1.0017	0.996138	0.996134	0.994191	0.994312	
9.12223 1.0008	1.00086	0.996307	0.996299	0.994451	0.994566	
9.14271 1.00293	1.00298	0.996587	0.996575	0.994844	0.994954	
9.16319 1.00121	1.00127	0.996334	0.996319	0.994491	0.994595	
9.18366 1.00115	1.00121	0.997162	0.997144	0.994318	0.994416	
9.20414 1.00193	1.00199	0.997566	0.997545	0.994289	0.994381	
9.22462 1.00168	1.00174	0.998353	0.99833	0.994294	0.994381	
9.24509 1.0008	1.00087	0.997908	0.997883	0.994797	0.994879	
9.26557 1.00021	1.00027	0.99851	0.998483	0.994388	0.994464	
9.28604 1.00042	1.00049	0.999151	0.999124	0.9949	0.994971	
9.30652 1.0008	1.00087	0.998992	0.998964	0.995206	0.995271	
9.327 1.00031	1.00038	0.99904	0.99901	0.99563	0.995691	
9.34747 1.0005	1.00057	1.00002	0.999995	0.995581	0.995637	
9.36795 1.00056	1.00063	0.999978	0.999949	0.995391	0.995442	
9.38843 1.00021	1.00028	1.00028	1.00025	0.99546	0.995506	
9.4089 0.999183	0.99925	1.00094	1.00091	0.995613	0.995655	
9.42938 0.999593	0.99966	1.00055	1.00053	0.995515	0.995552	
9.44986 0.999863	0.99993	1.0012	1.00117	0.995942	0.995974	
9.47033 0.99868	0.998746	1.00121	1.00119	0.996245	0.996273	
9.49081 0.998474	0.998538	1.00081	1.00079	0.996411	0.996435	
9.51129 0.998819	0.998882	1.00187	1.00185	0.996978	0.996999	
9.53176 0.999049	0.999111	1.00164	1.00162	0.996606	0.996623	
9.55224 0.998409	0.998469	1.0016	1.00158	0.99678	0.996793	
9.57271 0.999189	0.999248	1.00208	1.00206	0.997566	0.997577	
9.59319 0.99953	0.999589	1.00246	1.00245	0.997452	0.99746	
9.61367 0.999026	0.999083	1.00227	1.00226	0.99761	0.997615	
9.63414 0.998267	0.998323	1.00256	1.00255	0.99784	0.997842	
9.65462 0.998264	0.998318	1.00265	1.00264	0.998215	0.998216	
9.6751 0.997389	0.99744	1.00279	1.00278	0.998278	0.998276	
9.69557 0.99844	0.99849	1.00253	1.00253	0.998805	0.998801	
9.71605 0.997337	0.997383	1.00279	1.0028	0.998527	0.998523	
9.73653 0.997841	0.997884	1.00288	1.00289	0.998639	0.998633	
9.757 0.99801	0.998052	1.00335	1.00336	0.998727	0.998719	
9.77748 0.998177	0.998216	1.00265	1.00267	0.998969	0.99896	
9.79795 0.998187	0.998223	1.00312	1.00314	0.999319	0.999309	
9.81843 0.998731	0.998767	1.00298	1.003	0.999769	0.999759	
9.83891 0.997578	0.99761	1.00335	1.00338	0.999471	0.99946	
9.85938 0.998601	0.998632	1.00258	1.00261	0.999864	0.999853	
9.87986 0.998431	0.99846	1.00296	1.003	1.00019	1.00018	
9.90034 0.997608	0.997634	1.00266	1.00269	1.00063	1.00062	
9.92081 0.997706	0.997729	1.00306	1.0031	1.00082	1.00081	
9.94129 0.999114	0.999136	1.00301	1.00306	1.00079	1.00078	
9.96177 0.998032	0.998052	1.00222	1.00227	1.0008	1.00079	
9.98224 0.998053	0.99807	1.00247	1.00252	1.00111	1.0011	
10.0027 0.999109	0.999125	1.00213	1.00219	1.00122	1.00121	
10.0232 0.99849	0.998505	1.00224	1.0023	1.00146	1.00145	
10.0437 0.999219	0.999232	1.00211	1.00217	1.0017	1.0017	
10.0641 0.998999	0.999011	1.00191	1.00197	1.00182	1.00182	
10.0846 0.999419	0.99943	1.00203	1.0021	1.00171	1.00171	
10.1051 0.999639	0.99965	1.00162	1.00169	1.00215	1.00216	
10.1256 0.99969	0.9997	1.00176	1.00183	1.0018	1.00181	
10.1461 0.999162	0.999171	1.00178	1.00185	1.00186	1.00188	
10.1665 1.00001	1.00002	1.00156	1.00164	1.00156	1.00157	
10.187 0.998992	0.999	1.00169	1.00177	1.00186	1.00188	
10.2075 1.00003	1.00003	1.00145	1.00153	1.00267	1.00269	
10.228 0.999507	0.999514	1.00156	1.00164	1.0018	1.00183	
10.2484 0.999828	0.999835	1.00097	1.00105	1.00194	1.00197	
10.2689 1.0003	1.00031	1.00125	1.00133	1.00206	1.00209	
10.2894 0.99947	0.999477	1.001	1.00109	1.00186	1.00189	
10.3099 1.00048	1.00049	1.00087	1.00096	1.00224	1.00228	
10.3303 1.00023	1.00024	1.00134	1.00142	1.0021	1.00214	
10.3508 1.0008	1.00081	1.00043	1.00052	1.00232	1.00236	
10.3713 1.00147	1.00148	1.00036	1.00045	1.00248	1.00252	
10.3918 1.00105	1.00106	1.0003	1.0004	1.00247	1.00251	
10.4122 1.00074	1.00075	1.00017	1.00026	1.00236	1.00241	
10.4327 1.00154	1.00156	1.00047	1.00056	1.00252	1.00257	
10.4532 1.0015	1.00152	1.0005	1.0006	1.0024	1.00245	
10.4737 1.00224	1.00226	1.00019	1.00029	1.00186	1.00193	
10.4942 1.00166	1.00168	0.999789	0.999883	1.0023	1.00236	
10.5146 1.00072	1.00075	0.999826	0.99992	1.00181	1.00188	
10.5351 1.00144	1.00146	1.00017	1.00027	1.002	1.00207	
10.5556 1.00216	1.00219	0.999903	0.999996	1.00196	1.00204	
10.5761 1.00108	1.00111	0.999872	0.999966	1.00198	1.00206	
10.5965 1.0024	1.00244	0.999778	0.999871	1.0017	1.00177	
10.617 1.00242	1.00246	0.999746	0.999839	1.00206	1.00215	
10.6375 1.00177	1.00181	0.999579	0.999672	1.00191	1.00199	
10.658 1.00287	1.00292	0.999551	0.999643	1.00174	1.00182	
10.6784 1.00201	1.00206	0.999908	1	1.00168	1.00177	
10.6989 1.00239	1.00244	0.999881	0.999973	1.00159	1.00168	
10.7194 1.00249	1.00255	0.999659	0.999751	1.00131	1.0014	
10.7399 1.00355	1.00361	0.999704	0.999795	1.00165	1.00175	
10.7603 1.00293	1.003	0.999358	0.999448	1.00116	1.00126	
10.7808 1.00242	1.0025	0.999471	0.999561	1.00177	1.00188	
10.8013 1.00313	1.00321	0.999347	0.999436	1.0007	1.0008	
10.8218 1.00295	1.00303	0.999459	0.999547	1.00093	1.00104	
10.8423 1.00156	1.00164	0.999828	0.999916	1.00117	1.00128	
10.8627 1.00276	1.00285	0.999636	0.999724	1.00121	1.00132	
10.8832 1.00322	1.00332	0.999582	0.999669	1.00021	1.00032	
10.9037 1.00295	1.00305	0.999965	1.00005	1.00098	1.00109	
10.9242 1.00215	1.00226	0.999537	0.999623	1.0005	1.00061	
10.9446 1.00215	1.00226	0.999408	0.999494	1.0007	1.00081	
10.9651 1.0024	1.00251	1.00014	1.00022	1.00031	1.00043	
10.9856 1.00243	1.00255	0.999576	0.999661	1.00053	1.00065	
11.0061 1.00156	1.00168	0.999574	0.999659	0.999926	1.00004	
11.0265 1.00186	1.00198	1.00015	1.00023	1.00021	1.00033	
11.047 1.00209	1.00221	0.999522	0.999607	0.999993	1.00011	
11.0675 1.00186	1.00198	1.00058	1.00067	0.99985	0.999967	
11.088 1.00165	1.00178	0.999647	0.999733	0.999655	0.999772	
11.1084 1.00165	1.00179	1.00009	1.00017	0.999837	0.999954	
11.1289 1.00169	1.00182	0.999608	0.999693	1.00009	1.00021	
11.1494 1.0012	1.00134	1.00011	1.0002	0.99974	0.999857	
11.1699 1.0022	1.00234	1.00009	1.00018	1	1.00012	
11.1903 1.0018	1.00195	0.999954	1.00004	0.99974	0.999856	
11.2108 1.00141	1.00156	1.00022	1.0003	0.999618	0.999734	
11.2313 1.00137	1.00152	1.0002	1.00028	0.999768	0.999884	
11.2518 1.00109	1.00124	1.0003	1.00038	0.999524	0.99964	
11.2723 1.00176	1.00191	1.00015	1.00024	0.999848	0.999964	
11.2927 1.00182	1.00199	1.00027	1.00036	0.999505	0.99962	
11.3132 1.00058	1.00074	1.00029	1.00038	0.999154	0.999267	
11.3337 1.00142	1.00159	1.0005	1.00059	0.99969	0.999803	
11.3542 1.00125	1.00142	1.0002	1.00029	0.999066	0.999178	
11.3746 1.0011	1.00127	1.00073	1.00082	0.999588	0.999699	
11.3951 1.00028	1.00045	1.00008	1.00018	0.999802	0.999913	
11.4156 0.999852	1.00002	1.00006	1.00015	0.999599	0.99971	
11.4361 1.00053	1.0007	1.00046	1.00055	0.999821	0.999932	
11.4565 0.999488	0.999659	1.00057	1.00066	0.99923	0.999339	
11.477 1.00022	1.0004	1.00037	1.00047	0.999498	0.999606	
11.4975 0.999121	0.999292	1.00049	1.00059	0.999205	0.999312	
11.518 0.999584	0.999754	1.00033	1.00042	0.99979	0.999897	
11.5384 0.999473	0.999643	1.00023	1.00033	0.999322	0.999428	
11.5589 0.998785	0.998953	1.00022	1.00032	0.999536	0.99964	
11.5794 0.999952	1.00012	1.00073	1.00083	0.998999	0.999102	
11.5999 0.99959	0.999758	1.00045	1.00055	0.999128	0.99923	
11.6204 0.999768	0.999936	1.00009	1.00019	0.999116	0.999216	
11.6408 0.999132	0.999298	1.00016	1.00026	0.999276	0.999375	
11.6613 0.998225	0.998388	1.00017	1.00027	0.999196	0.999293	
11.6818 0.998405	0.998565	1.00104	1.00115	0.999308	0.999404	
11.7023 0.999425	0.999585	1.00095	1.00105	0.999693	0.999789	
11.7227 0.998739	0.998896	1.00051	1.00062	0.999455	0.99955	
11.7432 0.999703	0.99986	1.0006	1.00071	0.999662	0.999756	
11.7637 0.998647	0.998802	1.00049	1.0006	0.999294	0.999387	
11.7842 0.9996	0.999754	1.00036	1.00047	0.999196	0.999287	
11.8046 0.99769	0.997839	0.999997	1.00011	0.999478	0.999568	
11.8251 0.998222	0.998368	0.999898	1.00001	0.99956	0.99965	
11.8456 0.998809	0.998953	1.00057	1.00068	0.999048	0.999136	
11.8661 0.998817	0.998958	0.999936	1.00005	0.999724	0.999812	
11.8865 0.998835	0.998975	0.999797	0.999911	0.999926	1.00001	
11.907 0.997741	0.997876	1.00003	1.00015	0.999614	0.999702	
11.9275 0.998121	0.998253	1.0001	1.00021	0.999524	0.99961	
11.948 0.997859	0.997986	0.999347	0.999461	0.999801	0.999888	
11.9685 0.997805	0.997928	1.00046	1.00057	0.99971	0.999796	
11.9889 0.997877	0.997995	0.999806	0.999921	0.999583	0.999668	
12.0094 0.998403	0.998518	1.00009	1.00021	1.00008	1.00017	
12.0299 0.998542	0.998654	1.00014	1.00026	1.00019	1.00028	
12.0504 0.998289	0.998398	1.00003	1.00014	0.999464	0.999549	
12.0708 0.997934	0.998038	0.999935	1.00005	0.999735	0.99982	
12.0913 0.997984	0.998084	0.99976	0.999876	1.00026	1.00034	
12.1118 0.998662	0.998759	0.999829	0.999945	0.999796	0.999881	
12.1323 0.998706	0.9988	0.999617	0.999733	0.999508	0.999592	
12.1527 0.998266	0.998357	0.9994	0.999514	0.999735	0.999819	
12.1732 0.998428	0.998516	0.999758	0.999872	0.999653	0.999736	
12.1937 0.998604	0.998688	0.999848	0.999962	0.999689	0.999772	
12.2142 0.998175	0.998255	0.999526	0.999639	0.999923	1.00001	
12.2346 0.998007	0.998083	0.999808	0.999921	1.00042	1.0005	
12.2551 0.998819	0.998892	0.999572	0.999685	1.00019	1.00027	
12.2756 0.998364	0.998433	0.999248	0.999359	0.999835	0.999919	
12.2961 0.999645	0.999714	0.999757	0.999867	0.999764	0.999848	
12.3166 0.998669	0.998735	0.999452	0.999561	0.999916	1	
12.337 0.998602	0.998665	0.999339	0.999447	0.999713	0.999797	
12.3575 0.99845	0.998509	0.999392	0.999499	1.00001	1.00009	
12.378 0.998494	0.99855	0.999346	0.999452	1.00029	1.00037	
12.3985 0.998754	0.998807	0.999219	0.999323	1.00008	1.00016	
12.4189 0.998145	0.998193	0.999406	0.999509	1.00056	1.00064	
12.4394 0.99899	0.999036	0.999403	0.999504	1.00038	1.00046	
12.4599 0.999276	0.99932	0.998984	0.999083	1.00033	1.00042	
12.4804 0.999186	0.999228	0.999126	0.999223	0.99965	0.999738	
12.5008 0.998828	0.998868	0.999451	0.999547	0.999303	0.99939	
12.5213 0.999609	0.999648	0.999279	0.999374	0.999787	0.999873	
12.5418 0.999211	0.999248	0.999377	0.99947	0.999702	0.999788	
12.5623 0.999444	0.99948	0.999814	0.999907	0.999799	0.999884	
12.5827 0.999497	0.999531	0.999033	0.999124	0.999902	0.999987	
12.6032 0.99988	0.999915	0.999512	0.999601	0.99995	1.00004	
12.6237 0.999925	0.999959	0.998934	0.999021	0.999527	0.999612	
12.6442 0.99962	0.999653	0.998915	0.999	0.999668	0.999752	
12.6647 0.9991	0.999131	0.999191	0.999274	0.999794	0.999878	
12.6851 0.999635	0.999665	0.99925	0.999331	1.00021	1.0003	
12.7056 0.999483	0.999512	0.999381	0.99946	1.00021	1.0003	
12.7261 0.999348	0.999375	0.999506	0.999585	0.999794	0.999879	
12.7466 0.999458	0.999484	0.999246	0.999323	0.999982	1.00007	
12.767 0.99975	0.999775	0.999093	0.999167	0.999544	0.999628	
12.7875 0.999886	0.999911	0.999272	0.999345	1.00002	1.0001	
12.808 0.999711	0.999736	0.999394	0.999465	0.999893	0.999977	
12.8285 1.00006	1.00008	0.99958	0.999651	0.999958	1.00004	
12.8489 0.999843	0.999867	0.99975	0.99982	0.999995	1.00008	
12.8694 0.999651	0.999674	0.999313	0.999381	1.00004	1.00013	
12.8899 0.999945	0.999968	0.999114	0.999179	0.999723	0.999808	
12.9104 1.00044	1.00047	0.999043	0.999107	1.00004	1.00013	
12.9308 1.00039	1.00042	0.999123	0.999184	0.999916	1	
12.9513 0.999716	0.999741	0.999252	0.999311	0.999103	0.999185	
12.9718 1.00042	1.00045	0.999583	0.999641	0.999941	1.00002	
12.9923 1.00062	1.00065	0.999287	0.999343	0.999486	0.999567	
13.0127 1.00095	1.00099	0.999402	0.999456	0.999688	0.999768	
13.0332 1.00013	1.00016	0.999448	0.999501	0.999954	1.00003	
13.0537 0.999661	0.999691	0.999446	0.999498	0.99993	1.00001	
13.0742 1.00044	1.00047	0.999786	0.999837	0.999682	0.999762	
13.0947 1.00043	1.00046	0.999363	0.999412	0.999769	0.999849	
13.1151 1.00062	1.00066	0.999729	0.999778	0.999512	0.99959	
13.1356 1.00078	1.00082	0.999737	0.999785	1.00001	1.00009	
13.1561 1.00119	1.00124	0.999673	0.999721	0.999991	1.00007	
13.1766 1.0002	1.00025	0.999712	0.999758	0.999327	0.999404	
13.197 1.00092	1.00096	0.99916	0.999204	0.99969	0.999766	
13.2175 1.00034	1.00039	0.999497	0.99954	0.999897	0.999974	
13.238 1.0003	1.00034	0.999421	0.999462	0.999607	0.999682	
13.2585 1.00049	1.00054	0.999515	0.999555	0.999571	0.999645	
13.2789 1.00119	1.00124	0.999755	0.999794	0.99958	0.999653	
13.2994 1.00004	1.00009	1.00034	1.00038	0.999732	0.999805	
13.3199 1.00028	1.00033	0.999786	0.999826	0.99989	0.999962	
13.3404 1.00038	1.00044	1.00005	1.00009	0.999715	0.999786	
13.3608 1.00114	1.0012	0.999937	0.999977	0.999845	0.999916	
13.3813 1.00037	1.00043	0.999865	0.999904	0.999568	0.999638	
13.4018 1.00043	1.00049	0.999914	0.999953	0.999965	1.00004	
13.4223 1.00017	1.00023	0.999736	0.999774	0.999563	0.999632	
13.4428 1.00026	1.00032	1.00004	1.00008	0.999485	0.999552	
13.4632 1.00061	1.00067	0.999668	0.999706	0.999947	1.00001	
13.4837 1.00087	1.00094	1.00038	1.00042	1.00022	1.00029	
13.5042 1.00019	1.00026	1.0002	1.00024	0.999937	1.00001	
13.5247 1.00082	1.00089	1.0001	1.00014	0.999851	0.99992	
13.5451 0.99992	0.999993	1.00021	1.00026	0.99991	0.999978	
13.5656 1.00092	1.00099	1.00011	1.00015	1	1.00007	
13.5861 0.999672	0.999748	1.00023	1.00027	0.999621	0.999688	
13.6066 1.00143	1.00151	1.00045	1.00049	0.999977	1.00004	
13.627 0.999833	0.999914	1.00035	1.0004	0.999381	0.999447	
13.6475 1.00049	1.00057	1.00032	1.00037	0.999822	0.999887	
13.668 1.00004	1.00013	1.00018	1.00023	0.999905	0.99997	
13.6885 1.00058	1.00067	1.00013	1.00018	0.9996	0.999664	
13.7089 1.00068	1.00077	1.00048	1.00053	0.999645	0.999708	
13.7294 1.00025	1.00034	1.0007	1.00076	1.00013	1.00019	
13.7499 1.00061	1.0007	1.00014	1.00019	0.999628	0.999691	
13.7704 1.00032	1.00042	1.00052	1.00058	0.999787	0.999849	
13.7909 1.00033	1.00042	1.00061	1.00066	0.999894	0.999956	
13.8113 1.00028	1.00038	1.00066	1.00072	0.999959	1.00002	
13.8318 0.999971	1.00007	1.00065	1.00071	0.999885	0.999946	
13.8523 1.00023	1.00033	1.00062	1.00069	1.00011	1.00018	
13.8728 1.00029	1.00039	1.00032	1.00038	0.999869	0.999932	
13.8932 0.99979	0.99989	1.00052	1.00059	0.999949	1.00001	
13.9137 0.999806	0.999905	1.00054	1.00061	1.00017	1.00023	
13.9342 0.999579	0.999677	1.00056	1.00063	0.999839	0.999902	
13.9547 0.999927	1.00002	1.00028	1.00035	0.999892	0.999955	
13.9751 0.999866	0.999964	1.00031	1.00039	0.999548	0.999609	
13.9956 1.00032	1.00042	1.00073	1.00082	0.999946	1.00001	
14.0161 0.999363	0.99946	1.00053	1.00062	1.00001	1.00008	
14.0366 1.00073	1.00083	1.0004	1.00048	1.00029	1.00035	
14.057 0.999329	0.999427	1.00007	1.00016	1.00012	1.00019	
14.0775 0.99952	0.999617	1.00033	1.00042	0.999832	0.999895	
14.098 0.999241	0.999335	1.00039	1.00048	0.999882	0.999945	
14.1185 1.00009	1.00018	1.00022	1.00031	0.999923	0.999986	
14.139 0.999801	0.999895	1	1.00009	1.00025	1.00031	
14.1594 0.99992	1.00001	1.00011	1.0002	1.0001	1.00016	
14.1799 0.999978	1.00007	1.00054	1.00063	0.999856	0.99992	
14.2004 1.00004	1.00013	1.00008	1.00017	1.0002	1.00027	
14.2209 1.00003	1.00013	1.00021	1.0003	1.00032	1.00039	
14.2413 0.999778	0.999873	1.00034	1.00044	0.999873	0.99994	
14.2618 1.00047	1.00057	0.999929	1.00003	1.00008	1.00014	
14.2823 1.00052	1.00062	1.00022	1.00032	1.00037	1.00044	
14.3028 0.999611	0.99971	1.00024	1.00034	1.00019	1.00026	
14.3232 0.999282	0.999378	0.999911	1.00001	1.0003	1.00037	
14.3437 0.999384	0.999478	0.999871	0.999972	1.00055	1.00063	
14.3642 0.999596	0.999689	0.99978	0.999881	1.00003	1.00011	
14.3847 1.00038	1.00047	0.9999	1	1.00036	1.00043	
14.4051 1.00029	1.00039	1.00001	1.00011	0.999907	0.999985	
14.4256 1.00002	1.00012	0.999938	1.00004	1.0004	1.00048	
14.4461 1.00002	1.00012	1.00018	1.00029	0.99992	1	
14.4666 0.999835	0.999933	1.00019	1.00029	1.00006	1.00014	
14.487 1.00048	1.00058	0.999918	1.00002	0.999926	1.00001	
14.5075 0.999362	0.99946	1.00003	1.00013	1.00051	1.00059	
14.528 1.00023	1.00033	1.00006	1.00017	0.999897	0.99998	
14.5485 0.999485	0.999582	0.999622	0.999726	1.0001	1.00018	
14.569 0.999782	0.999879	0.999737	0.999841	0.999993	1.00008	
14.5894 1.00036	1.00046	1.00011	1.00021	0.999832	0.999916	
14.6099 0.999595	0.999692	0.999925	1.00003	1.00035	1.00044	
14.6304 0.999649	0.999745	1.00031	1.00042	1.00001	1.0001	
14.6509 0.999916	1.00001	1.00003	1.00014	1.00017	1.00026	
14.6713 0.999699	0.999794	0.999295	0.9994	1.0002	1.00028	
14.6918 1.00038	1.00047	1.00002	1.00012	0.999919	1.00001	
14.7123 0.999986	1.00008	0.99983	0.999935	1.00017	1.00026	
14.7328 1.00019	1.00029	1.00006	1.00016	1.00008	1.00017	
14.7532 0.999948	1.00005	1.0002	1.00031	0.999714	0.999804	
14.7737 1.00031	1.00041	1.00015	1.00026	1.00027	1.00036	
14.7942 1.00031	1.00041	0.999501	0.999608	0.9999	0.999992	
14.8147 1.00028	1.00039	0.999885	0.999992	0.999908	0.999999	
14.8351 0.999834	0.999939	0.999637	0.999742	1.00017	1.00027	
14.8556 0.999854	0.999959	0.999889	0.999995	1.00002	1.00012	
14.8761 0.999663	0.999766	0.999575	0.999678	0.999839	0.999932	
14.8966 0.999068	0.999167	0.999528	0.99963	1.00022	1.00032	
14.9171 0.999462	0.999559	0.999768	0.999869	1.00013	1.00022	
14.9375 0.9994	0.999495	1.00003	1.00013	1.00018	1.00027	
14.958 1.00008	1.00018	0.999842	0.999944	0.999944	1.00004	
14.9785 1.00047	1.00057	0.999692	0.999792	1.00021	1.0003	
14.999 0.999365	0.999461	0.999644	0.999743	0.999818	0.999916	
15.0194 0.999582	0.999676	0.999585	0.999683	0.999779	0.999877	
15.0399 1.0002	1.0003	0.999762	0.999859	0.999965	1.00006	
15.0604 0.99978	0.999875	0.999987	1.00008	1.00034	1.00045	
15.0809 0.999455	0.999548	0.999722	0.999819	0.999892	0.999993	
15.1013 0.999752	0.999844	0.999757	0.999852	0.999802	0.999902	
15.1218 0.999519	0.999609	0.999979	1.00008	0.999601	0.999699	
15.1423 1.00052	1.00061	0.999606	0.999701	1.00029	1.00039	
15.1628 0.999975	1.00007	0.999558	0.999651	1.00002	1.00013	
15.1832 0.999402	0.999493	0.999927	1.00002	0.999844	0.999945	
15.2037 0.999559	0.999648	0.999768	0.99986	0.999878	0.999979	
15.2242 0.999958	1.00005	1.00021	1.00031	1.00013	1.00023	
15.2447 0.999541	0.999628	0.999696	0.999789	0.999637	0.999738	
15.2652 0.999826	0.999913	0.999713	0.999805	0.999967	1.00007	
15.2856 0.999835	0.999921	0.999934	1.00003	0.999748	0.999848	
15.3061 0.999731	0.999816	0.999936	1.00003	0.999878	0.999978	
15.3266 0.999564	0.999647	0.99961	0.9997	0.999386	0.999484	
15.3471 0.999353	0.999433	0.999772	0.999862	0.999746	0.999843	
15.3675 1.00039	1.00047	0.99953	0.999617	0.999627	0.999722	
15.388 0.99996	1.00004	1.00004	1.00013	0.999552	0.999645	
15.4085 1.00008	1.00016	0.999733	0.99982	1.00003	1.00013	
15.429 0.999785	0.999868	0.999797	0.999883	0.99989	0.999984	
15.4494 0.999945	1.00003	0.999928	1.00001	0.999934	1.00003	
15.4699 0.999969	1.00005	0.999975	1.00006	1.00001	1.0001	
15.4904 0.999536	0.999618	0.999764	0.99985	0.999912	1.00001	
15.5109 0.999781	0.999862	0.999809	0.999895	0.999595	0.999687	
15.5313 1.00006	1.00014	0.999723	0.999807	0.99983	0.999922	
15.5518 0.99958	0.99966	0.999951	1.00004	0.999854	0.999946	
15.5723 0.999895	0.999975	0.999628	0.999711	0.999813	0.999904	
15.5928 1.0006	1.00068	0.999734	0.999816	0.999967	1.00006	
15.6133 0.999952	1.00004	0.99974	0.999821	0.999932	1.00002	
15.6337 1.00017	1.00025	0.999771	0.999851	0.999762	0.999853	
15.6542 0.99951	0.999592	0.999757	0.999837	0.999943	1.00003	
15.6747 1.0004	1.00048	0.999959	1.00004	0.999933	1.00002	
15.6952 0.999365	0.999447	0.999764	0.999843	0.999668	0.999758	
15.7156 1.00004	1.00012	0.999931	1.00001	1.00002	1.00011	
15.7361 0.999862	0.999945	0.999798	0.999876	0.999914	1	
15.7566 1.00008	1.00016	0.999811	0.999888	0.999965	1.00006	
15.7771 1.00023	1.00031	0.999823	0.9999	1.00029	1.00039	
15.7975 0.99982	0.999905	0.999584	0.999659	0.999821	0.999914	
15.818 0.999273	0.999354	0.999601	0.999674	0.99961	0.999701	
15.8385 0.99986	0.999941	1.00013	1.0002	0.999781	0.999872	
15.859 1.00011	1.00019	0.99987	0.999943	1.00003	1.00012	
15.8794 0.999695	0.999776	1.00019	1.00027	0.999342	0.99943	
15.8999 0.999868	0.999948	0.999855	0.99993	0.999763	0.99985	
15.9204 1.00009	1.00017	0.999786	0.99986	0.999531	0.999616	
15.9409 1.00008	1.00016	0.999607	0.999679	0.999985	1.00007	
15.9613 0.999844	0.999926	0.999814	0.999885	0.99949	0.999572	
15.9818 0.999511	0.999591	0.999776	0.999846	0.999578	0.999658	
16.0023 0.999717	0.999795	1.00012	1.00019	0.99968	0.999759	
16.0228 0.999693	0.99977	0.99996	1.00003	0.999574	0.99965	
16.0433 0.999288	0.999361	0.999706	0.999776	0.999937	1.00001	
16.0637 0.999836	0.999908	0.999758	0.999827	0.999908	0.999984	
16.0842 1.00001	1.00008	0.999839	0.999908	1.00002	1.0001	
16.1047 1.00041	1.00048	0.999984	1.00005	1	1.00008	
16.1252 0.999936	1.00001	1.00005	1.00012	0.9996	0.999676	
16.1456 0.999717	0.999792	0.999598	0.999666	0.999767	0.999842	
16.1661 0.999928	1	0.999781	0.999848	0.99971	0.999784	
16.1866 1.00037	1.00044	1.00007	1.00014	0.999527	0.999598	
16.2071 0.999909	0.999986	1.00021	1.00028	0.999623	0.999692	
16.2275 1.0001	1.00018	0.999773	0.999842	1.00011	1.00018	
16.248 0.999682	0.999759	1.00018	1.00025	0.999925	0.999995	
16.2685 0.999627	0.999702	1.00018	1.00025	0.999923	0.999993	
16.289 0.999472	0.999544	1.00002	1.00009	0.999453	0.99952	
16.3094 0.999565	0.999634	0.999989	1.00006	0.999655	0.99972	
16.3299 1.00003	1.0001	0.999997	1.00007	0.999995	1.00006	
16.3504 1.00012	1.00019	0.999995	1.00007	0.999789	0.999853	
16.3709 0.999769	0.99984	0.999877	0.99995	0.999635	0.999697	
16.3914 0.999771	0.999841	0.99949	0.999561	1.00037	1.00043	
16.4118 1.00014	1.00021	0.999918	0.999988	1.00004	1.0001	
16.4323 0.999683	0.999752	0.999705	0.999774	1.00016	1.00023	
16.4528 0.999694	0.999762	1.00034	1.00041	1.00005	1.00012	
16.4733 0.999876	0.999943	1.00012	1.00019	1.0002	1.00028	
16.4937 0.999779	0.999845	1.00004	1.00012	0.999896	0.999966	
16.5142 0.99926	0.999322	0.999954	1.00003	0.999821	0.99989	
