#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 6.1238e+09 6.12444e+09 6.1373e+09 6.12866e+09 6.12312e+09 6.12709e+09 6.12629e+09 6.12718e+09 1.09916e+10
 40 1.91253e+10 1.91291e+10 1.91707e+10 1.91418e+10 1.91233e+10 1.91382e+10 1.91344e+10 1.91373e+10 4.02842e+10
 60 3.38284e+10 3.38426e+10 3.3909e+10 3.38618e+10 3.38322e+10 3.38606e+10 3.38515e+10 3.38549e+10 8.30828e+10
 80 4.85461e+10 4.85699e+10 4.86532e+10 4.85915e+10 4.85566e+10 4.86031e+10 4.85837e+10 4.85861e+10 1.35924e+11
 100 6.32035e+10 6.32261e+10 6.33281e+10 6.32542e+10 6.32127e+10 6.32799e+10 6.32489e+10 6.32504e+10 1.95991e+11
 120 7.82538e+10 7.82773e+10 7.83935e+10 7.83098e+10 7.82462e+10 7.83426e+10 7.82995e+10 7.8303e+10 2.60991e+11
 140 9.41687e+10 9.42076e+10 9.4331e+10 9.42341e+10 9.41337e+10 9.42679e+10 9.42119e+10 9.42214e+10 3.29383e+11
 160 1.11114e+11 1.11186e+11 1.11313e+11 1.11201e+11 1.11055e+11 1.1123e+11 1.11162e+11 1.11179e+11 4.00131e+11
 180 1.28879e+11 1.29004e+11 1.29129e+11 1.29013e+11 1.2881e+11 1.29024e+11 1.28949e+11 1.28971e+11 4.72153e+11
 200 1.4716e+11 1.47356e+11 1.4747e+11 1.47368e+11 1.47097e+11 1.47341e+11 1.47269e+11 1.47293e+11 5.44355e+11
 200 1.47147e+11 1.47482e+11 1.47435e+11 1.47495e+11 1.46818e+11 1.47443e+11 1.47252e+11 1.47293e+11 5.44123e+11
 400 3.48951e+11 3.5002e+11 3.50112e+11 3.4997e+11 3.48612e+11 3.49457e+11 3.49346e+11 3.49486e+11 1.18859e+12
 600 5.69294e+11 5.70863e+11 5.71969e+11 5.69976e+11 5.68983e+11 5.7015e+11 5.69703e+11 5.70105e+11 1.56367e+12
 800 7.97993e+11 7.99815e+11 8.0297e+11 7.98155e+11 7.97509e+11 7.98755e+11 7.9814e+11 7.98987e+11 1.60045e+12
 1000 1.03089e+12 1.03362e+12 1.03878e+12 1.03069e+12 1.03032e+12 1.0322e+12 1.03107e+12 1.03242e+12 1.39788e+12
 1200 1.26514e+12 1.26976e+12 1.2771e+12 1.26515e+12 1.26601e+12 1.26844e+12 1.26653e+12 1.26819e+12 1.16107e+12
 1400 1.50062e+12 1.50649e+12 1.51694e+12 1.50099e+12 1.50357e+12 1.50649e+12 1.50369e+12 1.50542e+12 1.02424e+12
 1600 1.73753e+12 1.74482e+12 1.75773e+12 1.73772e+12 1.74163e+12 1.74595e+12 1.74177e+12 1.74374e+12 1.01055e+12
 1800 1.97489e+12 1.98404e+12 1.99929e+12 1.97549e+12 1.98069e+12 1.98627e+12 1.98082e+12 1.98292e+12 1.07982e+12
 2000 2.21389e+12 2.22388e+12 2.24216e+12 2.21395e+12 2.21981e+12 2.22683e+12 2.2202e+12 2.22278e+12 1.16858e+12
 2000 2.20883e+12 2.21625e+12 2.23845e+12 2.21602e+12 2.21965e+12 2.2305e+12 2.22205e+12 2.2217e+12 1.177e+12
 4000 4.63876e+12 4.64154e+12 4.68226e+12 4.61815e+12 4.62383e+12 4.63182e+12 4.6246e+12 4.63643e+12 1.23831e+12
 6000 7.07803e+12 7.09397e+12 7.1322e+12 7.05119e+12 7.04021e+12 7.04464e+12 7.04535e+12 7.06777e+12 1.29148e+12
 8000 9.5705e+12 9.54504e+12 9.60574e+12 9.48036e+12 9.4682e+12 9.45424e+12 9.4676e+12 9.51006e+12 1.35889e+12
 10000 1.20592e+13 1.20066e+13 1.20714e+13 1.19148e+13 1.19246e+13 1.18403e+13 1.18933e+13 1.19542e+13 1.42549e+12
 12000 1.4546e+13 1.44451e+13 1.45007e+13 1.43213e+13 1.43264e+13 1.42472e+13 1.42983e+13 1.43779e+13 1.48501e+12
 14000 1.70175e+13 1.69097e+13 1.6919e+13 1.67433e+13 1.67018e+13 1.66373e+13 1.66941e+13 1.6796e+13 1.53523e+12
 16000 1.95314e+13 1.94023e+13 1.93228e+13 1.91659e+13 1.90554e+13 1.90321e+13 1.90844e+13 1.92182e+13 1.58067e+12
 18000 2.20499e+13 2.19013e+13 2.17215e+13 2.15863e+13 2.13953e+13 2.13959e+13 2.14591e+13 2.16318e+13 1.64543e+12
 20000 2.46138e+13 2.44045e+13 2.41471e+13 2.40361e+13 2.36981e+13 2.375e+13 2.38281e+13 2.40522e+13 1.70954e+12
 20000 2.42975e+13 2.42117e+13 2.44543e+13 2.40891e+13 2.37901e+13 2.38661e+13 2.39151e+13 2.40775e+13 1.75594e+12
 40000 5.03209e+13 4.90513e+13 4.88779e+13 4.79864e+13 4.73342e+13 4.71378e+13 4.74861e+13 4.82584e+13 2.33826e+12
 60000 7.63973e+13 7.3714e+13 7.30715e+13 7.26232e+13 7.023e+13 7.02755e+13 7.10429e+13 7.23834e+13 2.91925e+12
 80000 1.00981e+14 9.84743e+13 9.72811e+13 9.78845e+13 9.27195e+13 9.3472e+13 9.4692e+13 9.638e+13 3.46468e+12
 100000 1.2686e+14 1.24041e+14 1.21939e+14 1.23947e+14 1.13961e+14 1.17162e+14 1.18357e+14 1.20726e+14 3.98443e+12
 120000 1.52774e+14 1.48999e+14 1.45659e+14 1.49188e+14 1.34522e+14 1.4259e+14 1.421e+14 1.44918e+14 4.53795e+12
 140000 1.78536e+14 1.7475e+14 1.69369e+14 1.74748e+14 1.55226e+14 1.68129e+14 1.66034e+14 1.69308e+14 5.015e+12
 160000 2.04514e+14 2.00831e+14 1.93674e+14 2.0077e+14 1.75586e+14 1.94563e+14 1.90306e+14 1.94053e+14 5.56001e+12
 180000 2.31218e+14 2.26702e+14 2.17043e+14 2.26927e+14 1.96246e+14 2.21804e+14 2.14992e+14 2.1899e+14 6.04774e+12
 200000 2.58133e+14 2.52697e+14 2.40641e+14 2.53019e+14 2.17136e+14 2.48895e+14 2.39683e+14 2.44006e+14 6.62838e+12
 200000 2.64265e+14 2.35493e+14 2.40721e+14 2.51895e+14 2.15611e+14 2.41927e+14 2.36478e+14 2.40617e+14 6.49599e+12
 400000 5.46016e+14 4.96829e+14 4.7425e+14 5.12372e+14 4.19568e+14 5.07987e+14 4.79976e+14 4.90265e+14 1.11055e+13
 600000 8.15899e+14 7.55026e+14 6.85677e+14 7.55096e+14 6.08355e+14 7.61285e+14 7.08246e+14 7.25828e+14 1.6909e+13
