#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 6.17886e+09 6.19428e+09 6.17799e+09 6.17437e+09 6.17494e+09 6.16142e+09 6.17024e+09 6.17563e+09 1.11117e+10
 40 1.92837e+10 1.93406e+10 1.92873e+10 1.9267e+10 1.92867e+10 1.92362e+10 1.92633e+10 1.92795e+10 4.07299e+10
 60 3.40856e+10 3.419e+10 3.41085e+10 3.40573e+10 3.41252e+10 3.40011e+10 3.40612e+10 3.40879e+10 8.4018e+10
 80 4.88762e+10 4.90286e+10 4.89462e+10 4.88443e+10 4.89919e+10 4.87466e+10 4.88609e+10 4.88967e+10 1.37484e+11
 100 6.35792e+10 6.37801e+10 6.37217e+10 6.3552e+10 6.38026e+10 6.34038e+10 6.35861e+10 6.36291e+10 1.9828e+11
 120 7.86673e+10 7.89131e+10 7.88887e+10 7.86534e+10 7.90091e+10 7.8452e+10 7.87049e+10 7.87521e+10 2.64076e+11
 140 9.46308e+10 9.49315e+10 9.49235e+10 9.46333e+10 9.50837e+10 9.43738e+10 9.46969e+10 9.47496e+10 3.33301e+11
 160 1.11638e+11 1.12016e+11 1.11999e+11 1.11663e+11 1.12194e+11 1.11338e+11 1.11731e+11 1.11793e+11 4.04894e+11
 180 1.29466e+11 1.2995e+11 1.2991e+11 1.29541e+11 1.30136e+11 1.29147e+11 1.29608e+11 1.29675e+11 4.77761e+11
 200 1.47801e+11 1.48413e+11 1.48356e+11 1.47958e+11 1.4861e+11 1.47502e+11 1.48023e+11 1.4809e+11 5.50796e+11
 200 1.48175e+11 1.48232e+11 1.48449e+11 1.47776e+11 1.48744e+11 1.47405e+11 1.47975e+11 1.48099e+11 5.5182e+11
 400 3.5014e+11 3.51882e+11 3.51883e+11 3.50533e+11 3.52915e+11 3.49675e+11 3.51041e+11 3.51145e+11 1.20107e+12
 600 5.70431e+11 5.74531e+11 5.739e+11 5.71171e+11 5.76427e+11 5.70106e+11 5.72568e+11 5.72723e+11 1.57856e+12
