#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 5.79527e+09 5.79696e+09 5.7961e+09 5.80412e+09 5.7976e+09 5.80592e+09 5.80255e+09 5.79997e+09 1.01808e+10
 40 1.79476e+10 1.79549e+10 1.79461e+10 1.7974e+10 1.79566e+10 1.79828e+10 1.79711e+10 1.79625e+10 3.72281e+10
 60 3.1462e+10 3.14752e+10 3.14547e+10 3.14958e+10 3.14791e+10 3.15299e+10 3.15016e+10 3.14865e+10 7.67124e+10
 80 4.47556e+10 4.47717e+10 4.47433e+10 4.47788e+10 4.47829e+10 4.48624e+10 4.4808e+10 4.47876e+10 1.25576e+11
 100 5.78142e+10 5.78317e+10 5.77991e+10 5.78122e+10 5.7854e+10 5.79693e+10 5.78785e+10 5.78531e+10 1.81275e+11
 120 7.11093e+10 7.11286e+10 7.1089e+10 7.10792e+10 7.11572e+10 7.13202e+10 7.11855e+10 7.11549e+10 2.41596e+11
 140 8.51601e+10 8.51864e+10 8.51339e+10 8.51055e+10 8.52095e+10 8.54311e+10 8.52487e+10 8.52133e+10 3.05089e+11
 160 1.00201e+11 1.00241e+11 1.00169e+11 1.00122e+11 1.00245e+11 1.00542e+11 1.00303e+11 1.00263e+11 3.70897e+11
 180 1.16032e+11 1.16089e+11 1.15998e+11 1.15938e+11 1.16069e+11 1.16458e+11 1.16155e+11 1.16109e+11 4.3809e+11
 200 1.3232e+11 1.32395e+11 1.32281e+11 1.32216e+11 1.32351e+11 1.32842e+11 1.3247e+11 1.32415e+11 5.05686e+11
 200 1.3232e+11 1.32284e+11 1.32258e+11 1.3229e+11 1.32236e+11 1.32777e+11 1.32434e+11 1.32375e+11 5.05618e+11
 400 3.10781e+11 3.1134e+11 3.10563e+11 3.10509e+11 3.10314e+11 3.12586e+11 3.11137e+11 3.1104e+11 1.13755e+12
 600 5.03445e+11 5.04139e+11 5.03117e+11 5.02423e+11 5.02529e+11 5.07181e+11 5.04044e+11 5.03853e+11 1.57519e+12
 800 7.01239e+11 7.02849e+11 7.01714e+11 6.99641e+11 7.00253e+11 7.08199e+11 7.02698e+11 7.02392e+11 1.7096e+12
 1000 9.013e+11 9.04609e+11 9.03256e+11 8.99705e+11 9.00191e+11 9.12096e+11 9.03997e+11 9.0362e+11 1.57922e+12
 1200 1.10289e+12 1.10829e+12 1.10611e+12 1.10089e+12 1.10127e+12 1.11726e+12 1.10647e+12 1.10619e+12 1.34397e+12
 1400 1.30527e+12 1.31281e+12 1.31042e+12 1.30249e+12 1.30302e+12 1.32292e+12 1.30948e+12 1.30949e+12 1.14511e+12
