#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 5.87535e+09 5.87718e+09 5.87492e+09 5.86789e+09 5.87861e+09 5.87032e+09 5.87227e+09 5.87369e+09 1.03184e+10
 40 1.81915e+10 1.82001e+10 1.81923e+10 1.81733e+10 1.821e+10 1.81806e+10 1.81879e+10 1.81906e+10 3.7731e+10
 60 3.18758e+10 3.19002e+10 3.18852e+10 3.18594e+10 3.19283e+10 3.18673e+10 3.1885e+10 3.18858e+10 7.77484e+10
 80 4.53244e+10 4.53713e+10 4.53475e+10 4.53305e+10 4.54226e+10 4.53225e+10 4.53585e+10 4.53542e+10 1.27271e+11
 100 5.85266e+10 5.85979e+10 5.85685e+10 5.85824e+10 5.86774e+10 5.85318e+10 5.85972e+10 5.85841e+10 1.83709e+11
 120 7.19622e+10 7.20642e+10 7.20284e+10 7.20863e+10 7.21736e+10 7.19748e+10 7.20782e+10 7.20542e+10 2.44808e+11
 140 8.61661e+10 8.63041e+10 8.62563e+10 8.63619e+10 8.64429e+10 8.61846e+10 8.63298e+10 8.62948e+10 3.09085e+11
 160 1.01384e+11 1.01562e+11 1.01494e+11 1.01647e+11 1.01727e+11 1.01405e+11 1.01593e+11 1.01548e+11 3.75665e+11
 180 1.1742e+11 1.17639e+11 1.17547e+11 1.17736e+11 1.17827e+11 1.17439e+11 1.17667e+11 1.17615e+11 4.43605e+11
 200 1.3393e+11 1.34192e+11 1.34072e+11 1.3429e+11 1.34399e+11 1.33944e+11 1.34211e+11 1.34152e+11 5.11912e+11
 200 1.33911e+11 1.34083e+11 1.34086e+11 1.3419e+11 1.34452e+11 1.33792e+11 1.34144e+11 1.34097e+11 5.11228e+11
 400 3.14704e+11 3.15351e+11 3.15147e+11 3.15339e+11 3.16163e+11 3.14757e+11 3.1542e+11 3.15279e+11 1.14929e+12
 600 5.09723e+11 5.10767e+11 5.10439e+11 5.10728e+11 5.12591e+11 5.0984e+11 5.11053e+11 5.10756e+11 1.5923e+12
 800 7.10672e+11 7.12524e+11 7.11805e+11 7.12195e+11 7.14845e+11 7.10959e+11 7.12666e+11 7.12267e+11 1.72772e+12
 1000 9.14045e+11 9.16867e+11 9.15294e+11 9.16667e+11 9.19859e+11 9.14462e+11 9.16996e+11 9.16359e+11 1.59544e+12
 1200 1.11795e+12 1.12251e+12 1.11989e+12 1.1231e+12 1.12577e+12 1.11933e+12 1.12273e+12 1.12169e+12 1.35597e+12
 1400 1.32164e+12 1.32835e+12 1.32491e+12 1.33023e+12 1.33252e+12 1.32508e+12 1.32928e+12 1.32755e+12 1.15225e+12
 1600 1.52577e+12 1.53477e+12 1.53022e+12 1.53786e+12 1.5398e+12 1.53145e+12 1.53637e+12 1.53392e+12 1.05774e+12
 1800 1.72996e+12 1.74145e+12 1.73567e+12 1.74574e+12 1.74715e+12 1.73748e+12 1.74346e+12 1.74035e+12 1.0745e+12
 2000 1.93348e+12 1.94845e+12 1.9412e+12 1.95394e+12 1.95479e+12 1.9442e+12 1.95098e+12 1.947e+12 1.15803e+12
 2000 1.94199e+12 1.94793e+12 1.93647e+12 1.96488e+12 1.9616e+12 1.95026e+12 1.95891e+12 1.9522e+12 1.15506e+12
 4000 3.98323e+12 4.01796e+12 4.01184e+12 4.06377e+12 4.04723e+12 4.03201e+12 4.04767e+12 4.03034e+12 1.32088e+12
 6000 6.03678e+12 6.08697e+12 6.09981e+12 6.19156e+12 6.16439e+12 6.11559e+12 6.15718e+12 6.12412e+12 1.39733e+12
 8000 8.07078e+12 8.13894e+12 8.18513e+12 8.33228e+12 8.30817e+12 8.20755e+12 8.28267e+12 8.22225e+12 1.48385e+12
 10000 1.01055e+13 1.0206e+13 1.02916e+13 1.04503e+13 1.04427e+13 1.03263e+13 1.04065e+13 1.03243e+13 1.55065e+12
 12000 1.21305e+13 1.22596e+13 1.23846e+13 1.25717e+13 1.25585e+13 1.24465e+13 1.25256e+13 1.24186e+13 1.64506e+12
 14000 1.41368e+13 1.43073e+13 1.44793e+13 1.46881e+13 1.46711e+13 1.45919e+13 1.46504e+13 1.45133e+13 1.7276e+12
 16000 1.61503e+13 1.63886e+13 1.65995e+13 1.68113e+13 1.67746e+13 1.67558e+13 1.67806e+13 1.66201e+13 1.80459e+12
 18000 1.81733e+13 1.85016e+13 1.87457e+13 1.89328e+13 1.88675e+13 1.88878e+13 1.8896e+13 1.8727e+13 1.87606e+12
 20000 2.02001e+13 2.06103e+13 2.08954e+13 2.10658e+13 2.09557e+13 2.10273e+13 2.10163e+13 2.08372e+13 1.95695e+12
 20000 2.03323e+13 2.07839e+13 2.07448e+13 2.11489e+13 2.08165e+13 2.11475e+13 2.10376e+13 2.08707e+13 1.90591e+12
 40000 4.08064e+13 4.15328e+13 4.26361e+13 4.20444e+13 4.09746e+13 4.21947e+13 4.17379e+13 4.17061e+13 2.77527e+12
 60000 6.17178e+13 6.18884e+13 6.39197e+13 6.25056e+13 6.16272e+13 6.3821e+13 6.26513e+13 6.25942e+13 3.52747e+12
 80000 8.29628e+13 8.23336e+13 8.47393e+13 8.32429e+13 8.30848e+13 8.51394e+13 8.38224e+13 8.36315e+13 4.27514e+12
 100000 1.04215e+14 1.02877e+14 1.05521e+14 1.03736e+14 1.04703e+14 1.06619e+14 1.05019e+14 1.04693e+14 5.11775e+12
 120000 1.25786e+14 1.23073e+14 1.26634e+14 1.24723e+14 1.26736e+14 1.28025e+14 1.26495e+14 1.25962e+14 5.96625e+12
 140000 1.4722e+14 1.44011e+14 1.47063e+14 1.46103e+14 1.4791e+14 1.48858e+14 1.47624e+14 1.47013e+14 6.81832e+12
 160000 1.69452e+14 1.65798e+14 1.67051e+14 1.67607e+14 1.69894e+14 1.70022e+14 1.69174e+14 1.68478e+14 7.74652e+12
 180000 1.91558e+14 1.88154e+14 1.87588e+14 1.89573e+14 1.92099e+14 1.90948e+14 1.90873e+14 1.90164e+14 8.56287e+12
 200000 2.14329e+14 2.11052e+14 2.08936e+14 2.11561e+14 2.14118e+14 2.12044e+14 2.12574e+14 2.1212e+14 9.43025e+12
 200000 2.11454e+14 2.17573e+14 2.1561e+14 2.13922e+14 2.13659e+14 2.11716e+14 2.13099e+14 2.13811e+14 9.46408e+12
 400000 4.45543e+14 4.40271e+14 4.27939e+14 4.46061e+14 4.07282e+14 4.2154e+14 4.24961e+14 4.30143e+14 1.88794e+13
 600000 6.9816e+14 6.3258e+14 6.52954e+14 6.84817e+14 6.01221e+14 6.41964e+14 6.42667e+14 6.50093e+14 2.90321e+13
 800000 9.63565e+14 8.22477e+14 8.76618e+14 9.1613e+14 8.42778e+14 8.6551e+14 8.74806e+14 8.79905e+14 3.90799e+13
 1e+06 1.19661e+15 9.83331e+14 1.09009e+15 1.15928e+15 1.09363e+15 1.0601e+15 1.10434e+15 1.09861e+15 4.93254e+13
 1.2e+06 1.45095e+15 1.11597e+15 1.29366e+15 1.39846e+15 1.34621e+15 1.28539e+15 1.34335e+15 1.32076e+15 5.97804e+13
 1.4e+06 1.69691e+15 1.25683e+15 1.5074e+15 1.6495e+15 1.59819e+15 1.53498e+15 1.59422e+15 1.55135e+15 7.15761e+13
