#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 20 6.21523e+09 6.21159e+09 6.21852e+09 6.21766e+09 6.20865e+09 6.21531e+09 6.21387e+09 6.21437e+09 1.11733e+10
 40 1.94179e+10 1.93984e+10 1.94306e+10 1.94269e+10 1.93873e+10 1.94077e+10 1.94073e+10 1.94106e+10 4.09584e+10
 60 3.43674e+10 3.43131e+10 3.43881e+10 3.4381e+10 3.4282e+10 3.43169e+10 3.43267e+10 3.43385e+10 8.4493e+10
 80 4.93508e+10 4.92432e+10 4.93683e+10 4.9365e+10 4.91719e+10 4.92224e+10 4.92531e+10 4.92801e+10 1.38257e+11
 100 6.42788e+10 6.41123e+10 6.42898e+10 6.42935e+10 6.39836e+10 6.40483e+10 6.41085e+10 6.41559e+10 1.99385e+11
 120 7.96022e+10 7.93844e+10 7.96207e+10 7.96295e+10 7.9197e+10 7.92681e+10 7.93649e+10 7.94332e+10 2.65535e+11
 140 9.58061e+10 9.55372e+10 9.58451e+10 9.58582e+10 9.5301e+10 9.53669e+10 9.55087e+10 9.5597e+10 3.35127e+11
 160 1.13066e+11 1.12743e+11 1.13137e+11 1.13151e+11 1.12469e+11 1.12515e+11 1.12712e+11 1.1282e+11 4.07101e+11
 180 1.31178e+11 1.30795e+11 1.31283e+11 1.31293e+11 1.3049e+11 1.30506e+11 1.30763e+11 1.30892e+11 4.8036e+11
 200 1.49836e+11 1.49388e+11 1.49972e+11 1.49973e+11 1.4905e+11 1.49039e+11 1.49354e+11 1.49505e+11 5.53795e+11
 200 1.49725e+11 1.49273e+11 1.49988e+11 1.50073e+11 1.49028e+11 1.49084e+11 1.49395e+11 1.49502e+11 5.5393e+11
 400 3.55212e+11 3.54486e+11 3.56025e+11 3.56509e+11 3.54008e+11 3.53578e+11 3.54698e+11 3.54915e+11 1.2079e+12
 600 5.7912e+11 5.79095e+11 5.81468e+11 5.81738e+11 5.77826e+11 5.77493e+11 5.79019e+11 5.79369e+11 1.58967e+12
 800 8.11946e+11 8.12234e+11 8.15891e+11 8.1576e+11 8.1053e+11 8.10534e+11 8.12275e+11 8.12707e+11 1.6262e+12
 1000 1.04884e+12 1.04995e+12 1.05539e+12 1.05472e+12 1.04761e+12 1.04928e+12 1.05054e+12 1.05088e+12 1.41919e+12
 1200 1.2883e+12 1.29106e+12 1.29811e+12 1.29647e+12 1.28662e+12 1.29072e+12 1.29127e+12 1.29176e+12 1.17808e+12
 1400 1.52945e+12 1.53458e+12 1.54234e+12 1.53953e+12 1.52683e+12 1.53362e+12 1.53333e+12 1.53418e+12 1.03738e+12
 1600 1.77181e+12 1.78002e+12 1.78803e+12 1.78347e+12 1.76835e+12 1.7777e+12 1.77651e+12 1.77789e+12 1.02267e+12
 1800 2.01536e+12 2.0266e+12 2.03462e+12 2.02775e+12 2.01075e+12 2.02219e+12 2.02023e+12 2.02235e+12 1.09522e+12
