# Time-averaged data for fix TEAve
# TimeStep v_TotEn
100000 -7394.89
200000 -7387.85
300000 -7394.35
400000 -7407.18
500000 -7384.83
600000 -7390.54
700000 -7400.27
800000 -7396.09
900000 -7398.13
1000000 -7394.27
1100000 -7394.63
1200000 -7401.48
1300000 -7402.8
1400000 -7400.87
1500000 -7389.75
1600000 -7399.33
1700000 -7395.06
1800000 -7395.12
1900000 -7396.68
2000000 -7392.89
2100000 -7397.25
2200000 -7394.41
2300000 -7400.12
2400000 -7391.53
2500000 -7396.12
2600000 -7403.11
2700000 -7398.3
2800000 -7397.14
2900000 -7396.29
3000000 -7397.12
3100000 -7394.7
3200000 -7399.49
3300000 -7397.67
3400000 -7393.11
3500000 -7396.67
3600000 -7391.7
3700000 -7393.38
3800000 -7398.15
3900000 -7388.43
4000000 -7399.42
4100000 -7403.45
4200000 -7393.59
4300000 -7399.42
4400000 -7392.38
4500000 -7397.23
4600000 -7398.48
4700000 -7391.47
4800000 -7395.23
4900000 -7402.37
5000000 -7390.26
5100000 -7387.27
5200000 -7395.5
5300000 -7386.5
5400000 -7394.11
5500000 -7389.46
5600000 -7398.75
5700000 -7399.88
5800000 -7393.41
5900000 -7386.68
6000000 -7401.8
6100000 -7406.06
6200000 -7391.06
6300000 -7404.95
6400000 -7384.98
6500000 -7390.55
6600000 -7388.08
6700000 -7396.93
6800000 -7394.09
6900000 -7404.27
7000000 -7394.84
7100000 -7397.42
7200000 -7394.07
7300000 -7396.78
7400000 -7400.82
7500000 -7399.32
7600000 -7392.77
7700000 -7391.88
7800000 -7395.2
7900000 -7394.73
8000000 -7392.13
8100000 -7399.01
8200000 -7385.69
8300000 -7394.38
8400000 -7394.04
8500000 -7397.49
8600000 -7395.72
8700000 -7400.43
8800000 -7398.44
8900000 -7399.28
9000000 -7397.1
9100000 -7392.25
9200000 -7394.09
9300000 -7393.5
9400000 -7395.02
9500000 -7383
9600000 -7397.79
9700000 -7394.58
9800000 -7405.28
9900000 -7383.54
10000000 -7393.2
