# Radius 	finiterdf__H_Water_H_Water	rdf__H_Water_H_Water	finiterdf__H_Water_O_Water	rdf__H_Water_O_Water	finiterdf__O_Water_O_Water	rdf__O_Water_O_Water	
2.75408 0.838546	0.838778	0.4726	0.472188	3.06069	3.05853	
2.77455 0.813001	0.813214	0.510901	0.510434	3.01421	3.01258	
2.79503 0.789308	0.789501	0.548951	0.548429	2.90339	2.90228	
2.8155 0.768439	0.768612	0.592837	0.592253	2.76153	2.76088	
2.83598 0.751524	0.751677	0.637664	0.637016	2.59038	2.59012	
2.85646 0.736121	0.736254	0.685061	0.684347	2.40968	2.40973	
2.87693 0.723717	0.72383	0.736477	0.735692	2.22518	2.22547	
2.89741 0.715409	0.715502	0.78924	0.788383	2.04861	2.04907	
2.91789 0.709555	0.709629	0.845518	0.844588	1.87617	1.87674	
2.93836 0.703573	0.703628	0.903409	0.902408	1.72682	1.72746	
2.95884 0.700891	0.700925	0.963262	0.962191	1.58536	1.58604	
2.97932 0.701915	0.70193	1.02537	1.02423	1.45762	1.4583	
2.99979 0.703519	0.703514	1.091	1.0898	1.34499	1.34566	
3.02027 0.705471	0.705446	1.15179	1.15054	1.24982	1.25048	
3.04074 0.709551	0.709505	1.21463	1.21333	1.16803	1.16866	
3.06122 0.71682	0.716754	1.27592	1.2746	1.09957	1.10018	
3.0817 0.722134	0.722047	1.3336	1.33226	1.0373	1.03787	
3.10217 0.730886	0.730778	1.38526	1.38392	0.989879	0.990428	
3.12265 0.738828	0.738699	1.43168	1.43036	0.946368	0.946889	
3.14313 0.748739	0.748587	1.47043	1.46915	0.914841	0.915335	
3.1636 0.759899	0.759726	1.50326	1.50203	0.885146	0.885614	
3.18408 0.769866	0.769671	1.52875	1.52759	0.861827	0.862269	
3.20456 0.782072	0.781856	1.54399	1.5429	0.844235	0.844654	
3.22503 0.792984	0.792747	1.55779	1.5568	0.831425	0.831823	
3.24551 0.807939	0.80768	1.56148	1.56058	0.820723	0.821099	
3.26598 0.821114	0.820834	1.55933	1.55853	0.812615	0.81297	
3.28646 0.832905	0.832605	1.55241	1.55171	0.806166	0.8065	
3.30694 0.848398	0.848077	1.54163	1.54104	0.803804	0.804118	
3.32741 0.862987	0.862647	1.52528	1.52478	0.801239	0.801534	
3.34789 0.876668	0.876309	1.5087	1.5083	0.798903	0.799178	
3.36837 0.892129	0.891753	1.48825	1.48794	0.799119	0.799374	
3.38884 0.906726	0.906333	1.46465	1.46443	0.80094	0.801177	
3.40932 0.92258	0.922171	1.44228	1.44214	0.803049	0.803267	
3.4298 0.938144	0.937721	1.41694	1.41688	0.804406	0.804604	
3.45027 0.951814	0.951379	1.3929	1.39292	0.812275	0.812456	
3.47075 0.968129	0.967682	1.36721	1.36729	0.817111	0.817274	
3.49123 0.984219	0.983763	1.34151	1.34164	0.820802	0.820947	
3.5117 0.999148	0.998685	1.31394	1.31412	0.822922	0.823048	
3.53218 1.01358	1.01311	1.28997	1.2902	0.830544	0.830652	
3.55265 1.02784	1.02737	1.26709	1.26737	0.834869	0.834959	
3.57313 1.04088	1.04041	1.24099	1.2413	0.842101	0.842173	
3.59361 1.05533	1.05486	1.21714	1.21748	0.850484	0.85054	
3.61408 1.06796	1.0675	1.19334	1.19371	0.855776	0.855815	
3.63456 1.08037	1.07991	1.17437	1.17476	0.859003	0.859025	
3.65504 1.09289	1.09244	1.15035	1.15076	0.866181	0.866187	
3.67551 1.10406	1.10363	1.1298	1.13022	0.871743	0.871732	
3.69599 1.11684	1.11642	1.11086	1.1113	0.878851	0.878825	
3.71647 1.12551	1.1251	1.09132	1.09176	0.885083	0.885042	
3.73694 1.13347	1.13308	1.07641	1.07685	0.895344	0.895288	
3.75742 1.14313	1.14277	1.06076	1.0612	0.897584	0.897515	
3.77789 1.14902	1.14868	1.04821	1.04866	0.908449	0.908365	
3.79837 1.15682	1.15651	1.03509	1.03554	0.916111	0.916015	
3.81885 1.1612	1.16091	1.0259	1.02635	0.921292	0.921184	
3.83932 1.16344	1.16318	1.01567	1.01612	0.93029	0.930171	
3.8598 1.16763	1.1674	1.00808	1.00853	0.93778	0.937651	
3.88028 1.1675	1.1673	1.00077	1.00121	0.944576	0.944437	
3.90075 1.1669	1.16674	0.995047	0.995487	0.955918	0.95577	
3.92123 1.1675	1.16737	0.990641	0.991078	0.961684	0.96153	
3.94171 1.1634	1.1633	0.986596	0.987028	0.969155	0.968995	
3.96218 1.16057	1.1605	0.983123	0.983552	0.977213	0.977047	
3.98266 1.15592	1.15588	0.980543	0.980967	0.984398	0.984229	
4.00314 1.14929	1.14928	0.977826	0.978246	0.993684	0.993512	
4.02361 1.14315	1.14317	0.97703	0.977446	0.999133	0.99896	
4.04409 1.136	1.13605	0.97421	0.974619	1.00745	1.00728	
4.06456 1.12887	1.12894	0.972624	0.973028	1.01482	1.01465	
4.08504 1.12047	1.12057	0.97209	0.972489	1.02052	1.02035	
4.10552 1.11079	1.1109	0.970342	0.970736	1.03026	1.03009	
4.12599 1.10273	1.10287	0.969626	0.970014	1.03549	1.03533	
4.14647 1.09435	1.09451	0.97024	0.970623	1.04588	1.04573	
4.16695 1.0865	1.08667	0.969246	0.969623	1.05141	1.05127	
4.18742 1.07857	1.07876	0.968365	0.968736	1.05879	1.05865	
4.2079 1.07223	1.07243	0.968678	0.969044	1.06364	1.06352	
4.22838 1.06533	1.06554	0.967336	0.967695	1.07089	1.07078	
4.24885 1.05923	1.05945	0.967216	0.967569	1.07269	1.0726	
4.26933 1.05588	1.05612	0.966652	0.966999	1.08189	1.08181	
4.2898 1.04957	1.04981	0.966361	0.966701	1.08594	1.08588	
4.31028 1.04503	1.04528	0.965353	0.965686	1.08698	1.08694	
4.33076 1.0401	1.04036	0.963879	0.964204	1.09416	1.09414	
4.35123 1.03885	1.03912	0.963272	0.96359	1.09675	1.09675	
4.37171 1.0365	1.03678	0.962405	0.962716	1.10029	1.10031	
4.39219 1.03342	1.0337	0.961827	0.962129	1.10206	1.10211	
4.41266 1.0317	1.03198	0.96173	0.962025	1.10584	1.10592	
4.43314 1.03005	1.03035	0.960567	0.960854	1.10976	1.10986	
4.45362 1.03027	1.03057	0.960091	0.96037	1.10875	1.10888	
4.47409 1.02918	1.02949	0.958869	0.959139	1.11103	1.11118	
4.49457 1.02732	1.02763	0.959166	0.959427	1.11208	1.11226	
4.51504 1.02769	1.028	0.95782	0.958072	1.11172	1.11193	
4.53552 1.02668	1.02701	0.958021	0.958264	1.11002	1.11025	
4.556 1.0247	1.02503	0.957616	0.95785	1.11018	1.11044	
4.57647 1.02397	1.0243	0.957895	0.95812	1.11032	1.11061	
4.59695 1.02286	1.0232	0.957241	0.957457	1.10772	1.10804	
4.61743 1.02334	1.02368	0.956931	0.957137	1.10681	1.10715	
4.6379 1.02136	1.02171	0.958086	0.958283	1.10671	1.10709	
4.65838 1.02076	1.02111	0.959052	0.95924	1.10093	1.10133	
4.67886 1.01927	1.01963	0.95924	0.959419	1.10106	1.10149	
4.69933 1.01891	1.01927	0.960472	0.960642	1.09937	1.09982	
4.71981 1.01696	1.01732	0.961616	0.961778	1.0935	1.09397	
4.74029 1.01638	1.01675	0.961878	0.962031	1.09296	1.09345	
4.76076 1.01286	1.01323	0.965981	0.966126	1.0855	1.08601	
4.78124 1.01114	1.01152	0.966485	0.966623	1.08227	1.08281	
4.80171 1.00859	1.00896	0.968478	0.968608	1.07842	1.07897	
4.82219 1.00756	1.00794	0.969879	0.970002	1.07434	1.07491	
4.84267 1.0059	1.00628	0.971982	0.972098	1.06987	1.07046	
4.86314 1.00399	1.00437	0.973707	0.973817	1.06773	1.06833	
4.88362 1.00187	1.00225	0.976141	0.976246	1.06128	1.0619	
4.9041 0.998125	0.998503	0.978292	0.978391	1.05481	1.05544	
4.92457 0.996268	0.996644	0.98131	0.981405	1.04933	1.04997	
4.94505 0.994081	0.994455	0.984488	0.984579	1.0469	1.04755	
4.96553 0.991858	0.992229	0.98589	0.985977	1.03939	1.04005	
4.986 0.988914	0.989281	0.988864	0.988949	1.03453	1.03519	
5.00648 0.987519	0.987882	0.9913	0.991383	1.03237	1.03305	
5.02695 0.98441	0.984767	0.992002	0.992083	1.02501	1.02569	
5.04743 0.981591	0.981943	0.995547	0.995627	1.02054	1.02122	
5.06791 0.980304	0.98065	0.998323	0.998403	1.01513	1.01581	
5.08838 0.97769	0.978029	1.00009	1.00017	1.01078	1.01146	
5.10886 0.975344	0.975676	1.00265	1.00273	1.00518	1.00586	
5.12934 0.97284	0.973164	1.00396	1.00404	0.999537	1.00021	
5.14981 0.971407	0.971722	1.00616	1.00624	0.994879	0.995549	
5.17029 0.969602	0.969908	1.00819	1.00828	0.987594	0.988255	
5.19077 0.968332	0.968628	1.01093	1.01102	0.984828	0.985483	
5.21124 0.967423	0.967711	1.0119	1.01199	0.978741	0.979387	
5.23172 0.965938	0.966215	1.01384	1.01394	0.972777	0.973412	
5.2522 0.964539	0.964806	1.01502	1.01513	0.970025	0.970649	
5.27267 0.964353	0.964609	1.01658	1.01669	0.9668	0.967412	
5.29315 0.962462	0.962707	1.01787	1.01798	0.958873	0.959468	
5.31362 0.96209	0.962323	1.0187	1.01882	0.956639	0.957221	
5.3341 0.961766	0.961988	1.01973	1.01986	0.950662	0.951226	
5.35458 0.96138	0.96159	1.01963	1.01977	0.946141	0.946686	
5.37505 0.961673	0.961872	1.02085	1.02099	0.942193	0.942719	
5.39553 0.961935	0.962122	1.02134	1.02149	0.938902	0.939408	
5.41601 0.961723	0.961899	1.0209	1.02105	0.931448	0.93193	
5.43648 0.961852	0.962016	1.02189	1.02205	0.92982	0.93028	
5.45696 0.962243	0.962395	1.02182	1.02199	0.925322	0.925758	
5.47744 0.962895	0.963036	1.02121	1.02138	0.919529	0.919937	
5.49791 0.96377	0.963899	1.02042	1.0206	0.915793	0.916175	
5.51839 0.964855	0.964974	1.02032	1.02051	0.915009	0.915364	
5.53886 0.96541	0.965518	1.01983	1.02002	0.91215	0.912478	
5.55934 0.966412	0.966508	1.01845	1.01865	0.910062	0.910362	
5.57982 0.967873	0.967959	1.01698	1.01719	0.909319	0.90959	
5.60029 0.969372	0.969448	1.01656	1.01678	0.907777	0.908019	
5.62077 0.971417	0.971483	1.01523	1.01545	0.905139	0.905351	
5.64125 0.972183	0.97224	1.0138	1.01402	0.906684	0.906866	
5.66172 0.974147	0.974196	1.01195	1.01218	0.905956	0.906108	
5.6822 0.974918	0.974957	1.01094	1.01117	0.905122	0.905245	
5.70268 0.978084	0.978116	1.00873	1.00896	0.905658	0.90575	
5.72315 0.979935	0.97996	1.00679	1.00702	0.905401	0.905462	
5.74363 0.981593	0.981612	1.00483	1.00507	0.907578	0.907609	
5.76411 0.983315	0.983328	1.0023	1.00254	0.909502	0.909503	
5.78458 0.984458	0.984465	1.00135	1.00159	0.909949	0.90992	
5.80506 0.986442	0.986444	0.998799	0.999036	0.91306	0.913002	
5.82553 0.987752	0.98775	0.996701	0.996936	0.915681	0.915593	
5.84601 0.989523	0.989517	0.994147	0.994379	0.918423	0.918308	
5.86649 0.992084	0.992075	0.992903	0.993132	0.92122	0.921077	
5.88696 0.993496	0.993484	0.989975	0.9902	0.924548	0.924377	
5.90744 0.994145	0.994132	0.987833	0.988053	0.927752	0.927555	
5.92792 0.995933	0.995918	0.985532	0.985746	0.929269	0.929046	
5.94839 0.996152	0.996135	0.983993	0.984201	0.934674	0.934427	
5.96887 0.997604	0.997587	0.981719	0.981919	0.939033	0.938762	
5.98935 0.999018	0.999	0.980304	0.980497	0.941047	0.940753	
6.00982 0.999988	0.99997	0.977695	0.977878	0.947158	0.946842	
6.0303 1.00093	1.00092	0.976359	0.976533	0.950112	0.949776	
6.05077 1.00247	1.00245	0.975147	0.975311	0.95422	0.953864	
6.07125 1.00321	1.00319	0.973591	0.973744	0.957235	0.956862	
6.09173 1.00354	1.00353	0.972606	0.972748	0.962759	0.962369	
6.1122 1.00381	1.0038	0.970732	0.970862	0.965836	0.965431	
6.13268 1.00385	1.00384	0.970767	0.970886	0.970071	0.969652	
6.15316 1.00486	1.00485	0.96903	0.969136	0.971709	0.971278	
6.17363 1.00501	1.00501	0.968855	0.968948	0.977173	0.976729	
6.19411 1.00585	1.00584	0.968425	0.968505	0.978951	0.978497	
6.21459 1.00522	1.00522	0.967595	0.967662	0.983758	0.983296	
6.23506 1.00607	1.00607	0.968033	0.968087	0.987134	0.986665	
6.25554 1.00587	1.00588	0.968421	0.968461	0.989872	0.989397	
6.27601 1.00465	1.00466	0.967803	0.96783	0.994969	0.994489	
6.29649 1.00539	1.0054	0.967847	0.96786	0.997292	0.996809	
6.31697 1.00437	1.00437	0.969111	0.96911	1.00021	0.999729	
6.33744 1.00501	1.00502	0.969286	0.969272	1.00306	1.00258	
6.35792 1.00445	1.00446	0.969417	0.96939	1.0079	1.00741	
6.3784 1.00409	1.00411	0.969557	0.969517	1.01014	1.00966	
6.39887 1.00329	1.0033	0.970531	0.970478	1.0121	1.01162	
6.41935 1.00273	1.00275	0.971011	0.970945	1.01579	1.01532	
6.43983 1.00312	1.00314	0.973611	0.973533	1.01746	1.017	
6.4603 1.00234	1.00236	0.973962	0.973872	1.02016	1.0197	
6.48078 1.00224	1.00227	0.974972	0.97487	1.02486	1.02441	
6.50126 1.00096	1.00098	0.975774	0.975661	1.0256	1.02517	
6.52173 1.00096	1.00099	0.976789	0.976666	1.02869	1.02827	
6.54221 1.0005	1.00052	0.979116	0.978983	1.02902	1.02862	
6.56268 0.999724	0.999747	0.979563	0.97942	1.03104	1.03064	
6.58316 0.999015	0.999038	0.981468	0.981315	1.03381	1.03343	
6.60364 0.999339	0.999361	0.982645	0.982484	1.03275	1.03239	
6.62411 0.998998	0.999019	0.98398	0.98381	1.03633	1.03599	
6.64459 0.998406	0.998427	0.985342	0.985165	1.03671	1.03638	
6.66507 0.997881	0.997901	0.987353	0.987169	1.03874	1.03844	
6.68554 0.997853	0.997872	0.988678	0.988489	1.03855	1.03827	
6.70602 0.998207	0.998225	0.9902	0.990005	1.03982	1.03956	
6.7265 0.997734	0.99775	0.991627	0.991428	1.04025	1.04001	
6.74697 0.997506	0.997522	0.992936	0.992733	1.04146	1.04124	
6.76745 0.996687	0.996701	0.994632	0.994426	1.04401	1.04381	
6.78792 0.997126	0.997138	0.996029	0.995821	1.04298	1.04281	
6.8084 0.997182	0.997193	0.996536	0.996325	1.04272	1.04256	
6.82888 0.996761	0.99677	0.998933	0.998722	1.04382	1.04369	
6.84935 0.997532	0.99754	0.999421	0.999209	1.04342	1.04332	
6.86983 0.997409	0.997415	1.00207	1.00186	1.04314	1.04306	
6.89031 0.997002	0.997007	1.00261	1.0024	1.04459	1.04453	
6.91078 0.997991	0.997995	1.00386	1.00365	1.04384	1.04381	
6.93126 0.997267	0.997269	1.00545	1.00524	1.04167	1.04165	
6.95174 0.997964	0.997966	1.00643	1.00623	1.04159	1.04161	
6.97221 0.997342	0.997342	1.0082	1.008	1.03971	1.03975	
6.99269 0.998103	0.998102	1.00888	1.00869	1.0386	1.03866	
7.01317 0.997964	0.997961	1.00982	1.00963	1.03883	1.03891	
7.03364 0.997976	0.997973	1.01043	1.01024	1.03678	1.03689	
7.05412 0.998648	0.998643	1.01261	1.01244	1.03617	1.03629	
7.07459 0.998513	0.998508	1.01371	1.01354	1.03522	1.03537	
7.09507 0.998939	0.998933	1.01443	1.01427	1.03522	1.03538	
7.11555 0.998686	0.99868	1.01487	1.01471	1.03347	1.03365	
7.13602 0.999438	0.999431	1.01645	1.0163	1.03068	1.03088	
7.1565 0.999892	0.999886	1.01698	1.01684	1.03023	1.03045	
7.17698 0.999393	0.999386	1.01692	1.01679	1.02895	1.02918	
7.19745 1.0005	1.0005	1.01768	1.01757	1.02604	1.02629	
7.21793 1.00007	1.00007	1.01833	1.01823	1.0267	1.02697	
7.23841 1.00067	1.00066	1.01935	1.01926	1.0232	1.02348	
7.25888 1.00148	1.00147	1.0194	1.01932	1.0211	1.0214	
7.27936 1.00163	1.00163	1.01981	1.01974	1.02023	1.02053	
7.29983 1.00191	1.00191	1.02033	1.02027	1.01882	1.01914	
7.32031 1.00216	1.00215	1.02131	1.02127	1.01772	1.01805	
7.34079 1.00265	1.00265	1.02195	1.02193	1.01434	1.01467	
7.36126 1.00192	1.00192	1.02149	1.02148	1.01418	1.01452	
7.38174 1.00299	1.003	1.02155	1.02155	1.01335	1.01371	
7.40222 1.0025	1.0025	1.02118	1.02119	1.01087	1.01123	
7.42269 1.0038	1.00381	1.02151	1.02154	1.00906	1.00943	
7.44317 1.0032	1.00321	1.02181	1.02185	1.00674	1.00711	
7.46365 1.0032	1.00321	1.02156	1.02162	1.0066	1.00697	
7.48412 1.00381	1.00382	1.02249	1.02256	1.00575	1.00613	
7.5046 1.00395	1.00397	1.02146	1.02154	1.00278	1.00316	
7.52507 1.00443	1.00445	1.0207	1.0208	1.00256	1.00294	
7.54555 1.0047	1.00472	1.0212	1.02131	1.0004	1.00078	
7.56603 1.00485	1.00488	1.02026	1.02039	0.999719	1.0001	
7.5865 1.00534	1.00537	1.01955	1.01969	0.998431	0.998809	
7.60698 1.00478	1.00481	1.01977	1.01992	0.997578	0.997955	
7.62746 1.00522	1.00526	1.0186	1.01876	0.995134	0.995507	
7.64793 1.00575	1.00579	1.01812	1.01829	0.993988	0.994356	
7.66841 1.00576	1.00581	1.0178	1.01798	0.994651	0.995017	
7.68889 1.00618	1.00623	1.01767	1.01787	0.992893	0.993253	
7.70936 1.00512	1.00517	1.01685	1.01706	0.992198	0.992553	
7.72984 1.0064	1.00646	1.01543	1.01566	0.991541	0.99189	
7.75032 1.00583	1.00589	1.01469	1.01492	0.990465	0.990807	
7.77079 1.00672	1.00679	1.01411	1.01436	0.990086	0.990422	
7.79127 1.0064	1.00647	1.01416	1.01441	0.988505	0.988833	
7.81174 1.006	1.00608	1.01285	1.01312	0.988738	0.989058	
7.83222 1.00663	1.0067	1.0119	1.01218	0.986924	0.987235	
7.8527 1.00637	1.00646	1.01086	1.01114	0.987599	0.987901	
7.87317 1.00657	1.00665	1.01008	1.01036	0.987326	0.987619	
7.89365 1.00774	1.00784	1.00949	1.00979	0.987074	0.987358	
7.91413 1.00678	1.00688	1.0075	1.0078	0.985863	0.986137	
7.9346 1.00666	1.00676	1.00679	1.0071	0.98638	0.986645	
7.95508 1.00672	1.00683	1.00697	1.00728	0.986222	0.986477	
7.97556 1.00695	1.00706	1.0047	1.00502	0.986351	0.986596	
7.99603 1.00664	1.00676	1.00421	1.00453	0.98717	0.987406	
8.01651 1.00639	1.00651	1.00367	1.00399	0.986025	0.98625	
8.03698 1.00643	1.00656	1.00292	1.00324	0.987121	0.987338	
8.05746 1.007	1.00713	1.00175	1.00207	0.986909	0.987115	
8.07794 1.00579	1.00593	1.00089	1.00121	0.987759	0.987957	
8.09841 1.00637	1.00651	1.00028	1.00061	0.986062	0.986249	
8.11889 1.00602	1.00617	1.00011	1.00043	0.986786	0.986963	
8.13937 1.00612	1.00627	0.999038	0.999361	0.989856	0.990027	
8.15984 1.00597	1.00612	0.997231	0.997551	0.986858	0.987018	
8.18032 1.00531	1.00548	0.996693	0.997011	0.987886	0.988037	
8.2008 1.00535	1.00552	0.996548	0.996862	0.988396	0.988538	
8.22127 1.00526	1.00543	0.995345	0.995656	0.988301	0.988434	
8.24175 1.00588	1.00606	0.994974	0.995281	0.98892	0.989045	
8.26223 1.00482	1.005	0.993932	0.994234	0.989957	0.990074	
8.2827 1.00448	1.00467	0.994032	0.99433	0.988642	0.98875	
8.30318 1.00454	1.00473	0.993271	0.993563	0.990469	0.990569	
8.32365 1.00384	1.00403	0.9929	0.993186	0.990668	0.99076	
8.34413 1.00398	1.00417	0.991602	0.991882	0.991997	0.992083	
8.36461 1.00354	1.00373	0.991384	0.991657	0.992744	0.992824	
8.38508 1.00293	1.00313	0.991201	0.991467	0.992849	0.992924	
8.40556 1.00291	1.00311	0.990895	0.991153	0.992101	0.992169	
8.42604 1.00226	1.00247	0.991191	0.991443	0.993492	0.993555	
8.44651 1.00192	1.00212	0.990205	0.990448	0.993948	0.994006	
8.46699 1.00144	1.00164	0.989834	0.990069	0.994913	0.994967	
8.48747 1.00125	1.00146	0.989926	0.990152	0.99561	0.99566	
8.50794 1.00096	1.00117	0.989134	0.989351	0.99563	0.995677	
8.52842 1.00122	1.00143	0.989292	0.989501	0.995491	0.995533	
8.54889 1.00032	1.00053	0.989278	0.989478	0.996858	0.996898	
8.56937 0.999787	0.999997	0.989074	0.989264	0.996859	0.996896	
8.58985 0.999298	0.999508	0.98891	0.989091	0.998097	0.998133	
8.61032 0.998484	0.998692	0.989283	0.989454	0.998108	0.998142	
