# Radius 	finiterdf__H_Water_H_Water	rdf__H_Water_H_Water	finiterdf__H_Water_O_Water	rdf__H_Water_O_Water	finiterdf__O_Water_O_Water	rdf__O_Water_O_Water	
8.6308 0.999294	0.999502	0.988835	0.988996	0.998272	0.998304	
8.65128 0.99841	0.998616	0.989715	0.989868	0.999112	0.999144	
8.67175 0.998061	0.998266	0.989415	0.989559	0.999414	0.999446	
8.69223 0.998042	0.998245	0.989636	0.98977	0.999602	0.999633	
8.71271 0.997971	0.998173	0.989764	0.989889	1.0004	1.00043	
8.73318 0.997545	0.997744	0.990202	0.990319	0.999883	0.999914	
8.75366 0.997266	0.997463	0.989739	0.989846	0.999982	1.00001	
8.77414 0.996548	0.996742	0.990862	0.990961	0.999992	1.00002	
8.79461 0.996016	0.996207	0.990163	0.990253	1.0005	1.00054	
8.81509 0.996132	0.996319	0.990654	0.990736	1.00116	1.0012	
8.83556 0.996069	0.996252	0.991634	0.991708	1.00023	1.00026	
8.85604 0.995979	0.996159	0.991341	0.991407	1.00151	1.00154	
8.87652 0.995432	0.995607	0.992168	0.992226	1.00154	1.00158	
8.89699 0.995161	0.995332	0.992623	0.992675	1.002	1.00204	
8.91747 0.995668	0.995836	0.992483	0.992527	1.00163	1.00167	
8.93795 0.994934	0.995096	0.992759	0.992797	1.00187	1.00191	
8.95842 0.995071	0.995229	0.993609	0.993641	1.00215	1.0022	
8.9789 0.994888	0.995041	0.993071	0.993095	1.00161	1.00166	
8.99938 0.994405	0.994553	0.99428	0.9943	1.00222	1.00227	
9.01985 0.994906	0.995048	0.99443	0.994444	1.00175	1.0018	
9.04033 0.994111	0.994248	0.995033	0.995043	1.0016	1.00165	
9.0608 0.994615	0.994747	0.994764	0.994768	1.00173	1.00178	
9.08128 0.994866	0.994993	0.995653	0.995652	1.001	1.00105	
9.10176 0.994002	0.994123	0.995742	0.995738	1.00202	1.00207	
9.12223 0.993834	0.993948	0.996221	0.996212	1.00186	1.00192	
9.14271 0.994562	0.994671	0.996565	0.996553	1.00191	1.00197	
9.16319 0.994144	0.994247	0.996993	0.996978	1.00038	1.00044	
9.18366 0.994157	0.994254	0.997117	0.997099	1.00005	1.00011	
9.20414 0.99434	0.994432	0.997993	0.997973	1.0012	1.00126	
9.22462 0.994698	0.994785	0.99824	0.998218	1.00067	1.00073	
9.24509 0.995174	0.995256	0.99842	0.998396	1.0003	1.00036	
9.26557 0.994755	0.994831	0.998717	0.998691	1.00158	1.00165	
9.28604 0.995138	0.99521	0.999122	0.999096	1.00074	1.0008	
9.30652 0.995011	0.995076	0.999099	0.999072	1.00033	1.00039	
9.327 0.995278	0.995339	0.999285	0.999258	1.00072	1.00079	
9.34747 0.995226	0.995282	0.999646	0.999617	0.999256	0.999322	
9.36795 0.995993	0.996044	1.00021	1.00018	0.999934	1	
9.38843 0.995743	0.99579	1.00058	1.00056	0.999217	0.999282	
9.4089 0.995276	0.995318	1.00088	1.00085	1.00001	1.00007	
9.42938 0.996134	0.996172	1.00057	1.00055	1.00117	1.00124	
9.44986 0.995418	0.995451	1.00114	1.00112	0.999572	0.999639	
9.47033 0.996612	0.996641	1.00133	1.00131	0.998663	0.998727	
9.49081 0.996662	0.996687	1.00159	1.00157	0.999757	0.999822	
9.51129 0.996686	0.996708	1.00191	1.00189	0.999405	0.999469	
9.53176 0.996776	0.996794	1.0018	1.00178	0.998243	0.998305	
9.55224 0.99691	0.996925	1.00177	1.00175	0.999096	0.999157	
9.57271 0.997169	0.99718	1.00207	1.00206	0.999067	0.999127	
9.59319 0.997853	0.997862	1.00219	1.00218	0.998468	0.998526	
9.61367 0.997887	0.997894	1.00231	1.00231	0.999542	0.9996	
9.63414 0.99819	0.998194	1.00241	1.00241	0.999001	0.999058	
9.65462 0.998444	0.998447	1.00275	1.00275	0.999459	0.999515	
9.6751 0.998239	0.99824	1.00253	1.00253	0.998611	0.998665	
9.69557 0.998311	0.998309	1.00208	1.00208	0.998253	0.998305	
9.71605 0.998993	0.998991	1.00295	1.00295	0.998613	0.998664	
9.73653 0.998561	0.998557	1.0024	1.00241	0.998949	0.998999	
9.757 0.998644	0.998638	1.00319	1.00321	0.99791	0.997958	
9.77748 0.999243	0.999236	1.00312	1.00314	0.998089	0.998134	
9.79795 0.999459	0.999452	1.003	1.00302	0.998895	0.998938	
9.81843 0.999873	0.999865	1.00301	1.00304	0.99919	0.999233	
9.83891 1.0002	1.00019	1.00252	1.00254	0.997835	0.997875	
9.85938 0.999865	0.999857	1.00302	1.00305	0.997522	0.997559	
9.87986 1.0004	1.00039	1.00296	1.003	0.99888	0.998916	
9.90034 1.00028	1.00027	1.00252	1.00256	0.997769	0.997803	
9.92081 1.00059	1.00059	1.0027	1.00275	0.998003	0.998034	
9.94129 1.00089	1.00089	1.0027	1.00274	0.997878	0.997906	
9.96177 1.00086	1.00086	1.00271	1.00276	0.998245	0.99827	
9.98224 1.00104	1.00103	1.00201	1.00206	0.998978	0.999003	
10.0027 1.0011	1.0011	1.00216	1.00221	0.998084	0.998106	
10.0232 1.00117	1.00117	1.00224	1.00229	0.998513	0.998533	
10.0437 1.00103	1.00103	1.00239	1.00245	0.99838	0.998398	
10.0641 1.00163	1.00163	1.00216	1.00223	0.998638	0.998655	
10.0846 1.00129	1.0013	1.00216	1.00223	0.998363	0.998378	
10.1051 1.00149	1.00149	1.00185	1.00192	0.999406	0.99942	
10.1256 1.00195	1.00196	1.00211	1.00218	0.998455	0.998466	
10.1461 1.00154	1.00155	1.00207	1.00215	0.998499	0.998509	
10.1665 1.00214	1.00215	1.00188	1.00196	0.999762	0.999771	
10.187 1.0023	1.00232	1.00128	1.00135	0.998796	0.998804	
10.2075 1.00224	1.00226	1.00134	1.00142	0.999996	1	
10.228 1.00241	1.00244	1.00128	1.00137	0.999785	0.999792	
10.2484 1.00216	1.00218	1.00136	1.00144	0.999472	0.999479	
10.2689 1.0022	1.00223	1.00157	1.00165	0.999657	0.999663	
10.2894 1.00198	1.00201	1.00137	1.00146	1.00088	1.00089	
10.3099 1.00227	1.0023	1.00097	1.00106	1.00124	1.00125	
10.3303 1.00297	1.00301	1.00071	1.0008	1.00092	1.00093	
10.3508 1.0023	1.00235	1.00111	1.0012	0.999905	0.999915	
10.3713 1.00222	1.00227	1.00097	1.00106	1.00068	1.00069	
10.3918 1.00211	1.00216	1.00015	1.00024	1.00103	1.00104	
10.4122 1.00254	1.0026	1.00022	1.00031	1.00073	1.00075	
10.4327 1.00224	1.0023	1.00057	1.00066	1.00125	1.00127	
10.4532 1.00188	1.00194	1.00003	1.00012	1.00103	1.00105	
10.4737 1.00206	1.00213	1.0001	1.0002	1.00215	1.00217	
10.4942 1.00216	1.00223	1.00044	1.00053	1.00227	1.00229	
10.5146 1.00196	1.00203	0.999708	0.999806	1.00126	1.00129	
10.5351 1.00183	1.0019	0.999544	0.999642	1.00153	1.00156	
10.5556 1.00216	1.00224	1.00014	1.00023	1.00123	1.00126	
10.5761 1.00184	1.00192	0.999947	1.00004	1.00155	1.00158	
10.5965 1.0025	1.00259	0.999581	0.999678	1.00109	1.00112	
10.617 1.00185	1.00193	0.999847	0.999944	1.00316	1.0032	
10.6375 1.00216	1.00224	0.999785	0.999882	1.00171	1.00175	
10.658 1.00163	1.00172	0.999296	0.999392	1.00338	1.00342	
10.6784 1.00156	1.00166	0.999872	0.999968	1.00161	1.00166	
10.6989 1.00189	1.00199	0.999608	0.999704	1.00219	1.00225	
10.7194 1.00106	1.00115	0.999416	0.999511	1.00236	1.00242	
10.7399 1.00117	1.00127	0.999528	0.999622	1.003	1.00306	
10.7603 1.00132	1.00142	0.999946	1.00004	1.00249	1.00255	
10.7808 1.0014	1.00151	0.998985	0.999078	1.00308	1.00315	
10.8013 1.00129	1.0014	0.999892	0.999985	1.00257	1.00264	
10.8218 1.0012	1.00131	0.99961	0.999702	1.0021	1.00218	
10.8423 1.00076	1.00087	0.99987	0.999962	1.00268	1.00276	
10.8627 1.00054	1.00065	0.999284	0.999375	1.00247	1.00255	
10.8832 1.00086	1.00097	0.999471	0.999562	1.00231	1.0024	
10.9037 1.00113	1.00124	0.999559	0.999649	1.00258	1.00268	
10.9242 1.00052	1.00064	0.999176	0.999264	1.00288	1.00298	
10.9446 1.00043	1.00054	0.999423	0.999511	1.00204	1.00214	
10.9651 1.00017	1.00029	0.999576	0.999663	1.00277	1.00288	
10.9856 1.00051	1.00063	0.99988	0.999968	1.00239	1.00251	
11.0061 1.00002	1.00014	0.999347	0.999434	1.0018	1.00191	
11.0265 1.00066	1.00078	0.99979	0.999876	1.00179	1.00191	
11.047 1.00009	1.00021	0.999592	0.999678	1.00323	1.00336	
11.0675 1.0001	1.00022	0.999558	0.999643	1.0023	1.00243	
11.088 1.00029	1.00041	1.00031	1.00039	1.00229	1.00242	
11.1084 0.999805	0.999927	1	1.00009	1.00216	1.0023	
11.1289 0.999947	1.00007	1.00014	1.00023	1.00232	1.00246	
11.1494 0.999554	0.999675	1.00001	1.0001	1.00182	1.00196	
11.1699 1.00007	1.00019	1.00035	1.00044	1.00155	1.0017	
11.1903 0.999611	0.999732	1	1.00009	1.00195	1.0021	
11.2108 0.999409	0.999529	1.00033	1.00042	1.00184	1.00199	
11.2313 0.999355	0.999474	1.00008	1.00016	1.00198	1.00214	
11.2518 0.999526	0.999644	0.999941	1.00003	1.00056	1.00071	
11.2723 0.999172	0.999289	1.00015	1.00024	1.00162	1.00178	
11.2927 0.999114	0.99923	0.999928	1.00002	1.00014	1.0003	
11.3132 0.999399	0.999514	1.00027	1.00036	1.00153	1.0017	
11.3337 0.998996	0.99911	1.00053	1.00062	1.00223	1.0024	
11.3542 0.99962	0.999733	1.00019	1.00028	1.00147	1.00165	
11.3746 0.999317	0.999428	1.00054	1.00063	1.0008	1.00098	
11.3951 0.999359	0.99947	1.00033	1.00043	0.999994	1.00017	
11.4156 0.999254	0.999364	0.999779	0.999872	0.999794	0.999968	
11.4361 0.999325	0.999434	1.00042	1.00051	1.00077	1.00095	
11.4565 0.999925	1.00003	1.00023	1.00033	1.00009	1.00027	
11.477 0.999509	0.999617	1.00021	1.00031	1.00024	1.00042	
11.4975 0.999038	0.999144	1.0005	1.0006	0.999794	0.999971	
11.518 0.999565	0.999671	1.00052	1.00062	0.999559	0.999737	
11.5384 0.999216	0.99932	1.00004	1.00014	0.999672	0.999849	
11.5589 0.999693	0.999797	1.00077	1.00087	0.99962	0.999796	
11.5794 0.999084	0.999186	1.0006	1.0007	0.999342	0.999518	
11.5999 0.998856	0.998956	1.00055	1.00065	0.998948	0.999121	
11.6204 0.999316	0.999415	1.00013	1.00023	0.999765	0.999939	
11.6408 0.999018	0.999115	1.00038	1.00048	0.999118	0.99929	
11.6613 0.999025	0.99912	1.00089	1.001	0.999152	0.999323	
11.6818 0.999365	0.99946	1.00044	1.00054	0.998648	0.998816	
11.7023 0.999237	0.99933	1.00043	1.00054	0.998922	0.999089	
11.7227 0.998786	0.998877	1.00022	1.00033	0.998883	0.999048	
11.7432 0.999526	0.999617	1.00036	1.00047	0.998788	0.998951	
11.7637 0.99958	0.99967	0.999974	1.00008	0.998942	0.999103	
11.7842 0.999356	0.999444	1.0002	1.00031	0.998104	0.998261	
11.8046 0.999561	0.999649	1.00057	1.00068	0.997548	0.9977	
11.8251 0.999921	1.00001	1.00014	1.00025	0.997674	0.997821	
11.8456 0.999762	0.999849	1.00043	1.00054	0.998469	0.998614	
11.8661 0.999282	0.999368	1.00008	1.00019	0.997969	0.99811	
11.8865 0.999419	0.999504	0.999977	1.00009	0.998015	0.998152	
11.907 0.999389	0.999473	1.00021	1.00032	0.997259	0.99739	
11.9275 0.999904	0.999988	0.999687	0.999801	0.99754	0.997667	
11.948 0.999315	0.999398	0.999891	1	0.998659	0.998783	
11.9685 0.999688	0.999771	0.999692	0.999806	0.99805	0.99817	
11.9889 0.999873	0.999956	1.00004	1.00016	0.998208	0.998325	
12.0094 0.999338	0.999419	1.00014	1.00025	0.998489	0.998603	
12.0299 0.999912	0.999993	0.999756	0.99987	0.998331	0.998441	
12.0504 0.999705	0.999786	0.999729	0.999842	0.998708	0.998815	
12.0708 1.00024	1.00032	0.99993	1.00004	0.997969	0.998072	
12.0913 1.00005	1.00013	0.999913	1.00003	0.999014	0.999115	
12.1118 0.999622	0.999703	0.999621	0.999734	0.99749	0.997586	
12.1323 0.999806	0.999886	0.999497	0.999609	0.998293	0.998386	
12.1527 0.999976	1.00006	0.999652	0.999764	0.998031	0.998119	
12.1732 0.99985	0.99993	0.999947	1.00006	0.997845	0.997928	
12.1937 1.00003	1.00011	1.00007	1.00019	0.997968	0.998047	
12.2142 0.999963	1.00004	0.999497	0.999609	0.998482	0.998557	
12.2346 0.999878	0.999958	0.999836	0.999947	0.998847	0.99892	
12.2551 0.999835	0.999916	0.999743	0.999854	0.998278	0.998347	
12.2756 1.00026	1.00035	0.999215	0.999324	0.998244	0.998309	
12.2961 1.00019	1.00028	0.99974	0.999849	0.998647	0.998709	
12.3166 1.00014	1.00022	0.99932	0.999427	0.998613	0.998672	
12.337 1.00009	1.00017	0.9992	0.999306	0.998245	0.9983	
12.3575 0.999974	1.00006	0.99959	0.999695	0.998319	0.99837	
12.378 1.00046	1.00054	0.999357	0.999461	0.999414	0.999464	
12.3985 1.00012	1.0002	0.999541	0.999644	0.998932	0.998979	
12.4189 0.999947	1.00003	0.999194	0.999295	0.998953	0.998998	
12.4394 0.999645	0.99973	0.999241	0.99934	0.999044	0.999087	
12.4599 1.00003	1.00012	0.999109	0.999207	0.998639	0.998679	
12.4804 0.999691	0.999775	0.999387	0.999483	0.998566	0.998602	
12.5008 0.999934	1.00002	0.998893	0.998987	0.998705	0.998738	
12.5213 0.999832	0.999916	0.999269	0.999362	0.99952	0.999552	
12.5418 1.00003	1.00011	0.999712	0.999803	0.999567	0.999598	
12.5623 0.999765	0.999849	0.999096	0.999186	0.999943	0.999973	
12.5827 1.00022	1.0003	0.999658	0.999747	0.999034	0.999062	
12.6032 0.999815	0.999899	0.999505	0.999593	0.999487	0.999514	
12.6237 0.999768	0.999852	0.998939	0.999024	0.998922	0.998946	
12.6442 0.999984	1.00007	0.998928	0.999011	0.999141	0.999163	
12.6647 1.00009	1.00017	0.999128	0.999209	1.00042	1.00045	
12.6851 0.999831	0.999915	0.999146	0.999225	0.999271	0.999293	
12.7056 0.999959	1.00004	0.998961	0.999038	0.999934	0.999956	
12.7261 1.00021	1.0003	0.99901	0.999084	0.9999	0.999921	
12.7466 0.999885	0.99997	0.999141	0.999213	1.00019	1.00021	
12.767 0.999613	0.999697	0.999349	0.999419	0.99921	0.99923	
12.7875 0.999954	1.00004	0.999437	0.999506	0.999911	0.99993	
12.808 0.999711	0.999795	0.99927	0.999337	0.999432	0.99945	
12.8285 0.999656	0.999739	0.999705	0.999772	0.999461	0.999477	
12.8489 0.999693	0.999776	0.998963	0.999027	1.00008	1.0001	
12.8694 0.999933	1.00002	0.999032	0.999093	1.00007	1.00009	
12.8899 1.00008	1.00016	0.999209	0.999268	1.00049	1.00051	
12.9104 0.999527	0.999609	0.999323	0.999381	1.0002	1.00021	
12.9308 0.999754	0.999835	0.999573	0.999629	0.999502	0.999519	
12.9513 0.999638	0.999719	0.999221	0.999275	0.99958	0.999597	
12.9718 1.0002	1.00028	0.999782	0.999836	1.00096	1.00098	
12.9923 0.999921	1	0.999308	0.99936	1.00035	1.00037	
13.0127 0.999735	0.999816	0.999282	0.999332	1.00072	1.00074	
13.0332 0.999935	1.00002	0.999315	0.999364	1.00113	1.00115	
13.0537 1.00001	1.00009	0.999675	0.999723	1.0004	1.00043	
13.0742 0.999837	0.999918	1.00007	1.00011	1.00052	1.00055	
13.0947 0.999607	0.999687	0.999517	0.999564	1.00089	1.00093	
13.1151 1.00002	1.0001	0.999702	0.999748	0.999879	0.99991	
13.1356 0.999992	1.00007	0.999801	0.999847	1.00093	1.00097	
13.1561 0.999403	0.999481	0.999823	0.999868	1.00076	1.00079	
13.1766 0.999955	1.00003	0.999948	0.999993	1.00025	1.00029	
13.197 0.999825	0.999904	1.00011	1.00015	1.00096	1.001	
13.2175 0.999434	0.999512	0.999912	0.999957	1.00161	1.00166	
13.238 0.999791	0.999868	0.999704	0.999749	1.00066	1.00071	
13.2585 0.999788	0.999865	0.999855	0.999899	1.00113	1.00119	
13.2789 1.00038	1.00046	0.999778	0.999822	1.00072	1.00077	
13.2994 0.999757	0.999834	0.999808	0.999851	1.00053	1.00059	
13.3199 0.999812	0.999889	0.999799	0.999842	1.00078	1.00084	
13.3404 0.999681	0.999757	1.00042	1.00046	1.00014	1.0002	
13.3608 0.999792	0.999867	0.99995	0.999995	1.00073	1.00079	
13.3813 0.999431	0.999505	1.00037	1.00042	1.00063	1.00069	
13.4018 1.00006	1.00014	0.99996	1.00001	1.00089	1.00096	
13.4223 0.999999	1.00007	1.0004	1.00044	1.00091	1.00098	
13.4428 0.999846	0.999921	1.00007	1.00011	1.00117	1.00124	
13.4632 0.999574	0.999648	1.00015	1.0002	1.00086	1.00094	
13.4837 0.999872	0.999946	1.00016	1.00021	1.00045	1.00053	
13.5042 0.999743	0.999816	1.00019	1.00024	1.00049	1.00058	
13.5247 0.999506	0.999577	0.99997	1.00002	1.00058	1.00066	
13.5451 0.999361	0.99943	0.999901	0.99995	1.00022	1.0003	
13.5656 0.999552	0.99962	1.00042	1.00047	0.999968	1.00005	
13.5861 0.99989	0.999958	1.00003	1.00009	1.00107	1.00116	
13.6066 0.999852	0.999919	1.00001	1.00006	1.00042	1.00051	
13.627 0.999644	0.99971	1.00025	1.0003	1.00057	1.00066	
13.6475 0.999846	0.999912	1.00065	1.0007	1.00036	1.00045	
13.668 0.9997	0.999766	1.00009	1.00014	0.999792	0.999886	
13.6885 0.999907	0.999972	1.0002	1.00025	1.00049	1.00058	
13.7089 0.999868	0.999933	1.0005	1.00056	0.999444	0.999538	
13.7294 1.00003	1.0001	1.00038	1.00044	1.00005	1.00015	
13.7499 1.00006	1.00013	0.999992	1.00005	0.999844	0.999939	
13.7704 1.00002	1.00009	1.00041	1.00047	1.00026	1.00036	
13.7909 0.999632	0.999697	1.00032	1.00038	1.00131	1.00141	
13.8113 0.999858	0.999922	1.00061	1.00068	1.00032	1.00042	
13.8318 0.99962	0.999684	1.00002	1.00008	0.999818	0.99992	
13.8523 0.999939	1	1.00023	1.0003	0.99993	1.00003	
13.8728 1.00012	1.00019	1.00065	1.00072	1.00018	1.00028	
13.8932 0.999753	0.999817	1.00027	1.00034	0.999723	0.999826	
13.9137 0.999491	0.999553	1.00035	1.00043	0.999876	0.999979	
13.9342 0.999858	0.999919	1.0002	1.00028	1.00013	1.00023	
13.9547 1.00022	1.00028	1.00021	1.00029	0.999907	1.00001	
13.9751 1.00035	1.00042	1.00044	1.00052	1.00035	1.00045	
13.9956 1.00002	1.00009	1.00046	1.00054	1.00036	1.00047	
14.0161 1.00016	1.00022	1.00014	1.00022	1.00006	1.00017	
14.0366 1.00003	1.0001	1.00021	1.0003	1.00074	1.00085	
14.057 0.999966	1.00003	1.00041	1.00049	0.999967	1.00008	
14.0775 0.999833	0.999898	1.00029	1.00038	1.00067	1.00078	
14.098 0.999994	1.00006	1.00092	1.00101	0.999482	0.999595	
14.1185 1.00005	1.00011	1.00033	1.00042	0.999983	1.0001	
14.139 1.00005	1.00012	1.00017	1.00026	1.00015	1.00026	
14.1594 0.999808	0.999874	1.00031	1.0004	0.999253	0.999365	
14.1799 1.0001	1.00017	1.0003	1.0004	0.999345	0.999454	
14.2004 1.00036	1.00043	1.00064	1.00074	1.00028	1.00039	
14.2209 1.00018	1.00025	0.999916	1.00001	0.999923	1.00003	
14.2413 1.00031	1.00038	1.00036	1.00046	0.999327	0.999435	
14.2618 1.00018	1.00025	1.00052	1.00062	0.999471	0.999578	
14.2823 0.999684	0.999756	1.00015	1.00025	1.00031	1.00042	
14.3028 1.00008	1.00015	1.00008	1.00018	0.999921	1.00003	
14.3232 1.00043	1.0005	0.99993	1.00004	0.999678	0.999786	
14.3437 0.999996	1.00007	1.00005	1.00016	0.999901	1.00001	
14.3642 0.999957	1.00003	1.00019	1.0003	0.999828	0.999936	
14.3847 0.999902	0.999977	1.00029	1.0004	0.999624	0.999731	
14.4051 1.00015	1.00023	0.999927	1.00004	0.999266	0.99937	
14.4256 1.0004	1.00048	0.999646	0.999754	1.00022	1.00033	
14.4461 1.00028	1.00036	0.999892	1	0.999015	0.999116	
14.4666 0.999962	1.00004	1.00001	1.00012	0.999272	0.999371	
14.487 0.999791	0.999871	0.999939	1.00005	1.00001	1.00011	
14.5075 0.999984	1.00006	0.999926	1.00003	0.998518	0.99861	
14.528 1.00011	1.00019	0.999738	0.999846	0.999483	0.999573	
14.5485 0.999989	1.00007	0.999867	0.999975	0.999894	0.999985	
14.569 1.00013	1.00021	0.99979	0.999898	1.00033	1.00042	
14.5894 0.999886	0.999968	0.999435	0.99954	1.00005	1.00015	
14.6099 1.00021	1.0003	0.999758	0.999862	1.00013	1.00022	
14.6304 1.00034	1.00042	0.999823	0.999927	0.999742	0.999835	
14.6509 1.00001	1.0001	0.999603	0.999706	0.999993	1.00009	
14.6713 1.00032	1.00041	0.999912	1.00001	1.00022	1.00031	
14.6918 1.00007	1.00016	0.99982	0.999923	0.999757	0.999851	
14.7123 1.0002	1.00029	0.999849	0.999951	0.999747	0.999841	
14.7328 1.0001	1.00019	0.999978	1.00008	0.999785	0.999878	
14.7532 1.00015	1.00024	0.999945	1.00005	1.0002	1.0003	
14.7737 1.00003	1.00012	1.00007	1.00018	0.999417	0.99951	
14.7942 1.00018	1.00028	0.999665	0.999767	0.999845	0.999937	
14.8147 0.999943	1.00004	0.999857	0.99996	0.999906	0.999998	
14.8351 1.00004	1.00013	0.999379	0.999478	0.999287	0.999376	
14.8556 1.00003	1.00012	0.999854	0.999953	0.999224	0.999309	
14.8761 0.999959	1.00005	0.999605	0.999703	0.998806	0.998886	
14.8966 0.999785	0.99988	1.00002	1.00012	0.999762	0.999841	
14.9171 0.999985	1.00008	0.999569	0.999666	0.999449	0.999526	
14.9375 1.00029	1.00039	0.999994	1.00009	1.00002	1.0001	
14.958 1.00013	1.00023	0.999799	0.999896	1.00028	1.00036	
14.9785 0.999951	1.00005	0.999916	1.00001	0.999958	1.00004	
14.999 0.999861	0.999959	0.999728	0.999825	0.999653	0.999731	
15.0194 1.00014	1.00024	0.999597	0.999691	1.00024	1.00032	
15.0399 1.00014	1.00024	0.99995	1.00004	0.999483	0.99956	
15.0604 0.999832	0.999933	0.999839	0.999934	1.00067	1.00075	
15.0809 0.999789	0.999889	0.99992	1.00001	0.99906	0.999136	
15.1013 0.999943	1.00004	0.999548	0.999641	0.999321	0.999394	
15.1218 0.999663	0.999761	0.999761	0.999852	1.00022	1.00029	
15.1423 1.00011	1.00021	0.999564	0.999654	0.999927	1	
15.1628 1.00009	1.0002	0.999689	0.999778	1.0003	1.00038	
15.1832 0.999628	0.999728	0.999864	0.999953	0.999272	0.999345	
15.2037 0.999671	0.99977	0.999657	0.999745	0.999528	0.999599	
15.2242 1.00003	1.00013	0.999807	0.999894	1.00054	1.00062	
15.2447 0.999831	0.999929	1.00021	1.00029	1.00008	1.00015	
15.2652 1.00015	1.00025	0.999882	0.99997	0.999595	0.999669	
15.2856 0.999762	0.999861	0.999778	0.999866	1.00038	1.00045	
15.3061 0.999628	0.999725	0.999621	0.999707	0.999558	0.999632	
15.3266 0.99996	1.00006	0.999781	0.999866	1.00037	1.00044	
15.3471 0.999733	0.99983	0.999455	0.999538	1.00079	1.00087	
15.3675 1.00004	1.00014	0.99973	0.999812	0.999519	0.999598	
15.388 0.999832	0.99993	1.00001	1.00009	1.00063	1.00071	
15.4085 0.999859	0.999957	0.999658	0.999739	1.00006	1.00014	
15.429 1.00011	1.00021	0.999706	0.999786	1.00002	1.0001	
15.4494 0.999846	0.999944	1.00001	1.00009	0.999763	0.999846	
15.4699 0.999855	0.999953	0.999889	0.999969	1.00011	1.00019	
15.4904 1.00025	1.00035	0.999763	0.999842	1.00104	1.00113	
15.5109 0.999562	0.999659	0.999955	1.00003	0.999714	0.999803	
15.5313 0.999716	0.999813	1.00003	1.00011	1.00052	1.00061	
15.5518 0.999536	0.999631	1.00007	1.00015	1.0001	1.00019	
15.5723 1.00017	1.00027	0.999639	0.999718	1.0001	1.00019	
15.5928 0.999583	0.999677	0.999759	0.999837	1	1.0001	
15.6133 0.999526	0.999619	1.00014	1.00022	0.99973	0.999825	
15.6337 0.999621	0.999712	1.00025	1.00033	1.00067	1.00077	
15.6542 0.999731	0.999821	0.999788	0.999868	1.00024	1.00034	
15.6747 1.00004	1.00013	0.999993	1.00007	0.99991	1.00001	
15.6952 0.999831	0.999921	0.999773	0.999854	0.999777	0.999877	
15.7156 0.99953	0.999618	1.00008	1.00016	0.999944	1.00004	
15.7361 0.999937	1.00002	1.00009	1.00017	0.99981	0.99991	
15.7566 0.999593	0.999679	0.999709	0.99979	0.999793	0.999893	
15.7771 0.999927	1.00001	0.999811	0.999892	0.999868	0.999967	
15.7975 0.999473	0.999556	1.00006	1.00014	0.999867	0.999966	
15.818 1.00009	1.00017	0.999934	1.00002	0.999724	0.999822	
15.8385 0.999645	0.999728	0.99951	0.999589	0.999168	0.999261	
15.859 0.999455	0.999535	0.999842	0.999921	0.999586	0.999677	
15.8794 1.00003	1.00011	0.999663	0.99974	1.00003	1.00012	
15.8999 1.00006	1.00014	0.999811	0.999887	1.00001	1.0001	
15.9204 1.00013	1.00022	0.999787	0.999863	0.999346	0.999436	
15.9409 0.999926	1.00001	0.999891	0.999966	0.999273	0.999359	
15.9613 0.999622	0.999704	0.999979	1.00005	0.99988	0.999966	
15.9818 1.00004	1.00012	0.99982	0.999895	1.00012	1.00021	
16.0023 0.999915	0.999997	1.00008	1.00016	1.00012	1.0002	
16.0228 0.999651	0.999731	1.00016	1.00024	0.999693	0.99978	
16.0433 0.999974	1.00006	1.00002	1.0001	0.999549	0.999634	
16.0637 0.999718	0.999797	1.0001	1.00017	1.00017	1.00026	
16.0842 0.99971	0.999789	0.99961	0.999687	0.99953	0.999614	
16.1047 1.00022	1.0003	0.999701	0.999776	0.999601	0.999683	
16.1252 1.00013	1.00021	1.00025	1.00033	1.00008	1.00016	
16.1456 0.999956	1.00004	1.00013	1.00021	0.999243	0.999321	
16.1661 0.999708	0.999788	0.999834	0.999913	1.00001	1.00009	
16.1866 0.999594	0.999672	1.0001	1.00018	0.999416	0.999492	
16.2071 0.999672	0.999749	0.999891	0.99997	0.999339	0.999412	
16.2275 1.00005	1.00013	1.00011	1.00019	0.99929	0.999358	
16.248 1.00035	1.00043	0.99999	1.00007	1.00073	1.00081	
16.2685 0.99975	0.99983	1.00031	1.00039	1.00018	1.00026	
16.289 1.00021	1.0003	0.999923	1.00001	0.999464	0.999536	
16.3094 1.00006	1.00015	0.999809	0.999892	1.00028	1.00036	
16.3299 0.999647	0.999727	1.00002	1.00011	0.999307	0.999378	
16.3504 0.999837	0.999917	1.00005	1.00014	0.999599	0.999668	
16.3709 0.999826	0.999905	1.00005	1.00013	1.00006	1.00013	
16.3914 0.999887	0.999966	1.00011	1.0002	1.0005	1.00057	
16.4118 0.999623	0.9997	0.999708	0.999793	0.99967	0.999741	
16.4323 0.999758	0.999834	1.00027	1.00035	0.999875	0.999946	
16.4528 1.00001	1.00009	0.999973	1.00006	0.999973	1.00004	
16.4733 0.99947	0.999543	0.999866	0.999953	1.00007	1.00014	
16.4937 1.00014	1.00022	0.999724	0.99981	0.999836	0.999907	
16.5142 1.00001	1.00008	0.999331	0.999413	0.999929	1	
16.5347 0.999656	0.99973	1.00009	1.00017	0.99942	0.999488	
16.5552 0.999685	0.999757	1.00009	1.00017	0.999847	0.999914	
